Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Hernández Canales, Pedro De Jesús",57195483808,Socio-Environmental Risk Management. The case of the Buenavista Copper Mine in Cananea,"Aparicio, A.T.| Hernández Canales, P.D.J.",2.0,56000859500| 57195483808,2017.0,2017-08-01,Investigaciones Geograficas,2017,93,126-139,-,ISSN-01884611,13236.0,Journal,Instituto de Geografia,English| Spanish,0.85,38,0.5,71,0.246,58,3.32,164.0,2.0,0.11,8.74,67.0,69.0,0.0,0.0,"Aparicio, A.T., Hernández Canales, P.D.J. (2017).Socio-Environmental Risk Management. The case of the Buenavista Copper Mine in Cananea. Investigaciones Geograficas,2017(93) 126-139",https://www.scopus.com/record/display.url?eid=2-s2.0-85028446053&origin=resultslist,-,Article,,2-s2.0-85028446053,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,56000859500,57195483808,-,-,United States,1.0,1900| 3305,"General Earth and Planetary Sciences| Geography, Planning and Development",2| 3| 4,Engineering & Technology| Social Sciences & Management| Natural Sciences,416| 249| 450| 451| 425,Earth & Marine Sciences| Engineering - Petroleum| Geology| Geophysics| Geography,37| 40,Physical Sciences| Social Sciences,37| 44,Earth Sciences| Human Society,4406| 3709,Human geography| Physical geography and environmental geoscience,SDG 6| SDG 7| SDG 8| SDG 11| SDG 16,"Indigenous Rights, Autonomy, and Resource Management",1482,9.68,Mining Conflicts and Environmental Challenges in Mexico,70225,33.073,Defensible,Sin clasificar,1.0
