Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Vargas, Ana K.",57207980637,Evaluation of two diluents for the storage of fresh and cryopreserved semen of Harris hawk (Parabuteo unicinctus),"Herrera, J.A.| Calderón, G.| Guzmán, A.| Vargas, A.K.| Ávalos, A.| Rosales, A.M.",6.0,8681044000| 57202704052| 56435568900| 57207980637| 57207995448| 57528993200,2017.0,2017-01-01,Austral Journal of Veterinary Sciences,49,1,39-43,-,ISSN-07198000,21100902145.0,Journal,Universidad Austral de Chile,English,0.66,52,0.8,58,0.194,68,0.53,13.0,6.0,0.52,3.86,51.0,46.0,0.0,0.0,"Herrera, J.A., Calderón, G., Guzmán, A. and 3 more (...) (2017).Evaluation of two diluents for the storage of fresh and cryopreserved semen of Harris hawk (Parabuteo unicinctus). Austral Journal of Veterinary Sciences,49(1) 39-43",https://www.scopus.com/record/display.url?eid=2-s2.0-85063527526&origin=resultslist,10.4067/S0719-81322017000100039,Article,Gold|Green,2-s2.0-85063527526,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,8681044000,57528993200,8681044000,-,Mexico,1.0,3400,General Veterinary,5,Life Sciences & Medicine,546,Veterinary Science,32,Life Sciences,30| 31,"Agricultural, Veterinary And Food Sciences| Biological Sciences",3003| 3009| 3109,Animal production| Veterinary sciences| Zoology,-,Sperm Quality and Male Fertility Factors,323,58.862,Semen Quality and Fertility in Avian Species,8553,83.737,Definitive,UAM,1.0
