Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Paz, Eduardo",57715598000,Susana Distancia: memes and popular culture during the COVID-19 pandemic,"Mraz Bartra, A.L.| Caloca-Lafont, E.| Ricaurte, P.| Paz, E.| Elizalde, N.M.| Zasso, M.| Loera, L.A.E.",7.0,57715078200| 57716884400| 57221690905| 57715598000| 57715598100| 57715598200| 57194217955,2023.0,2023-01-01,Visual Studies,38,3-4,655-662,-,ISSN-1472586X,5900152783.0,Journal,Routledge,English,0.85,36,1.2,11,0.29,9,1.92,33.0,2.0,0.56,1.79,56.0,45.0,0.0,0.0,"Mraz Bartra, A.L., Caloca-Lafont, E., Ricaurte, P. and 4 more (...) (2023).Susana Distancia: memes and popular culture during the COVID-19 pandemic. Visual Studies,38(3-4) 655-662",https://www.scopus.com/record/display.url?eid=2-s2.0-85130864888&origin=resultslist,10.1080/1472586X.2022.2059556,Article,,2-s2.0-85130864888,-,Harvard University| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México| Instituto Tecnologico de Estudios Superiores de Monterrey,508076| 505017| 505023| 505012,Academic,4.0,130175456| 60032442| 60009982| 60023193| 60007966,Peninsula 360 Press| Universidad Nacional Autónoma de México| Harvard University| Universidad Autónoma Metropolitana - Azcapotzalco| Tecnológico de Monterrey,57715078200,57194217955,-,-,Mexico| United States,2.0,1213| 3314| 3316,Visual Arts and Performing Arts| Anthropology| Cultural Studies,3| 1,Social Sciences & Management| Arts & Humanities,311| 136| 304,Communication & Media Studies| Performing Arts| Anthropology,33| 40,Arts and Humanities| Social Sciences,MD,Multidisciplinary,MD,Multidisciplinary,SDG 3,Humor and Anxiety Management in Pediatric Care,1427,22.171,Memes and Humor in Political Discourse,20424,94.328,Defensible,Internacional,3.0
