Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Cortés, Oscar Sánchez",57186403400,Modeling intercellular communication as a survival strategy of cancer cells: An in silico approach on a flexible bioinformatics framework,"Cárdenas-García, M.| González-, P.P.| Montagna, S.| Cortés, O.S.| Caballero, E.H.",5.0,55809473500| 14050007200| 35178038100| 57186403400| 6507291634,2016.0,2016-01-26,Bioinformatics and Biology Insights,10,-,5-18,-,ISSN-11779322,17300154968.0,Journal,Libertas Academica Ltd.,English,0.49,63,3.5,15,0.846,26,1.56,32.0,7.0,0.48,8.4,48.0,47.0,0.0,0.0,"Cárdenas-García, M., González-, P.P., Montagna, S. and 2 more (...) (2016).Modeling intercellular communication as a survival strategy of cancer cells: An in silico approach on a flexible bioinformatics framework. Bioinformatics and Biology Insights,105-18",https://www.scopus.com/record/display.url?eid=2-s2.0-84961247727&origin=resultslist,10.4137/BBi.s38075,Article,Gold|Green,2-s2.0-84961247727,-,Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| University of Bologna,505001| 505017| 321040,Academic,3.0,60024830| 60014923| 60028218,Benemérita Universidad Autónoma de Puebla| Universidad Autónoma Metropolitana| Alma Mater Studiorum Università di Bologna,55809473500,6507291634,14050007200,-,Mexico| Italy,2.0,1303| 1312| 1706| 2604| 2605,Biochemistry| Molecular Biology| Computer Science Applications| Applied Mathematics| Computational Mathematics,5| 4| 2,Life Sciences & Medicine| Natural Sciences| Engineering & Technology,212| 431| 213| 507,Computer Science & Information Systems| Mathematics| Data Science| Biological Sciences,32| 37| 38,Life Sciences| Physical Sciences| Computer Science,31,Biological Sciences,3102,Bioinformatics and computational biology,SDG 3,Synthetic Biology Models in Metabolic Engineering,560,70.7,Stochastic Models in Biological Reaction Networks,12487,75.044,Very Good,Internacional,2.0
