Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Diéguez, Ileana",52163448500,"Interpelling the ""academic Horse"": For an affective and emplaced practice","Diéguez, I.",1.0,52163448500,2019.0,2019-01-01,Nomadas,50,-,111-121,-,ISSN-01217550,21100899925.0,Journal,Instituto de Estudios Sociales Contemporaneos IESCO,Spanish,0,95,0,97,0.101,90,0.18,3.0,2.0,0.0,3.92,67.0,75.0,0.0,0.0,"Diéguez, I. (2019).Interpelling the ""academic Horse"": For an affective and emplaced practice. Nomadas,50111-121",https://www.scopus.com/record/display.url?eid=2-s2.0-85074442338&origin=resultslist,10.30578/nomadas.n50a7,Article,Gold,2-s2.0-85074442338,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080,Universidad Autónoma Metropolitana Unidad Cuajimalpa,-,-,52163448500,52163448500,Mexico,1.0,1211| 3201| 3301| 3304| 3314| 3316,Philosophy| Psychology (miscellaneous)| Social Sciences (miscellaneous)| Education| Anthropology| Cultural Studies,3| 1,Social Sciences & Management| Arts & Humanities,311| 318| 304| 138| 541,Communication & Media Studies| Education & Training| Anthropology| Philosophy| Psychology,33| 39| 40| 41,Arts and Humanities| Psychology| Social Sciences| Education Studies,44,Human Society,4410,Sociology,-,Financialization and Land Rights in Urban Development,1402,35.579,Cultural Landscapes and Urban Heritage Integration,34791,32.103,Defensible,Personal,1.0
