Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Quintana-Menéndez, Alejandro",58030400200,Analysis of the Propionate Metabolism in Bacillus subtilis during 3-Indolacetic Production,"Castillo-Alfonso, F.| Quintana-Menéndez, A.| Vigueras-Ramírez, G.| Sales-Cruz, A.M.| Rosales-Colunga, L.M.| Olivares-Hernández, R.",6.0,57221232859| 58030400200| 57208528338| 58030068300| 23111632400| 36158611900,2022.0,2022-12-01,Microorganisms,10,12,-,2352,ISSN-20762607,21100933947.0,Journal,MDPI,English,1.1,25,6.4,35,0.909,32,1.81,31.0,6.0,0.33,12.09,42.0,59.0,0.0,0.0,"Castillo-Alfonso, F., Quintana-Menéndez, A., Vigueras-Ramírez, G. and 3 more (...) (2022).Analysis of the Propionate Metabolism in Bacillus subtilis during 3-Indolacetic Production. Microorganisms,10(12) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85144664653&origin=resultslist,10.3390/microorganisms10122352,Article,Gold|Green,2-s2.0-85144664653,-,Universidad Autónoma Metropolitana| Universidad Autonoma de San Luis Potosi,505017| 505014,Academic,2.0,60024080| 60014923| 60031335,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Autónoma Metropolitana| Universidad Autónoma de San Luis Potosí,57221232859,36158611900,36158611900,-,Mexico,1.0,2404| 2406| 2726,Microbiology| Virology| Microbiology (medical),5,Life Sciences & Medicine,507| 532,Biological Sciences| Medicine,32| 34,Life Sciences| Medical and Health,31| 32,Biological Sciences| Biomedical And Clinical Sciences,3207| 3107,Medical microbiology| Microbiology,-,Synthetic Biology Models in Metabolic Engineering,560,70.7,Metabolic Pathways and Genome-Scale Modeling Insights,1331,98.362,Very Good,Nacional,2.0
