Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Martínez-Ruíz, Margarita",57209048350,Live loads on floors of libraries and newspaper archive buildings,"Tapia-Hernández, E.| Dominguez-Palacios, A.C.| Martínez-Ruíz, M.",3.0,56626069100| 57209045757| 57209048350,2019.0,2019-06-01,International Journal of Advanced Structural Engineering,11,2,285-296,-,ISSN-20083556,21100466223.0,Journal,SpringerOpen,English,0.81,43,1.6,57,0.306,60,0.56,25.0,5.0,0.27,11.08,54.0,60.0,0.0,0.0,"Tapia-Hernández, E., Dominguez-Palacios, A.C., Martínez-Ruíz, M. (2019).Live loads on floors of libraries and newspaper archive buildings. International Journal of Advanced Structural Engineering,11(2) 285-296",https://www.scopus.com/record/display.url?eid=2-s2.0-85066401660&origin=resultslist,10.1007/s40091-019-0230-8,Article,Hybrid gold|Green,2-s2.0-85066401660,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,56626069100,57209048350,56626069100,-,Mexico,1.0,2205,Civil and Structural Engineering,2,Engineering & Technology,220,Engineering - Civil & Structural,36,Engineering,40| 37,Engineering| Earth Sciences,4005| 4017| 3709,Civil engineering| Mechanical engineering| Physical geography and environmental geoscience,-,Reliability Methods in Structural Engineering Applications,1213,44.997,Probabilistic Design and Fire Load Management,76632,56.68,Very Good,UAM,1.0
