Number of Authors,Country/Region,Number of Countries/Regions,Institutions,Number of Institutions
1598.0,Ethiopia| Spain| Mexico| Hong Kong| Panama| Denmark| Peru| Romania| Hungary| Viet Nam| Yemen| Taiwan| Belgium| Qatar| Ghana| Israel| Uzbekistan| Ireland| United States| Iceland| Colombia| Kyrgyzstan| Turkey| Switzerland| Palestine| India| Lebanon| Iraq| Japan| South Africa| Italy| Sri Lanka| Cyprus| Anguilla| Czech Republic| Ukraine| Mozambique| Indonesia| Norway| China| Tunisia| Philippines| Portugal| Australia| Malaysia| Macao| Iran| Luxembourg| Egypt| Brunei Darussalam| Thailand| Georgia| Nepal| Zambia| Botswana| Singapore| Rwanda| Uganda| Bahrain| Poland| Benin| Germany| Saudi Arabia| Cameroon| Greece| Netherlands| New Zealand| Sweden| Argentina| United Arab Emirates| Chile| United Kingdom| Kenya| Oman| Finland| Serbia| Pakistan| France| Bangladesh| Federated States of Micronesia| Estonia| Bulgaria| Brazil| South Korea| Croatia| Kazakhstan| Costa Rica| Nigeria| Jordan| Tanzania| Russian Federation| Kuwait| Canada,93.0,"Lorestan University of Medical Sciences| Azienda Ospedaliera Sant'Anna di Como| University of Münster| Cairo University| University of Colorado Anschutz Medical Campus| WSB University in Gdansk| University of Bern| Ilam University of Medical Sciences| Centro de investigação de Saúde de Manhiça| Nova Southeastern University| Shiraz University of Medical Sciences| Cabrini Health| Monash University| Norwegian University of Science and Technology| Baker Heart and Diabetes Institute| Mizan-Tepi University| Egas Moniz School of Health & Science| Université Paris 13| University of Sharjah| University of Lisbon| Ministry of Health, Kenya| Russian Academy of Sciences| University of Liege| Kosin University| Beijing Institute of Ophthalmology| Amity University, Noida| University of Southern California| Universidade Federal do Rio Grande do Sul| Université de Limoges| The George Institute for Global Health| IRCCS Ospedale Infantile Burlo Garofolo - Trieste| King Hussein Cancer Center| University of Messina| The University of Auckland| Public Health Foundation of India| Ministry of Health, Saudi Arabia| University of Washington| Ravensburg-Weingarten University of Applied Sciences| Muhammadiyah University of Surakarta| University of Alberta| Ludwig Maximilian University of Munich| Nanjing University| Juntendo University| Brigham and Women’s Hospital| Nazarbayev University| Amirkabir University of Technology| Indian Institute of Technology Roorkee| Hong Kong University of Science and Technology| Western University| Duy Tan University| Hamad bin Khalifa University| Barcelona Institute for Global Health| Saveh University of Medical Sciences| Taylor's University Malaysia| Pomeranian Medical University in Szczecin| Delhi Technological University| Kristiania University College| University of Perugia| Hanoi Medical University| University of Warwick| Kermanshah University of Medical Sciences| West Virginia University| Madda Walabu University| University of Tartu| United Arab Emirates University| Kyung Hee University| Hacettepe University| Universidad Autonoma del Estado de Hidalgo| University of Social Welfare and Rehabilitation Sciences| Central Hospital of Yaoundé| University of Ioannina| James Cook University Queensland| NAMS - Chebotarev Institute of Gerontology| University of Louisville| McMaster University| Universidad Autónoma Metropolitana| Charles University| RAS - Timiryazev Institute of Plant Physiology| Pompeu Fabra University| Eli Lilly| Aristotle University of Thessaloniki| Anglia Ruskin University| Instituto Nacional de Psiquiatria Ramon de la Fuente| Universidad Peruana Cayetano Heredia| Harvard University| Centro Hospitalar Universitário de São João| Massachusetts General Hospital| Qatar University| Jagiellonian University in Kraków| Bauman Moscow State Technical University| Royal Melbourne Hospital| University of New South Wales| Telethon Kids Institute| Arabian Gulf University| Cihan University-Erbil| Bucharest University of Economic Studies| University of Minnesota Twin Cities| Kobe University| Mahatma Gandhi Institute of Medical Sciences| RTI International",671.0
989.0,Austria| Ethiopia| Spain| Mexico| Hong Kong| Panama| Denmark| Peru| Romania| Viet Nam| Yemen| Qatar| Taiwan| Belgium| Ghana| Togo| Israel| Ireland| United States| Iceland| Colombia| Kyrgyzstan| Switzerland| Turkey| Palestine| India| Lebanon| Iraq| Ecuador| Japan| Congo| South Africa| Morocco| Italy| Sri Lanka| Myanmar| Anguilla| Ukraine| Mozambique| Indonesia| Norway| China| Afghanistan| Tunisia| Philippines| Australia| Portugal| Liberia| Malaysia| Iran| Slovakia| Luxembourg| Egypt| Brunei Darussalam| Libya| Nepal| Zambia| Algeria| Singapore| Rwanda| Bahrain| Saudi Arabia| Benin| Germany| Poland| Cameroon| Greece| Netherlands| New Zealand| Sweden| Argentina| United Arab Emirates| Chile| United Kingdom| Kenya| Finland| Serbia| Slovenia| Namibia| Pakistan| France| Bangladesh| Federated States of Micronesia| Trinidad and Tobago| Estonia| Bulgaria| Brazil| South Korea| Croatia| Costa Rica| Nigeria| Jordan| Armenia| Tanzania| Russian Federation| Kuwait| Canada,97.0,"Lorestan University of Medical Sciences| Cairo University| University of Colorado Anschutz Medical Campus| Southern University of Science and Technology| University of Bern| Centro de investigação de Saúde de Manhiça| Nova Southeastern University| Cabrini Health| Shiraz University of Medical Sciences| Monash University| Norwegian University of Science and Technology| University of Tennessee, Knoxville| Medical University of Graz| Mizan-Tepi University| Egas Moniz School of Health & Science| Université Paris 13| University of Sharjah| University of Lisbon| Russian Academy of Sciences| Kosin University| Beijing Institute of Ophthalmology| Universidade Federal do Rio Grande do Sul| The George Institute for Global Health| IRCCS Ospedale Infantile Burlo Garofolo - Trieste| University of Namibia| The University of Auckland| Public Health Foundation of India| Ministry of Health, Saudi Arabia| University of Washington| Muhammadiyah University of Surakarta| Department of Health| Universidad Regional Amazónica Ikiam| University of Alberta| Nanjing University| University of Extremadura| Western University| Duy Tan University| Barcelona Institute for Global Health| Saveh University of Medical Sciences| Northwestern University| Pomeranian Medical University in Szczecin| Delhi Technological University| Hanoi Medical University| University of Warwick| Kermanshah University of Medical Sciences| West Virginia University| University of Tartu| Kyung Hee University| Hacettepe University| University of Social Welfare and Rehabilitation Sciences| University of Antwerp| Central Hospital of Yaoundé| University of South Florida| NAMS - Chebotarev Institute of Gerontology| University of Louisville| McMaster University| Universidad Autónoma Metropolitana| The University of the West Indies| Durban University of Technology| National and Kapodistrian University of Athens| Aristotle University of Thessaloniki| Anglia Ruskin University| Maimonides Medical Center| Harvard University| Jagiellonian University in Kraków| Royal Cornwall Hospitals NHS Trust| University of New South Wales| Arabian Gulf University| Bucharest University of Economic Studies| Stroger Hospital of Cook County| Kobe University| RTI International| Finnish Institute of Occupational Health| University of the Punjab| Ministry of Health, Iraq| Health Services Academy| Duke Kunshan University| Helmholtz Centre for Infection Research| Hanoi University of Public Health| Arthritis Research Canada| Norwegian Institute of Public Health| Australian Catholic University| Washington University St. Louis| Debre Tabor University| Tulane University| Fudan University| Universidad Autónoma de Chile| Christian Medical College| Gomal University| University of Colombo| Flinders University| Alexandria University| National Institutes of Health| Dongguk University| Auckland University of Technology| University of Valencia| Human Sciences Research Council South Africa| Université de Tunis El Manar| Ain Shams University| Woldia University",499.0
939.0,Ethiopia| Spain| Mexico| Hong Kong| Panama| Denmark| Peru| Romania| Viet Nam| Yemen| Taiwan| Belgium| Qatar| Ghana| Israel| Ireland| United States| Iceland| Colombia| Switzerland| Kyrgyzstan| Palestine| India| Iraq| Lebanon| Japan| South Africa| Italy| Cyprus| Anguilla| Czech Republic| Ukraine| Mozambique| Indonesia| Norway| China| Tunisia| Philippines| Australia| Portugal| Malaysia| Macao| Iran| Egypt| Nepal| Botswana| Singapore| Rwanda| Bahrain| Poland| Saudi Arabia| Germany| Cameroon| Greece| Netherlands| New Zealand| Sweden| Argentina| United Arab Emirates| United Kingdom| Kenya| Oman| Finland| Serbia| Pakistan| France| Bangladesh| Federated States of Micronesia| Estonia| Bulgaria| Brazil| South Korea| Croatia| Kazakhstan| Nigeria| Jordan| Kuwait| Russian Federation| Canada,79.0,"University of Münster| Cairo University| University of Colorado Anschutz Medical Campus| Ilam University of Medical Sciences| Centro de investigação de Saúde de Manhiça| Shiraz University of Medical Sciences| Monash University| Egas Moniz School of Health & Science| Université Paris 13| University of Sharjah| University of Lisbon| Ministry of Health, Kenya| Russian Academy of Sciences| University of Liege| Beijing Institute of Ophthalmology| Amity University, Noida| Universidade Federal do Rio Grande do Sul| Université de Limoges| The George Institute for Global Health| IRCCS Ospedale Infantile Burlo Garofolo - Trieste| King Hussein Cancer Center| The University of Auckland| Ministry of Health, Saudi Arabia| University of Washington| Ravensburg-Weingarten University of Applied Sciences| Muhammadiyah University of Surakarta| University of Alberta| Ludwig Maximilian University of Munich| Nanjing University| Juntendo University| Brigham and Women’s Hospital| Amirkabir University of Technology| Indian Institute of Technology Roorkee| Duy Tan University| Barcelona Institute for Global Health| Hamad bin Khalifa University| Saveh University of Medical Sciences| Taylor's University Malaysia| Pomeranian Medical University in Szczecin| Kristiania University College| Hanoi Medical University| University of Warwick| Kermanshah University of Medical Sciences| Madda Walabu University| West Virginia University| University of Tartu| United Arab Emirates University| Kyung Hee University| James Cook University Queensland| NAMS - Chebotarev Institute of Gerontology| McMaster University| Universidad Autónoma Metropolitana| Charles University| RAS - Timiryazev Institute of Plant Physiology| Pompeu Fabra University| Aristotle University of Thessaloniki| Instituto Nacional de Psiquiatria Ramon de la Fuente| Harvard University| Jagiellonian University in Kraków| Bauman Moscow State Technical University| Telethon Kids Institute| University of New South Wales| Arabian Gulf University| Cihan University-Erbil| Bucharest University of Economic Studies| University of Minnesota Twin Cities| Kobe University| Finnish Institute of Occupational Health| Health Services Academy| National Institute for Health and Care Research| University of Colorado Boulder| Umm Al-Qura University| Arthritis Research Canada| Norwegian Institute of Public Health| Universidad de Ciencias Aplicadas y Ambientales| Australian Catholic University| Washington University St. Louis| Debre Tabor University| African Population and Health Research Center| University of Indonesia| Wenzhou Medical University| Alexandria University| Tufts Medical Center| Binzhou Medical University| National Institutes of Health| Auckland University of Technology| Kwame Nkrumah University of Science and Technology| University of Valencia| Birjand University of Medical Sciences| Université de Tunis El Manar| University of Bucharest| University of Energy and Natural Resources| Ain Shams University| Murdoch Children's Research Institute| All India Institute of Medical Sciences, New Delhi| Bangladesh University of Health Sciences| Indian Institute of Technology Kanpur| Wayne State University| Ahvaz Jundishapur University of Medical Sciences| North West University",497.0
727.0,Austria| Ethiopia| Spain| Mexico| Hong Kong| Panama| Denmark| Peru| Romania| Viet Nam| Yemen| Taiwan| Belgium| Ghana| Qatar| Israel| New Caledonia| Ireland| United States| Iceland| Bhutan| Colombia| Switzerland| Turkey| Kyrgyzstan| Palestine| India| Lebanon| Iraq| Ecuador| Japan| Congo| South Africa| Italy| Sri Lanka| Myanmar| Anguilla| Ukraine| Mozambique| Indonesia| Norway| China| Afghanistan| Philippines| Portugal| Australia| Malaysia| Iran| Slovakia| Luxembourg| Egypt| Nepal| Zambia| Algeria| Singapore| Rwanda| Uganda| Bahrain| Poland| Benin| Germany| Saudi Arabia| Cameroon| Greece| Netherlands| New Zealand| Argentina| Sweden| United Arab Emirates| Chile| United Kingdom| Kenya| Oman| Finland| Serbia| Pakistan| France| Bangladesh| Federated States of Micronesia| Burundi| Estonia| Brazil| South Korea| Croatia| Nigeria| Jordan| Tanzania| Russian Federation| Canada,89.0,"University of Bristol| Shahid Beheshti University of Medical Sciences| University of Münster| Cairo University| Utkal University| University of Colorado Anschutz Medical Campus| Royal Melbourne Institute of Technology University| Ministry of Health, Oman| London School of Hygiene and Tropical Medicine| University of Texas MD Anderson Cancer Center| University Hospitals Bristol and Weston NHS Foundation Trust| University of Peradeniya| Cancer Research UK| University of Bern| Attikon University Hospital| Aga Khan University| Centro de investigação de Saúde de Manhiça| Nova Southeastern University| Tachikawa Hospital| Madras Medical College| Cabrini Health| Monash University| Norwegian University of Science and Technology| University Hospitals Birmingham NHS Foundation Trust| Medical University of Graz| Egas Moniz School of Health & Science| Mizan-Tepi University| Charité – Universitätsmedizin Berlin| Continuum Health Partners, Inc.| Western Health| University of Lisbon| Al-Shifa Trust Eye Hospital| Russian Academy of Sciences| Raffles Hospital| Kosin University| Muhimbili University of Health and Allied Sciences| Ghent University| IRCCS Istituto di ricerche farmacologiche Mario Negri - Milano, Bergamo, Ranica| Universidade Federal do Rio Grande do Sul| Indian Institute of Technology Ropar| The George Institute for Global Health| Kirksville College of Osteopathic Medicine| IRCCS Ospedale Infantile Burlo Garofolo - Trieste| The University of Auckland| Public Health Foundation of India| Universidade Federal de Sergipe| Ministry of Health, Saudi Arabia| University of Washington| Public Health Agency of Canada| University of Brighton| Australian National University| University of Oklahoma| Nanjing University| University Northern Colorado| Sandia National Laboratories| Indian Council of Medical Research| Ohio State University| Baqiyatallah Medical Sciences University| Postgraduate Institute of Medical Education and Research| University of Helsinki| Howard University| Hywel Dda University Health Board| The London School of Economics and Political Science| Duy Tan University| Barcelona Institute for Global Health| Western University| Northwestern University| University of Perugia| Hanoi Medical University| University of Bologna| Columbia University| University of Warwick| Kermanshah University of Medical Sciences| Madda Walabu University| University of Tartu| United Arab Emirates University| Jimma University Ethiopia| Kyung Hee University| King Fahad Medical City| Hacettepe University| United States Department of Energy| Mayo Clinic Rochester, MN| Central Hospital of Yaoundé| Tishk International University| James Cook University Queensland| Université de Kinshasa| Dalarna University| NAMS - Chebotarev Institute of Gerontology| Korea University| McMaster University| Mansoura University| University of California at Irvine| Universidad Técnica del Norte| Universidad Autónoma Metropolitana| Mashhad University of Medical Sciences| Durban University of Technology| University of Milan| Anglia Ruskin University| Kyoto University| Harvard University",410.0
717.0,Austria| Ethiopia| Spain| Mexico| Hong Kong| Denmark| Peru| Papua New Guinea| Viet Nam| Yemen| Taiwan| Belgium| Ghana| Qatar| Israel| New Caledonia| Ireland| United States| Iceland| Colombia| Switzerland| Turkey| Palestine| India| Lebanon| Iraq| Japan| Congo| South Africa| Morocco| Italy| Sri Lanka| Cyprus| Ukraine| Indonesia| Norway| China| Afghanistan| Tunisia| Philippines| Portugal| Australia| Malaysia| Iran| Slovakia| Uruguay| Egypt| Gambia| Georgia| Libya| Zambia| Botswana| Singapore| Uganda| Rwanda| Bahrain| Saudi Arabia| Belize| Germany| Benin| Cameroon| Greece| Netherlands| Sudan| New Zealand| Argentina| Sweden| United Arab Emirates| Chile| United Kingdom| Kenya| Oman| Syrian Arab Republic| Finland| Serbia| Pakistan| Côte d'Ivoire| France| Bangladesh| Estonia| Bulgaria| Brazil| South Korea| Nigeria| Jordan| Fiji| Tanzania| Barbados| Russian Federation| Canada,90.0,"University of Papua New Guinea| University of Bristol| University of Missouri at Kansas City| Heriot-Watt University| Cairo University| Great Ormond Street Hospital for Children NHS Foundation Trust| Ministry of Health, Oman| Medical University of Varna| University of North Texas| London School of Hygiene and Tropical Medicine| Federal Environmental Agency, Germany| Arkansas State University| University of Peradeniya| Aga Khan University| Nova Southeastern University| Tachikawa Hospital| King Saud bin Abdulaziz University for Health Sciences| Genentech Incorporated| Monash University| Charité – Universitätsmedizin Berlin| Continuum Health Partners, Inc.| University of Southern Denmark| National Institute for Occupational Safety and Health| Russian Academy of Sciences| Raffles Hospital| Muhimbili University of Health and Allied Sciences| IRCCS Istituto di ricerche farmacologiche Mario Negri - Milano, Bergamo, Ranica| Universidade Federal do Rio Grande do Sul| Capital & Coast District Health Board| IRCCS Ospedale Infantile Burlo Garofolo - Trieste| The University of Auckland| Public Health Foundation of India| Ministry of Health, Saudi Arabia| University of Washington| Public Health Agency of Canada| Australian National University| University of Oklahoma| University of Missouri| University of Alberta| Nanjing University| Postgraduate Institute of Medical Education and Research| University of Helsinki| University of Extremadura| A.I. Yevdokimov Moscow State University of Medicine and Dentistry| Hadassah University Medical Centre| Howard University| Western University| Barcelona Institute for Global Health| VA Medical Center| National Center of Neurology and Psychiatry Kodaira| Northwestern University| Fujita Health University| Brandeis University| Ministry of National Guard – Health Affairs| University of Perugia| University of Bologna| Columbia University| Madda Walabu University| United Arab Emirates University| King Fahad Medical City| Hacettepe University| Mayo Clinic Rochester, MN| Cedars-Sinai Medical Center| Stavanger University Hospital| James Cook University Queensland| Université de Kinshasa| NAMS - Chebotarev Institute of Gerontology| Korea University| Leibniz Institute for Prevention Research and Epidemiology| McMaster University| Mansoura University| University of California at Irvine| Universidad Autónoma Metropolitana| Mashhad University of Medical Sciences| Albany State University| Cincinnati Children's Hospital Medical Center| Aristotle University of Thessaloniki| City St George's, University of London| F. Hoffmann-La Roche AG| Anglia Ruskin University| Thomas Jefferson University| Instituto Nacional de Psiquiatria Ramon de la Fuente| Harvard University| Qatar University| Adelaide University| Royal Cornwall Hospitals NHS Trust| University of New South Wales| Arabian Gulf University| Telethon Kids Institute| University of York| United States Army| Universiti Tunku Abdul Rahman| The University of Hong Kong| Pacific Institute for Research and Evaluation| Finnish Institute of Occupational Health| University of the Punjab| Fourth View Consulting| St George's University Hospitals NHS Foundation Trust| Health Services Academy| Arak University of Medical Sciences",337.0
1018.0,Austria| Ethiopia| Spain| Mexico| Hong Kong| Panama| Denmark| Peru| Romania| Viet Nam| Taiwan| Belgium| Ghana| Qatar| Israel| Ireland| United States| Iceland| Colombia| Turkey| Switzerland| Kyrgyzstan| Palestine| India| Iraq| Lebanon| Ecuador| Japan| Congo| South Africa| Italy| Sri Lanka| Ukraine| Anguilla| Mozambique| Indonesia| Norway| China| Philippines| Portugal| Australia| Liberia| Malaysia| Iran| Slovakia| Luxembourg| Egypt| Brunei Darussalam| Libya| Nepal| Zambia| Algeria| Singapore| Rwanda| Bahrain| Saudi Arabia| Poland| Germany| Benin| Cameroon| Greece| Netherlands| New Zealand| Sweden| Argentina| United Arab Emirates| Chile| United Kingdom| Kenya| Finland| Serbia| Slovenia| Namibia| Pakistan| France| Bangladesh| Federated States of Micronesia| Estonia| Bulgaria| Brazil| South Korea| Croatia| Costa Rica| Nigeria| Kazakhstan| Jordan| Tanzania| Kuwait| Russian Federation| Canada,90.0,"Lorestan University of Medical Sciences| Cairo University| Southern University of Science and Technology| Centro de investigação de Saúde de Manhiça| Shiraz University of Medical Sciences| Monash University| University of Tennessee, Knoxville| Medical University of Graz| Mizan-Tepi University| Egas Moniz School of Health & Science| Université Paris 13| University of Sharjah| University of Lisbon| Russian Academy of Sciences| Kosin University| Beijing Institute of Ophthalmology| Universidade Federal do Rio Grande do Sul| Bashkir State Medical University| The George Institute for Global Health| IRCCS Ospedale Infantile Burlo Garofolo - Trieste| The University of Auckland| University of Namibia| Public Health Foundation of India| University of Washington| Universidad Regional Amazónica Ikiam| Department of Health| Muhammadiyah University of Surakarta| University of Alberta| Nanjing University| University of Extremadura| Duy Tan University| Barcelona Institute for Global Health| Western University| Northwestern University| Pomeranian Medical University in Szczecin| Delhi Technological University| Hanoi Medical University| University of Warwick| Kermanshah University of Medical Sciences| West Virginia University| University of Tartu| Kyung Hee University| Hacettepe University| University of Social Welfare and Rehabilitation Sciences| University of Antwerp| Central Hospital of Yaoundé| University of South Florida| NAMS - Chebotarev Institute of Gerontology| University of Louisville| McMaster University| Universidad Autónoma Metropolitana| Pompeu Fabra University| Organisation for Economic Co-operation and Development| Durban University of Technology| National and Kapodistrian University of Athens| Aristotle University of Thessaloniki| Instituto Nacional de Psiquiatria Ramon de la Fuente| Maimonides Medical Center| Harvard University| Qatar University| Jagiellonian University in Kraków| Royal Melbourne Hospital| University of New South Wales| Arabian Gulf University| Bucharest University of Economic Studies| Stroger Hospital of Cook County| Kobe University| RTI International| Finnish Institute of Occupational Health| University of the Punjab| Health Services Academy| Duke Kunshan University| Helmholtz Centre for Infection Research| Hanoi University of Public Health| Arthritis Research Canada| Norwegian Institute of Public Health| Universidad de Ciencias Aplicadas y Ambientales| University of the Witwatersrand| Australian Catholic University| Debre Tabor University| Washington University St. Louis| African Population and Health Research Center| Tulane University| Fudan University| Universidad Autónoma de Chile| Ball State University| Christian Medical College| Gomal University| University of Colombo| Flinders University| Alexandria University| The Energy and Resources Institute India| King George's Medical University| Dongguk University| National Institutes of Health| Auckland University of Technology| University of Valencia| University of Tulsa| Human Sciences Research Council South Africa| Birjand University of Medical Sciences",504.0
639.0,Austria| Ethiopia| Mexico| Spain| Hong Kong| Panama| Denmark| Peru| Viet Nam| Taiwan| Ghana| Qatar| Togo| Israel| Democratic Republic Congo| Ireland| New Caledonia| United States| Iceland| Colombia| Switzerland| Turkey| Palestine| India| Lebanon| Japan| South Africa| Morocco| Italy| Sri Lanka| Myanmar| Indonesia| Norway| China| Philippines| Australia| Portugal| Malaysia| Iran| Slovakia| Uruguay| Egypt| Malawi| Zambia| Algeria| Singapore| Rwanda| Bahrain| Saudi Arabia| Poland| Germany| Benin| Cameroon| Greece| Netherlands| New Zealand| Sweden| United Arab Emirates| Chile| United Kingdom| Kenya| Finland| Serbia| Pakistan| France| Côte d'Ivoire| Bangladesh| Federated States of Micronesia| Estonia| Brazil| South Korea| Costa Rica| Nigeria| Jordan| Tanzania| Russian Federation| Canada,77.0,"University of Bristol| Shahid Beheshti University of Medical Sciences| University of Münster| Cairo University| Birzeit University| University of Colorado Anschutz Medical Campus| Caja Costarricense de Seguro Social| London School of Hygiene and Tropical Medicine| University of Peradeniya| Cancer Research UK| Attikon University Hospital| Aga Khan University| Nova Southeastern University| Cabrini Health| Monash University| Norwegian University of Science and Technology| University Hospitals Birmingham NHS Foundation Trust| Continuum Health Partners, Inc.| Charité – Universitätsmedizin Berlin| National Institute for Occupational Safety and Health| Al-Shifa Trust Eye Hospital| Russian Academy of Sciences| Raffles Hospital| Kosin University| Muhimbili University of Health and Allied Sciences| IRCCS Istituto di ricerche farmacologiche Mario Negri - Milano, Bergamo, Ranica| Universidade Federal do Rio Grande do Sul| Indian Institute of Technology Ropar| IRCCS Ospedale Infantile Burlo Garofolo - Trieste| Kirksville College of Osteopathic Medicine| The University of Auckland| Public Health Foundation of India| Universidade Federal de Sergipe| Ministry of Health, Saudi Arabia| Australian National University| University of Washington| Public Health Agency of Canada| University of Brighton| University of Oklahoma| Nanjing University| Ludwig Maximilian University of Munich| University Northern Colorado| Indian Council of Medical Research| Ohio State University| Baqiyatallah Medical Sciences University| University of Helsinki| Howard University| Western University| Barcelona Institute for Global Health| Duy Tan University| Hospital Pedro Hispano| Northwestern University| University of Oran 1 Ahmed Ben Bella| Brandeis University| Hanoi Medical University| Columbia University| University of Bologna| University of Warwick| Kermanshah University of Medical Sciences| Jimma University Ethiopia| Kyung Hee University| King Fahad Medical City| Hacettepe University| Suez Canal University| Stavanger University Hospital| James Cook University Queensland| University of Cape Coast Ghana| Université de Kinshasa| Dalarna University| Korea University| Leibniz Institute for Prevention Research and Epidemiology| University of Louisville| McMaster University| University of California at Irvine| Mansoura University| Universidad Autónoma Metropolitana| Mashhad University of Medical Sciences| Durban University of Technology| University of Milan| Aristotle University of Thessaloniki| Instituto Nacional de Psiquiatria Ramon de la Fuente| Kyoto University| Harvard University| Massachusetts General Hospital| Jagiellonian University in Kraków| Adelaide University| Royal Melbourne Hospital| Aswan University| University of New South Wales| Arabian Gulf University| The University of Hong Kong| Pacific Institute for Research and Evaluation| Finnish Institute of Occupational Health| Health Services Academy| Colorado State University| National Institute for Health and Care Research| Duke Kunshan University| Arak University of Medical Sciences| Helmholtz Centre for Infection Research| WorldFish",362.0
679.0,Austria| Ethiopia| Mexico| Spain| Hong Kong| Denmark| Romania| Papua New Guinea| Viet Nam| Qatar| Taiwan| Israel| United States| Iceland| Turkey| Colombia| Switzerland| Palestine| India| Lebanon| Iraq| Japan| South Africa| Morocco| Italy| Sri Lanka| Cyprus| Ukraine| Indonesia| Norway| China| Afghanistan| Tunisia| Philippines| Portugal| Australia| Malaysia| Iran| Slovakia| Uruguay| Egypt| Gambia| Georgia| Zambia| Singapore| Uganda| Rwanda| Bahrain| Saudi Arabia| Belize| Germany| Benin| Greece| Netherlands| Sudan| New Zealand| Argentina| Sweden| United Arab Emirates| United Kingdom| Kenya| Oman| Syrian Arab Republic| Finland| Serbia| Pakistan| France| Côte d'Ivoire| Bangladesh| Estonia| Bulgaria| Brazil| South Korea| Nigeria| Jordan| Fiji| Tanzania| Russian Federation| Canada,79.0,"University of Papua New Guinea| University of Bristol| University of Missouri at Kansas City| Heriot-Watt University| Cairo University| Great Ormond Street Hospital for Children NHS Foundation Trust| Birzeit University| Ministry of Health, Oman| Medical University of Varna| University of North Texas| London School of Hygiene and Tropical Medicine| Arkansas State University| University of Peradeniya| University of Bern| Aga Khan University| Nova Southeastern University| Tachikawa Hospital| King Saud bin Abdulaziz University for Health Sciences| Cabrini Health| Brigham Young University| Monash University| Genentech Incorporated| Norwegian University of Science and Technology| Continuum Health Partners, Inc.| Charité – Universitätsmedizin Berlin| University of Southern Denmark| Russian Academy of Sciences| Raffles Hospital| Kosin University| Muhimbili University of Health and Allied Sciences| IRCCS Istituto di ricerche farmacologiche Mario Negri - Milano, Bergamo, Ranica| Universidade Federal do Rio Grande do Sul| Capital & Coast District Health Board| IRCCS Ospedale Infantile Burlo Garofolo - Trieste| Royal Prince Alfred Hospital| The University of Auckland| Public Health Foundation of India| Ministry of Health, Saudi Arabia| University of Washington| Australian National University| University of Brighton| Public Health Agency of Canada| University of Missouri| University of Alberta| Ludwig Maximilian University of Munich| Nanjing University| Postgraduate Institute of Medical Education and Research| University of Extremadura| A.I. Yevdokimov Moscow State University of Medicine and Dentistry| Howard University| Western University| Barcelona Institute for Global Health| VA Medical Center| Centre Hospitalier, France| National Center of Neurology and Psychiatry Kodaira| Northwestern University| Brandeis University| Ministry of National Guard – Health Affairs| University of Perugia| University of Bologna| Columbia University| Madda Walabu University| United Arab Emirates University| Kyung Hee University| King Fahad Medical City| Hacettepe University| Mayo Clinic Rochester, MN| Cedars-Sinai Medical Center| Stavanger University Hospital| Washington State University Pullman| James Cook University Queensland| NAMS - Chebotarev Institute of Gerontology| Korea University| McMaster University| Mansoura University| University of California at Irvine| Universidad Autónoma Metropolitana| Mashhad University of Medical Sciences| Cincinnati Children's Hospital Medical Center| Aristotle University of Thessaloniki| F. Hoffmann-La Roche AG| Anglia Ruskin University| Instituto Nacional de Psiquiatria Ramon de la Fuente| Thomas Jefferson University| Harvard University| Qatar University| Adelaide University| Royal Cornwall Hospitals NHS Trust| University of New South Wales| University of York| Telethon Kids Institute| Arabian Gulf University| Universiti Tunku Abdul Rahman| The University of Hong Kong| Pacific Institute for Research and Evaluation| Finnish Institute of Occupational Health| Fourth View Consulting| University of the Punjab| Health Services Academy| European Commission Joint Research Centre Institute",336.0
