Autor,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
"Soriano-Romero, O.",2018.0,1,0,8.0,8,0,6,2,0,0,0
"Soriano-Romero, O.",2019.0,1,0,8.0,8,0,4,1,0,0,0
"Soriano-Romero, O.",2020.0,3,0,7.33,15,0,11,2,0,0,0
"Soriano-Romero, O.",2021.0,6,0,8.67,21,0,29,5,0,0,0
"Soriano-Romero, O.",2022.0,5,0,8.0,14,0,22,2,0,0,0
"Soriano-Romero, O.",2023.0,5,0,5.0,9,0,14,2,0,0,0
"Soriano-Romero, O.",2024.0,2,0,5.5,8,0,7,1,0,0,0
