Autor,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
"Bernal-Jaquez, R.",2017.0,4,0,2.75,6,0,4,1,0,0,0
"Bernal-Jaquez, R.",2020.0,1,0,3.0,3,0,2,1,0,0,0
"Bernal-Jaquez, R.",2022.0,2,0,3.0,4,0,5,2,0,0,0
"Bernal-Jaquez, R.",2023.0,2,0,4.5,8,0,2,1,0,0,0
"Bernal-Jaquez, R.",2024.0,2,0,5.0,9,0,6,1,0,0,0
