Autor,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
"Fabela-Sánchez, O.",2015.0,1,0,12.0,12,0,4,1,0,0,0
"Fabela-Sánchez, O.",2017.0,1,0,12.0,12,0,6,1,0,0,0
"Fabela-Sánchez, O.",2018.0,1,0,13.0,13,0,5,1,0,0,0
"Fabela-Sánchez, O.",2019.0,1,0,10.0,10,0,7,1,0,0,0
"Fabela-Sánchez, O.",2020.0,1,0,18.0,18,0,8,1,0,0,0
"Fabela-Sánchez, O.",2022.0,1,0,15.0,15,0,8,1,0,0,0
"Fabela-Sánchez, O.",2023.0,1,0,15.0,15,0,8,1,0,0,0
