Autor,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
"Charleston-Villalobos, S.",2016.0,3,0,8.0,13,0,10,4,0,0,0
"Charleston-Villalobos, S.",2017.0,1,0,9.0,9,0,3,1,0,0,0
"Charleston-Villalobos, S.",2018.0,4,0,8.25,16,0,9,2,0,0,0
"Charleston-Villalobos, S.",2019.0,1,0,10.0,10,0,3,3,0,0,0
"Charleston-Villalobos, S.",2020.0,2,0,6.5,12,0,4,2,0,0,0
"Charleston-Villalobos, S.",2021.0,1,0,9.0,9,0,2,1,0,0,0
"Charleston-Villalobos, S.",2022.0,1,0,8.0,8,0,3,2,0,0,0
"Charleston-Villalobos, S.",2023.0,2,0,7.5,13,0,7,1,0,0,0
