Autor,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
"Córdova-Izquierdo, A.",2015.0,2,0,8.0,13,0,9,1,0,0,0
"Córdova-Izquierdo, A.",2018.0,1,0,5.0,5,0,3,1,0,0,0
"Córdova-Izquierdo, A.",2020.0,3,0,6.67,18,0,9,1,0,0,0
"Córdova-Izquierdo, A.",2021.0,1,0,7.0,7,0,5,1,0,0,0
"Córdova-Izquierdo, A.",2022.0,3,0,9.33,24,0,9,2,0,0,0
"Córdova-Izquierdo, A.",2023.0,1,0,6.0,6,0,4,2,0,0,0
