Autor,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
"Castro, A.",2016.0,1,0,14.0,14,0,8,2,0,0,0
"Castro, A.",2017.0,1,0,7.0,7,0,3,1,0,0,0
"Castro, A.",2020.0,1,0,1.0,1,0,1,1,0,0,0
"Castro, A.",2021.0,2,0,3.0,5,0,6,2,0,0,0
