Autor,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
"Rodriguez-Colina, E.",2015.0,1,0,4.0,4,0,4,2,0,0,0
"Rodriguez-Colina, E.",2016.0,2,0,4.0,7,0,4,2,0,0,0
"Rodriguez-Colina, E.",2018.0,1,0,5.0,5,0,2,2,0,0,0
"Rodriguez-Colina, E.",2020.0,2,0,4.0,7,0,4,2,0,0,0
"Rodriguez-Colina, E.",2021.0,2,0,7.0,12,0,5,1,0,0,0
"Rodriguez-Colina, E.",2022.0,1,0,8.0,8,0,3,1,0,0,0
"Rodriguez-Colina, E.",2024.0,3,0,7.0,14,0,7,1,0,0,0
