Autor,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
"Olivos-Santes, E.",A modelling study of glycolytic oscillations and electrical activity in pancreatic alpha cells,"Olivos-Santes, E.| Romero-Campos, H.E.| Dupont, G.| González-Vélez, V.",4.0,57217179414| 57197727846| 7004422811| 6505935749,2019.0,2019-05-01,Revista Mexicana de Ingenieria Biomedica,40,2,-,e201835,ISSN-01889532,21100200412.0,Journal,Sociedad Mexicana de Ingenieria Biomedica,English,0.31,78,0.5,92,0.13,92,0.65,20.0,1.0,0.07,13.73,73.0,74.0,0.0,0.0,"Olivos-Santes, E., Romero-Campos, H.E., Dupont, G. and 1 more (...) (2019).A modelling study of glycolytic oscillations and electrical activity in pancreatic alpha cells. Revista Mexicana de Ingenieria Biomedica,40(2) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85086661942&origin=resultslist,10.17488/RMIB.40.2.4,Article,Gold|Green,2-s2.0-85086661942,-,Université libre de Bruxelles| Universidad Autónoma Metropolitana,303010| 505017,Academic,2.0,60023193| 60000145,Universidad Autónoma Metropolitana - Azcapotzalco| Université Libre de Bruxelles,57217179414,6505935749,6505935749,-,Belgium| Mexico,2.0,2204,Biomedical Engineering,2,Engineering & Technology,507,Biological Sciences,36,Engineering,32| 40,Biomedical And Clinical Sciences| Engineering,4003| 3209| 4007,"Biomedical engineering| Neurosciences| Control engineering, mechatronics and robotics",-,Diabetes and Beta Cell Function,179,62.721,Calcium Dynamics and Insulin Release Mechanisms,14815,77.521,Definitive,2019.0,1.0,N/A,"Olivos-Santes, E.| Romero-Campos, H.E.| Dupont, G.| González-Vélez, V.",Université libre de Bruxelles| Universidad Autónoma Metropolitana,Belgium| Mexico,0
