Autor,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
"Flores, B.",HYBRID DYNAMIC ANALYSIS OF THE MANUFACTURING PROCESS OF LIGHTWEIGHT BRICKS,"Flores, B.| Rodriguez, L.| Silva, U.| Loyo, J.",4.0,59533064100| 36610549600| 57205684941| 57218207320,2024.0,2024-01-01,International Journal of Simulation Modelling,23,4,611-621,-,ISSN-17264529,144698.0,Journal,DAAAM International Vienna,English,0.97,31,4.7,23,0.527,38,0.47,8.0,0.0,0.0,6.87,70.0,70.0,0.0,0.0,"Flores, B., Rodriguez, L., Silva, U. and 1 more (...) (2024).HYBRID DYNAMIC ANALYSIS OF THE MANUFACTURING PROCESS OF LIGHTWEIGHT BRICKS. International Journal of Simulation Modelling,23(4) 611-621",https://www.scopus.com/record/display.url?eid=2-s2.0-85216275548&origin=resultslist,10.2507/IJSIMM23-4-700,Article,Gold,2-s2.0-85216275548,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,59533064100,57218207320,-,-,Mexico,1.0,1706| 2611,Computer Science Applications| Modeling and Simulation,2| 4,Engineering & Technology| Natural Sciences,212| 431| 213,Computer Science & Information Systems| Mathematics| Data Science,38| 37,Computer Science| Physical Sciences,40| 35| 46,"Engineering| Commerce, Management, Tourism And Services| Information And Computing Sciences",3509| 4014| 4699,"Transportation, logistics and supply chains| Manufacturing engineering| Other information and computing sciences",SDG 9,Value Creation in Supply Chain Management Systems,25,98.43,Hybrid Simulation Models in Healthcare Systems,43875,69.381,Definitive,2024.0,0.0,N/A,"Flores, B.| Rodriguez, L.| Silva, U.| Loyo, J.",Universidad Autónoma Metropolitana,Mexico,0
