Autor,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
"Ruíz-Rubio, J.",Resonant scattering by a loop: the Wigner delay time and Poisson’s kernel,"Ruíz-Rubio, J.| Martínez-Mares, M.| Castaño, E.",3.0,58888699400| 9842946300| 7801394106,2024.0,2024-01-01,Revista Mexicana de Fisica,70,1,-,011602,ISSN-0035001X,29758.0,Journal,Sociedad Mexicana de Fisica,English,0.41,71,1.7,63,0.211,75,0.89,10.0,0.0,0.0,7.91,70.0,70.0,0.0,0.0,"Ruíz-Rubio, J., Martínez-Mares, M., Castaño, E. (2024).Resonant scattering by a loop: the Wigner delay time and Poisson’s kernel. Revista Mexicana de Fisica,70(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85185182579&origin=resultslist,10.31349/RevMexFis.70.011602,Article,Gold,2-s2.0-85185182579,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,58888699400,7801394106,-,-,Mexico,1.0,3100,General Physics and Astronomy,4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,51| 40,Physical Sciences| Engineering,4013| 5104| 5107,Geomatic engineering| Condensed matter physics| Particle and high energy physics,-,Quantum States and Metamaterials in Superfluid Systems,52,90.778,Quantum Dot Transport and Chaos in Electromagnetic Fields,17611,50.678,Definitive,2024.0,0.0,N/A,"Ruíz-Rubio, J.| Martínez-Mares, M.| Castaño, E.",Universidad Autónoma Metropolitana,Mexico,0
