Autor,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
"García-Peláez, D.",Light propagation through optical media using metric contact geometry,"García-Peláez, D.| López-Monsalvo, C.S.| Rubio Ponce, A.",3.0,56574418100| 56013682900| 6602371524,2022.0,2022-07-01,Journal of Mathematical Physics,63,7,-,073504,ISSN-00222488,28544.0,Journal,American Institute of Physics Inc.,English,0.92,35,2.3,43,0.599,42,1.76,20.0,2.0,0.26,7.84,63.0,64.0,0.0,0.0,"García-Peláez, D., López-Monsalvo, C.S., Rubio Ponce, A. (2022).Light propagation through optical media using metric contact geometry. Journal of Mathematical Physics,63(7) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85135081928&origin=resultslist,10.1063/5.0087143,Article,Green,2-s2.0-85135081928,-,Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional| Universidad Panamericana (UP),505002| 505017| 505011| 702732,Academic| Government,4.0,60023193| 60012895| 60017323| 60019176,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Panamericana| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Instituto Politécnico Nacional,56574418100,6602371524,56574418100,-,Mexico,1.0,2610| 3109,Mathematical Physics| Statistical and Nonlinear Physics,4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,51| 49,Physical Sciences| Mathematical Sciences,-,-,-,Chiral Metamaterials and Antenna Innovations,193,90.713,Metamaterials for Electromagnetic and Thermal Control,1717,96.779,Defensible,2022.0,2.0,N/A,"García-Peláez, D.| López-Monsalvo, C.S.| Rubio Ponce, A.",Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional| Universidad Panamericana (UP),Mexico,0
