Autor,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
"Domínguez-Alfaro, J.",TIME CONSTANT EFFECTS FOR FLUID-FUELED MOLTEN SALT REACTORS,"Espinosa-Paredes, G.| Domínguez-Alfaro, J.| Espinosa-Martínez, E.-G.| Vázquez-Rodriguez, A.",4.0,6701576605| 57504597700| 24390647100| 15048725800,2021.0,2021-11-01,ARPN Journal of Engineering and Applied Sciences,16,22,2411-2416,-,ISSN-18196608,21100200825.0,Journal,Asian Research Publishing Network,English,0.38,72,1,69,0.252,58,0.52,15.0,0.0,0.0,10.93,82.0,79.0,0.0,0.0,"Espinosa-Paredes, G., Domínguez-Alfaro, J., Espinosa-Martínez, E.-G. and 1 more (...) (2021).TIME CONSTANT EFFECTS FOR FLUID-FUELED MOLTEN SALT REACTORS. ARPN Journal of Engineering and Applied Sciences,16(22) 2411-2416",https://www.scopus.com/record/display.url?eid=2-s2.0-85124147553&origin=resultslist,-,Article,,2-s2.0-85124147553,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60028381| 60032442,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Nacional Autónoma de México,6701576605,15048725800,6701576605,-,Mexico,1.0,2200,General Engineering,2,Engineering & Technology,-,-,36,Engineering,51| 40,Physical Sciences| Engineering,4017| 5199| 4005,Mechanical engineering| Other physical sciences| Civil engineering,-,Molten Salt Applications in Energy and Material Recovery,1393,25.18,Molten Salt Reactor Design,6770,89.36,Definitive,2021.0,0.0,N/A,"Espinosa-Paredes, G.| Domínguez-Alfaro, J.| Espinosa-Martínez, E.-G.| Vázquez-Rodriguez, A.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
