Autor,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
"Soriano-Romero, O.",Analysis of fluorescence characteristics of Sm3+-doped B2O3-rich glasses for Orange-light-emitting diodes,"Lakshminarayana, G.| Meza-Rocha, A.N.| Soriano-Romero, O.| Huerta, E.F.| Caldiño, U.| Lira, A.| Lee, D.-E.| Yoon, J.| Park, T.",9.0,57194637883| 37063511900| 57201460286| 36650789500| 56110056100| 6603757680| 56605563300| 56449838900| 55717001200,2021.0,2021-12-05,Journal of Alloys and Compounds,884,-,-,161076,ISSN-09258388,12325.0,Journal,Elsevier Ltd,English,1.29,20,9.6,6,1.027,8,1.97,51.0,50.0,2.7,12.58,7.0,8.0,0.0,0.0,"Lakshminarayana, G., Meza-Rocha, A.N., Soriano-Romero, O. and 6 more (...) (2021).Analysis of fluorescence characteristics of Sm3+-doped B2O3-rich glasses for Orange-light-emitting diodes. Journal of Alloys and Compounds,884",https://www.scopus.com/record/display.url?eid=2-s2.0-85109718915&origin=resultslist,10.1016/j.jallcom.2021.161076,Article,,2-s2.0-85109718915,-,Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| Hanyang University| Kyungpook National University| Universidad Autonoma del Estado de Mexico,505001| 505017| 209025| 209055| 505051,Academic,5.0,60012704| 60024830| 60028381| 60002281| 60211585,Kyungpook National University (KNU)| Benemérita Universidad Autónoma de Puebla| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma del Estado de México| Hanyang University ERICA Campus,57194637883,55717001200,57194637883,-,South Korea| Mexico,2.0,2210| 2211| 2505| 2506,Mechanical Engineering| Mechanics of Materials| Materials Chemistry| Metals and Alloys,4| 2,Natural Sciences| Engineering & Technology,433| 222,Materials Science| Engineering - Mechanical,36,Engineering,51| 40,Physical Sciences| Engineering,4016| 5104,Materials engineering| Condensed matter physics,-,Luminescence Properties of Glass Materials,1092,32.309,Optical Properties and Energy Transfer in Glass Materials,386,98.212,Definitive,2021.0,50.0,N/A,"Lakshminarayana, G.| Meza-Rocha, A.N.| Soriano-Romero, O.| Huerta, E.F.| Caldiño, U.| Lira, A.| Lee, D.-E.| Yoon, J.| Park, T.",Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| Hanyang University| Kyungpook National University| Universidad Autonoma del Estado de Mexico,South Korea| Mexico,0
"Soriano-Romero, O.","Lithium-aluminum-zinc phosphate glasses activated with Tb3+ and Tb3+/Eu3+ for green laser medium, reddish-orange and white phosphor applications","Francisco-Rodriguez, H.I.| Lira, A.| Soriano-Romero, O.| Meza-Rocha, A.N.| Bordignon, S.| Speghini, A.| Lozada-Morales, R.| Caldiño, U.",8.0,59164242700| 6603757680| 57201460286| 37063511900| 57201464147| 22036338000| 6603702293| 56110056100,2018.0,2018-05-01,Optical Materials,79,-,358-365,-,ISSN-09253467,12318.0,Journal,Elsevier B.V.,English,1.04,28,3.9,18,0.59,17,2.87,75.0,50.0,1.37,10.97,10.0,21.0,0.0,0.0,"Francisco-Rodriguez, H.I., Lira, A., Soriano-Romero, O. and 5 more (...) (2018).Lithium-aluminum-zinc phosphate glasses activated with Tb3+ and Tb3+/Eu3+ for green laser medium, reddish-orange and white phosphor applications. Optical Materials,79358-365",https://www.scopus.com/record/display.url?eid=2-s2.0-85044945794&origin=resultslist,10.1016/j.optmat.2018.04.004,Article,,2-s2.0-85044945794,-,Consejo Nacional de Ciencia y Tecnologia Mexico| Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| Universidad Autonoma del Estado de Mexico| University of Verona| National Research Council of Italy,704696| 505001| 505017| 505051| 321075| 321003,Academic| Government,6.0,60028381| 60002281| 60024830| 60027998| 60032256| 60002324,"Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma del Estado de México| Benemérita Universidad Autónoma de Puebla| Secretaría de Ciencia, Humanidades, Tecnología e Innovación| Università degli Studi di Verona| Istituto Di Fisica Applicata Nello Carrara",59164242700,56110056100,56110056100,-,Mexico| Italy,2.0,1604| 1605| 1606| 1607| 2208| 2504| 3107,"Inorganic Chemistry| Organic Chemistry| Physical and Theoretical Chemistry| Spectroscopy| Electrical and Electronic Engineering| Electronic, Optical and Magnetic Materials| Atomic and Molecular Physics, and Optics",4| 2,Natural Sciences| Engineering & Technology,433| 409| 249| 221| 439,Materials Science| Chemistry| Engineering - Petroleum| Engineering - Electrical & Electronic| Physics & Astronomy,37| 36,Physical Sciences| Engineering,51,Physical Sciences,5104| 5102,"Condensed matter physics| Atomic, molecular and optical physics",-,Luminescence Properties of Glass Materials,1092,32.309,Optical Properties and Energy Transfer in Glass Materials,386,98.212,Definitive,2018.0,50.0,N/A,"Francisco-Rodriguez, H.I.| Lira, A.| Soriano-Romero, O.| Meza-Rocha, A.N.| Bordignon, S.| Speghini, A.| Lozada-Morales, R.| Caldiño, U.",Consejo Nacional de Ciencia y Tecnologia Mexico| Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| Universidad Autonoma del Estado de Mexico| University of Verona| National Research Council of Italy,Mexico| Italy,0
"Soriano-Romero, O.","Lithium-aluminum-zinc phosphate glasses activated with Sm3+, Sm3+/Eu3+ and Sm3+/Tb3+ for reddish-orange and white light generation","Huerta, E.F.| Soriano-Romero, O.| Meza-Rocha, A.N.| Bordignon, S.| Speghini, A.| Caldiño, U.",6.0,36650789500| 57201460286| 37063511900| 57201464147| 22036338000| 56110056100,2020.0,2020-12-15,Journal of Alloys and Compounds,846,-,-,156332,ISSN-09258388,12325.0,Journal,Elsevier Ltd,English,1.38,16,8.9,6,1.112,8,1.7,55.0,44.0,1.55,12.24,10.0,17.0,0.0,0.0,"Huerta, E.F., Soriano-Romero, O., Meza-Rocha, A.N. and 3 more (...) (2020).Lithium-aluminum-zinc phosphate glasses activated with Sm3+, Sm3+/Eu3+ and Sm3+/Tb3+ for reddish-orange and white light generation. Journal of Alloys and Compounds,846",https://www.scopus.com/record/display.url?eid=2-s2.0-85088856840&origin=resultslist,10.1016/j.jallcom.2020.156332,Article,,2-s2.0-85088856840,-,Consejo Nacional de Ciencia y Tecnologia Mexico| Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| National Research Council of Italy| University of Verona,704696| 505001| 505017| 321003| 321075,Government| Academic,5.0,60028381| 60024830| 60027998| 60032256| 60002324,"Universidad Autónoma Metropolitana -Unidad Iztapalapa| Benemérita Universidad Autónoma de Puebla| Secretaría de Ciencia, Humanidades, Tecnología e Innovación| Università degli Studi di Verona| Istituto Di Fisica Applicata Nello Carrara",36650789500,56110056100,56110056100,-,Mexico| Italy,2.0,2210| 2211| 2505| 2506,Mechanical Engineering| Mechanics of Materials| Materials Chemistry| Metals and Alloys,2| 4,Engineering & Technology| Natural Sciences,222| 433,Engineering - Mechanical| Materials Science,36,Engineering,51| 40,Physical Sciences| Engineering,4016| 5104,Materials engineering| Condensed matter physics,-,Luminescence Properties of Glass Materials,1092,32.309,Optical Properties and Energy Transfer in Glass Materials,386,98.212,Definitive,2020.0,44.0,N/A,"Huerta, E.F.| Soriano-Romero, O.| Meza-Rocha, A.N.| Bordignon, S.| Speghini, A.| Caldiño, U.",Consejo Nacional de Ciencia y Tecnologia Mexico| Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| National Research Council of Italy| University of Verona,Mexico| Italy,0
"Soriano-Romero, O.","Spectroscopic study of Er3+ doped borate glass system for green emission device, NIR laser, and optical amplifier applications","Prabhu, N.S.| Meza-Rocha, A.N.| Soriano-Romero, O.| Caldiño, U.| Huerta, E.F.| Falcony, C.| Sayyed, M.I.| Al-Ghamdi, H.| Almuqrin, A.H.| Kamath, S.D.",10.0,57205713756| 37063511900| 57201460286| 56110056100| 36650789500| 57217063539| 57189890554| 56524460700| 57115469100| 16245280000,2021.0,2021-10-01,Journal of Luminescence,238,-,-,118216,ISSN-00222313,12179.0,Journal,Elsevier B.V.,English,0.93,36,6.9,15,0.64,29,1.6,37.0,38.0,1.72,12.82,10.0,15.0,0.0,0.0,"Prabhu, N.S., Meza-Rocha, A.N., Soriano-Romero, O. and 7 more (...) (2021).Spectroscopic study of Er3+ doped borate glass system for green emission device, NIR laser, and optical amplifier applications. Journal of Luminescence,238",https://www.scopus.com/record/display.url?eid=2-s2.0-85107658121&origin=resultslist,10.1016/j.jlumin.2021.118216,Article,,2-s2.0-85107658121,-,Imam Abdulrahman Bin Faisal University| Benemerita Universidad Autonoma de Puebla| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Princess Nourah Bint Abdulrahman University| Instituto Politécnico Nacional| Manipal Academy of Higher Education| Al-Isra Private University,703099| 505001| 505002| 505017| 703243| 505011| 703262| 717214,Academic| Government,8.0,60340011| 60028079| 60016524| 60024830| 60028381| 60017323| 60019176| 60104334| 60067706| 60105146,Manipal Institute of Applied Physics| Manipal Institute of Technology| Manipal Academy of Higher Education| Benemérita Universidad Autónoma de Puebla| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Instituto Politécnico Nacional| Imam Abdulrahman Bin Faisal University| Isra University| Princess Nourah Bint Abdulrahman University,57205713756,16245280000,16245280000,-,India| Mexico| Saudi Arabia| Jordan,4.0,1303| 1304| 1600| 3104| 3107,"Biochemistry| Biophysics| General Chemistry| Condensed Matter Physics| Atomic and Molecular Physics, and Optics",4| 5,Natural Sciences| Life Sciences & Medicine,409| 507| 439,Chemistry| Biological Sciences| Physics & Astronomy,32| 37,Life Sciences| Physical Sciences,34,Chemical Sciences,3402,Inorganic chemistry,-,Luminescence Properties of Glass Materials,1092,32.309,Optical Properties and Energy Transfer in Glass Materials,386,98.212,Definitive,2021.0,38.0,N/A,"Prabhu, N.S.| Meza-Rocha, A.N.| Soriano-Romero, O.| Caldiño, U.| Huerta, E.F.| Falcony, C.| Sayyed, M.I.| Al-Ghamdi, H.| Almuqrin, A.H.| Kamath, S.D.",Imam Abdulrahman Bin Faisal University| Benemerita Universidad Autonoma de Puebla| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Princess Nourah Bint Abdulrahman University| Instituto Politécnico Nacional| Manipal Academy of Higher Education| Al-Isra Private University,India| Mexico| Saudi Arabia| Jordan,0
"Soriano-Romero, O.","Optical and visible and near-infrared fluorescence aspects of Er3+, Tm3+, and Nd3+-doped B2O3-rich glasses for fiber amplifiers and NIR lasers","Lakshminarayana, G.| Meza-Rocha, A.N.| Soriano-Romero, O.| Caldiño, U.| Lira, A.| Lee, D.-E.| Yoon, J.| Park, T.",8.0,57194637883| 37063511900| 57201460286| 56110056100| 6603757680| 56605563300| 56449838900| 55717001200,2022.0,2022-05-01,Journal of Materials Research and Technology,18,-,658-680,-,ISSN-22387854,21100383742.0,Journal,Elsevier Editora Ltda,English,1.79,8,8.5,12,1.05,10,1.34,32.0,29.0,1.24,15.33,10.0,23.0,0.0,0.0,"Lakshminarayana, G., Meza-Rocha, A.N., Soriano-Romero, O. and 5 more (...) (2022).Optical and visible and near-infrared fluorescence aspects of Er3+, Tm3+, and Nd3+-doped B2O3-rich glasses for fiber amplifiers and NIR lasers. Journal of Materials Research and Technology,18658-680",https://www.scopus.com/record/display.url?eid=2-s2.0-85127605038&origin=resultslist,10.1016/j.jmrt.2022.02.115,Article,Gold|Green,2-s2.0-85127605038,-,Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| Hanyang University| Kyungpook National University| Universidad Autonoma del Estado de Mexico,505001| 505017| 209025| 209055| 505051,Academic,5.0,60012704| 60024830| 60028381| 60002281| 60211585,Kyungpook National University (KNU)| Benemérita Universidad Autónoma de Puebla| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma del Estado de México| Hanyang University ERICA Campus,57194637883,55717001200,57194637883| 56605563300| 56449838900| 55717001200,-,South Korea| Mexico,2.0,2502| 2503| 2506| 2508,"Biomaterials| Ceramics and Composites| Metals and Alloys| Surfaces, Coatings and Films",4,Natural Sciences,433,Materials Science,36,Engineering,40,Engineering,-,-,-,Luminescence Properties of Glass Materials,1092,32.309,Optical Properties and Energy Transfer in Glass Materials,386,98.212,Definitive,2022.0,29.0,N/A,"Lakshminarayana, G.| Meza-Rocha, A.N.| Soriano-Romero, O.| Caldiño, U.| Lira, A.| Lee, D.-E.| Yoon, J.| Park, T.",Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| Hanyang University| Kyungpook National University| Universidad Autonoma del Estado de Mexico,South Korea| Mexico,0
"Soriano-Romero, O.","Pr3+-doped B2O3–Bi2O3–ZnO–NaF glasses comprising alkali/mixed alkali oxides for potential warm white light generation, blue laser, and E-+S-+C-optical bands amplification applications","Lakshminarayana, G.| Meza-Rocha, A.N.| Soriano-Romero, O.| Huerta, E.F.| Caldiño, U.| Lira, A.| Lee, D.-E.| Yoon, J.| Park, T.",9.0,57194637883| 37063511900| 57201460286| 36650789500| 56110056100| 6603757680| 56605563300| 56449838900| 55717001200,2021.0,2021-07-01,Journal of Materials Research and Technology,13,-,2501-2526,-,ISSN-22387854,21100383742.0,Journal,Elsevier Editora Ltda,English,1.64,11,5.9,14,0.964,10,1.18,34.0,28.0,1.22,14.78,14.0,23.0,0.0,0.0,"Lakshminarayana, G., Meza-Rocha, A.N., Soriano-Romero, O. and 6 more (...) (2021).Pr3+-doped B2O3–Bi2O3–ZnO–NaF glasses comprising alkali/mixed alkali oxides for potential warm white light generation, blue laser, and E-+S-+C-optical bands amplification applications. Journal of Materials Research and Technology,132501-2526",https://www.scopus.com/record/display.url?eid=2-s2.0-85109898091&origin=resultslist,10.1016/j.jmrt.2021.06.037,Article,Gold|Green,2-s2.0-85109898091,-,Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| Hanyang University| Kyungpook National University| Universidad Autonoma del Estado de Mexico,505001| 505017| 209025| 209055| 505051,Academic,5.0,60012704| 60024830| 60028381| 60002281| 60211585,Kyungpook National University (KNU)| Benemérita Universidad Autónoma de Puebla| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma del Estado de México| Hanyang University ERICA Campus,57194637883,55717001200,57194637883| 56605563300| 56449838900| 55717001200,-,South Korea| Mexico,2.0,2502| 2503| 2506| 2508,"Biomaterials| Ceramics and Composites| Metals and Alloys| Surfaces, Coatings and Films",4,Natural Sciences,433,Materials Science,36,Engineering,40,Engineering,-,-,-,Luminescence Properties of Glass Materials,1092,32.309,Optical Properties and Energy Transfer in Glass Materials,386,98.212,Definitive,2021.0,28.0,N/A,"Lakshminarayana, G.| Meza-Rocha, A.N.| Soriano-Romero, O.| Huerta, E.F.| Caldiño, U.| Lira, A.| Lee, D.-E.| Yoon, J.| Park, T.",Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| Hanyang University| Kyungpook National University| Universidad Autonoma del Estado de Mexico,South Korea| Mexico,0
"Soriano-Romero, O.",Cold bluish white and blue emissions in Cu+-doped zinc phosphate glasses,"Soriano-Romero, O.| Lozada-Morales, R.| Meza-Rocha, A.N.| Carmona-Téllez, S.| Caldiño, U.| Flores-Desirena, B.| Palomino-Merino, R.",7.0,57201460286| 6603702293| 37063511900| 23566502900| 56110056100| 6508253107| 6506786902,2020.0,2020-01-01,Journal of Luminescence,217,-,-,116791,ISSN-00222313,12179.0,Journal,Elsevier B.V.,English,0.95,35,6.1,17,0.652,31,1.17,38.0,27.0,1.31,13.0,18.0,21.0,1.0,0.0,"Soriano-Romero, O., Lozada-Morales, R., Meza-Rocha, A.N. and 4 more (...) (2020).Cold bluish white and blue emissions in Cu+-doped zinc phosphate glasses. Journal of Luminescence,217",https://www.scopus.com/record/display.url?eid=2-s2.0-85072773397&origin=resultslist,10.1016/j.jlumin.2019.116791,Article,,2-s2.0-85072773397,-,Consejo Nacional de Ciencia y Tecnologia Mexico| Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana,704696| 505001| 505017,Government| Academic,3.0,60024830| 60027998| 60028381,"Benemérita Universidad Autónoma de Puebla| Secretaría de Ciencia, Humanidades, Tecnología e Innovación| Universidad Autónoma Metropolitana -Unidad Iztapalapa",57201460286,6506786902,6603702293,-,Mexico,1.0,1303| 1304| 1600| 3104| 3107,"Biochemistry| Biophysics| General Chemistry| Condensed Matter Physics| Atomic and Molecular Physics, and Optics",4| 5,Natural Sciences| Life Sciences & Medicine,439| 409| 507,Physics & Astronomy| Chemistry| Biological Sciences,32| 37,Life Sciences| Physical Sciences,34,Chemical Sciences,3402,Inorganic chemistry,-,Luminescence Properties of Glass Materials,1092,32.309,Optical Properties of Silver Nanoparticle-Embedded Glasses,18888,82.289,Defensible,2020.0,27.0,N/A,"Soriano-Romero, O.| Lozada-Morales, R.| Meza-Rocha, A.N.| Carmona-Téllez, S.| Caldiño, U.| Flores-Desirena, B.| Palomino-Merino, R.",Consejo Nacional de Ciencia y Tecnologia Mexico| Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana,Mexico,0
"Soriano-Romero, O.",Spectroscopic analysis of Nd3+-doped cadmium-vanadate invert glasses for near-infrared laser applications,"Soriano-Romero, O.| Espinosa-Cerón, M.Y.| Carmona-Téllez, S.| Lira, A.| Caldiño, U.| Lozada-Morales, R.| Meza-Rocha, A.N.",7.0,57201460286| 57223317516| 23566502900| 6603757680| 56110056100| 6603702293| 37063511900,2021.0,2021-11-15,Journal of Non-Crystalline Solids,572,-,-,121085,ISSN-00223093,28547.0,Journal,Elsevier B.V.,English,1.24,21,6.4,19,0.751,20,1.13,31.0,24.0,1.19,13.42,17.0,24.0,0.0,0.0,"Soriano-Romero, O., Espinosa-Cerón, M.Y., Carmona-Téllez, S. and 4 more (...) (2021).Spectroscopic analysis of Nd3+-doped cadmium-vanadate invert glasses for near-infrared laser applications. Journal of Non-Crystalline Solids,572",https://www.scopus.com/record/display.url?eid=2-s2.0-85111915782&origin=resultslist,10.1016/j.jnoncrysol.2021.121085,Article,,2-s2.0-85111915782,-,Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| Universidad Autonoma del Estado de Mexico,505001| 505017| 505051,Academic,3.0,60024830| 60002281| 60028381,Benemérita Universidad Autónoma de Puebla| Universidad Autónoma del Estado de México| Universidad Autónoma Metropolitana -Unidad Iztapalapa,57201460286,37063511900,37063511900,-,Mexico,1.0,2503| 2504| 2505| 3104,"Ceramics and Composites| Electronic, Optical and Magnetic Materials| Materials Chemistry| Condensed Matter Physics",4,Natural Sciences,439| 433,Physics & Astronomy| Materials Science,37| 36,Physical Sciences| Engineering,51| 40| 34,Physical Sciences| Engineering| Chemical Sciences,3403| 4016| 5104,Macromolecular and materials chemistry| Materials engineering| Condensed matter physics,-,Luminescence Properties of Glass Materials,1092,32.309,Optical Properties and Energy Transfer in Glass Materials,386,98.212,Definitive,2021.0,24.0,N/A,"Soriano-Romero, O.| Espinosa-Cerón, M.Y.| Carmona-Téllez, S.| Lira, A.| Caldiño, U.| Lozada-Morales, R.| Meza-Rocha, A.N.",Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| Universidad Autonoma del Estado de Mexico,Mexico,0
"Soriano-Romero, O.",Survey of optical and fluorescence traits of Tm3+-doped alkali/mixed alkali oxides constituting B2O3-BaO-ZnO-LiF glasses for 0.45 μm laser and 1.46 μm fiber amplifier,"Lakshminarayana, G.| Meza-Rocha, A.N.| Soriano-Romero, O.| Huerta, E.F.| Caldiño, U.| Lira, A.| Lee, D.-E.| Yoon, J.| Park, T.",9.0,57194637883| 37063511900| 57201460286| 36650789500| 56110056100| 6603757680| 56605563300| 56449838900| 55717001200,2021.0,2021-07-01,Results in Physics,26,-,-,104343,ISSN-22113797,19900192162.0,Journal,Elsevier B.V.,English,1.36,17,7.6,12,0.662,30,1.95,44.0,24.0,0.91,14.31,17.0,31.0,0.0,0.0,"Lakshminarayana, G., Meza-Rocha, A.N., Soriano-Romero, O. and 6 more (...) (2021).Survey of optical and fluorescence traits of Tm3+-doped alkali/mixed alkali oxides constituting B2O3-BaO-ZnO-LiF glasses for 0.45 μm laser and 1.46 μm fiber amplifier. Results in Physics,26",https://www.scopus.com/record/display.url?eid=2-s2.0-85107064339&origin=resultslist,10.1016/j.rinp.2021.104343,Article,Gold|Green,2-s2.0-85107064339,-,Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| Hanyang University| Kyungpook National University| Universidad Autonoma del Estado de Mexico,505001| 505017| 209025| 209055| 505051,Academic,5.0,60012704| 60024830| 60028381| 60002281| 60211585,Kyungpook National University (KNU)| Benemérita Universidad Autónoma de Puebla| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma del Estado de México| Hanyang University ERICA Campus,57194637883,55717001200,57194637883,-,South Korea| Mexico,2.0,3100,General Physics and Astronomy,4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,51,Physical Sciences,5108,Quantum physics,-,Luminescence Properties of Glass Materials,1092,32.309,Optical Properties and Energy Transfer in Glass Materials,386,98.212,Definitive,2021.0,24.0,N/A,"Lakshminarayana, G.| Meza-Rocha, A.N.| Soriano-Romero, O.| Huerta, E.F.| Caldiño, U.| Lira, A.| Lee, D.-E.| Yoon, J.| Park, T.",Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| Hanyang University| Kyungpook National University| Universidad Autonoma del Estado de Mexico,South Korea| Mexico,0
"Soriano-Romero, O.",Down-shifting and down-conversion emission properties of novel CdO–P2O5 invert glasses activated with Pr3+ and Pr3+/Yb3+ for photonic applications,"Romero-Romo, W.| Carmona-Téllez, S.| Lozada-Morales, R.| Soriano-Romero, O.| Caldiño, U.| Álvarez-Ramos, M.E.| Zayas, M.E.| Meza-Rocha, A.N.",8.0,57204136882| 23566502900| 6603702293| 57201460286| 56110056100| 57211382978| 55989770700| 37063511900,2021.0,2021-06-01,Optical Materials,116,-,-,111009,ISSN-09253467,12318.0,Journal,Elsevier B.V.,English,0.92,37,5.2,28,0.583,29,1.7,41.0,17.0,0.98,12.22,24.0,29.0,0.0,0.0,"Romero-Romo, W., Carmona-Téllez, S., Lozada-Morales, R. and 5 more (...) (2021).Down-shifting and down-conversion emission properties of novel CdO–P2O5 invert glasses activated with Pr3+ and Pr3+/Yb3+ for photonic applications. Optical Materials,116",https://www.scopus.com/record/display.url?eid=2-s2.0-85103928780&origin=resultslist,10.1016/j.optmat.2021.111009,Article,,2-s2.0-85103928780,-,Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| Universidad de Sonora,505001| 505017| 505021,Academic,3.0,60024830| 60028381| 60032897,Benemérita Universidad Autónoma de Puebla| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad de Sonora,57204136882,37063511900,37063511900,-,Mexico,1.0,1604| 1605| 1606| 1607| 1700| 2208| 2504| 3107,"Inorganic Chemistry| Organic Chemistry| Physical and Theoretical Chemistry| Spectroscopy| General Computer Science| Electrical and Electronic Engineering| Electronic, Optical and Magnetic Materials| Atomic and Molecular Physics, and Optics",4| 2,Natural Sciences| Engineering & Technology,221| 212| 249| 409| 439| 433,Engineering - Electrical & Electronic| Computer Science & Information Systems| Engineering - Petroleum| Chemistry| Physics & Astronomy| Materials Science,36| 37| 38,Engineering| Physical Sciences| Computer Science,51,Physical Sciences,5102| 5104,"Atomic, molecular and optical physics| Condensed matter physics",SDG 7,Luminescence Properties of Glass Materials,1092,32.309,Optical Properties and Energy Transfer in Glass Materials,386,98.212,Very Good,2021.0,17.0,N/A,"Romero-Romo, W.| Carmona-Téllez, S.| Lozada-Morales, R.| Soriano-Romero, O.| Caldiño, U.| Álvarez-Ramos, M.E.| Zayas, M.E.| Meza-Rocha, A.N.",Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| Universidad de Sonora,Mexico,0
