Autor,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
"Angulo-Olais, R.",Gel Point Determination of TEOS-Based Polymeric Materials with Application on Conservation of Cultural Heritage Buildings,"Angulo-Olais, R.| Illescas, J.F.| Aguilar-Pliego, J.| Vargas, C.A.| Haro-Pérez, C.",5.0,55831492700| 47861182100| 56013754600| 57208733493| 6506542960,2018.0,2018-01-01,Advances in Condensed Matter Physics,2018,-,-,5784352,ISSN-16878108,18300156712.0,Journal,Hindawi Limited,English,0.56,60,1.5,68,0.289,68,0.78,24.0,6.0,0.29,10.29,51.0,59.0,0.0,0.0,"Angulo-Olais, R., Illescas, J.F., Aguilar-Pliego, J. and 2 more (...) (2018).Gel Point Determination of TEOS-Based Polymeric Materials with Application on Conservation of Cultural Heritage Buildings. Advances in Condensed Matter Physics,2018",https://www.scopus.com/record/display.url?eid=2-s2.0-85050178454&origin=resultslist,10.1155/2018/5784352,Article,Gold|Green,2-s2.0-85050178454,-,Universidad Autónoma Metropolitana| Universidad Autónoma de Campeche,505017| 713806,Academic,2.0,60023193| 60013136,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma de Campeche,55831492700,6506542960,6506542960,-,Mexico,1.0,3104,Condensed Matter Physics,4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,51,Physical Sciences,5104,Condensed matter physics,SDG 11,Innovative Materials in Conservation and Analysis,997,41.138,Innovative Treatments for Stone Conservation and Protection,9473,93.277,Very Good,2018.0,6.0,N/A,"Angulo-Olais, R.| Illescas, J.F.| Aguilar-Pliego, J.| Vargas, C.A.| Haro-Pérez, C.",Universidad Autónoma Metropolitana| Universidad Autónoma de Campeche,Mexico,0
