Autor,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
"Melgoza, B.",Naproxen Sorption by Non-viable Rhizopus oryzae Biomass,"Melgoza, B.| León-Santiesteban, H.| López-Medina, R.| Tomasini, A.",4.0,57213606574| 25223306000| 35322846400| 6603901852,2020.0,2020-01-01,"Water, Air, and Soil Pollution",231,1,-,30,ISSN-00496979,24554.0,Journal,Springer,English,0.84,42,3.4,36,0.557,40,0.87,31.0,4.0,0.06,16.78,58.0,77.0,0.0,0.0,"Melgoza, B., León-Santiesteban, H., López-Medina, R. and 1 more (...) (2020).Naproxen Sorption by Non-viable Rhizopus oryzae Biomass. Water, Air, and Soil Pollution,231(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85077887198&origin=resultslist,10.1007/s11270-020-4396-2,Article,,2-s2.0-85077887198,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 60023193,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana - Azcapotzalco,57213606574,6603901852,6603901852,-,Mexico,1.0,2302| 2304| 2305| 2310| 2312,Ecological Modeling| Environmental Chemistry| Environmental Engineering| Pollution| Water Science and Technology,2| 4| 3,Engineering & Technology| Natural Sciences| Social Sciences & Management,249| 424,Engineering - Petroleum| Environmental Sciences,37,Physical Sciences,MD,Multidisciplinary,MD,Multidisciplinary,SDG 6| SDG 11,Environmental Impact of Pharmaceuticals and Contaminants,153,98.169,Adsorption Mechanisms for Pharmaceutical Removal from Water,30128,98.446,Defensible,2020.0,4.0,N/A,"Melgoza, B.| León-Santiesteban, H.| López-Medina, R.| Tomasini, A.",Universidad Autónoma Metropolitana,Mexico,0
