Autor,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
"Martinez, F.",A simple two-compartment model for analysis of feedback control of glucose regulation,"Martinez, F.| Rodriguez, E.| Vernon-Carter, E.J.| Alvarez-Ramirez, J.",4.0,57644677700| 35112460500| 7004260997| 55399527300,2022.0,2022-02-01,Biomedical Signal Processing and Control,72,-,-,103363,ISSN-17468094,4700152237.0,Journal,Elsevier Ltd,English,1.54,12,8.2,16,1.071,17,1.33,29.0,1.0,0.07,15.29,70.0,78.0,0.0,0.0,"Martinez, F., Rodriguez, E., Vernon-Carter, E.J. and 1 more (...) (2022).A simple two-compartment model for analysis of feedback control of glucose regulation. Biomedical Signal Processing and Control,72",https://www.scopus.com/record/display.url?eid=2-s2.0-85119067184&origin=resultslist,10.1016/j.bspc.2021.103363,Article,,2-s2.0-85119067184,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57644677700,55399527300,57644677700,-,Mexico,1.0,1711| 2718,Signal Processing| Health Informatics,2| 5,Engineering & Technology| Life Sciences & Medicine,212| 213| 532,Computer Science & Information Systems| Data Science| Medicine,34| 38,Medical and Health| Computer Science,30| 40,"Agricultural, Veterinary And Food Sciences| Engineering",4003| 3006,Biomedical engineering| Food sciences,SDG 3,Innovative Approaches in Diabetes Management and Monitoring,16,94.375,Artificial Pancreas Systems for Diabetes Management,2746,98.856,Very Good,2022.0,1.0,N/A,"Martinez, F.| Rodriguez, E.| Vernon-Carter, E.J.| Alvarez-Ramirez, J.",Universidad Autónoma Metropolitana,Mexico,0
