Autor,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
"Hernández-Saldaña, H.",Geopolitical Inhomogeneities in the Registered Voters’ Distribution and Their Influence in the Voters’ Participation Ratio Distribution: The Mexican Case,"Hernández-Saldaña, H.",1.0,6507590422,2021.0,2021-04-28,Frontiers in Applied Mathematics and Statistics,7,-,-,518371,ISSN-22974687,21100941066.0,Journal,Frontiers Media S.A.,English,0.82,43,2.1,43,0.325,66,0.86,12.0,0.0,0.0,7.36,82.0,79.0,0.0,0.0,"Hernández-Saldaña, H. (2021).Geopolitical Inhomogeneities in the Registered Voters’ Distribution and Their Influence in the Voters’ Participation Ratio Distribution: The Mexican Case. Frontiers in Applied Mathematics and Statistics,7",https://www.scopus.com/record/display.url?eid=2-s2.0-85105908454&origin=resultslist,10.3389/fams.2021.518371,Article,Gold|Green,2-s2.0-85105908454,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,-,-,6507590422,6507590422,Mexico,1.0,2604| 2613,Applied Mathematics| Statistics and Probability,4| 2,Natural Sciences| Engineering & Technology,431| 213| 344,Mathematics| Data Science| Statistics & Operational Research,37,Physical Sciences,49,Mathematical Sciences,4905| 4901,Statistics| Applied mathematics,-,Interconnected Dynamics of Social Networks and Data Privacy,30,96.207,Dynamics of Opinion Formation in Social Networks,3050,96.694,Very Good,2021.0,0.0,N/A,"Hernández-Saldaña, H.",Universidad Autónoma Metropolitana,Mexico,0
