Autor,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
"Gloria Martínez, B.",Capital Composition and Rate of Surplus Value: Empirical Evidence for Rethinking the Value Transfers in International Trade,"Gloria Martínez, B.| Baeza, A.V.",2.0,58678148900| 36818629100,2023.0,2023-01-01,World Review of Political Economy,14,3,357-385,-,ISSN-2042891X,21100894873.0,Journal,Pluto Journals,English,0.5,63,0.6,69,0.28,45,0.14,3.0,1.0,0.17,5.97,65.0,69.0,0.0,0.0,"Gloria Martínez, B., Baeza, A.V. (2023).Capital Composition and Rate of Surplus Value: Empirical Evidence for Rethinking the Value Transfers in International Trade. World Review of Political Economy,14(3) 357-385",https://www.scopus.com/record/display.url?eid=2-s2.0-85175568879&origin=resultslist,10.13169/worlrevipoliecon.14.3.0357,Article,Gold|Green,2-s2.0-85175568879,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60014923| 60032442,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,58678148900,36818629100,-,-,Mexico,1.0,2001| 3312| 3320,"Economics, Econometrics and Finance (miscellaneous)| Sociology and Political Science| Political Science and International Relations",3,Social Sciences & Management,342| 317| 340,Sociology| Economics & Econometrics| Politics & International Studies,35| 40,Business and Economics| Social Sciences,38| 35,"Economics| Commerce, Management, Tourism And Services",3801| 3899| 3502,"Applied economics| Other economics| Banking, finance and investment",-,Interplay of Economic Theories and Monetary Policy,1086,13.211,Profit Rates and Economic Crises in Capitalism,22968,59.977,Defensible,2023.0,1.0,N/A,"Gloria Martínez, B.| Baeza, A.V.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
