Autor,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
"Antonio Moreno-Razo, J.",Study of the positional and orientational contributions to the Helmholtz free energy of a finite hard-disk system. A molecular dynamics analysis of its hexatic transition,"Mier-y-Terán, L.| Munguía-Valadez, J.| Antonio Moreno-Razo, J.",3.0,6602404312| 57221763872| 56756849300,2024.0,2024-01-01,Molecular Physics,122,19-20,-,e2288702,ISSN-00268976,26990.0,Journal,Taylor and Francis Ltd.,English,0.59,57,3.6,50,0.322,65,0.43,5.0,2.0,0.32,6.29,45.0,56.0,0.0,0.0,"Mier-y-Terán, L., Munguía-Valadez, J., Antonio Moreno-Razo, J. (2024).Study of the positional and orientational contributions to the Helmholtz free energy of a finite hard-disk system. A molecular dynamics analysis of its hexatic transition. Molecular Physics,122(19-20) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85179955987&origin=resultslist,10.1080/00268976.2023.2288702,Article,,2-s2.0-85179955987,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,6602404312,56756849300,56756849300,-,Mexico,1.0,1304| 1312| 1606| 3104,Biophysics| Molecular Biology| Physical and Theoretical Chemistry| Condensed Matter Physics,2| 5| 4,Engineering & Technology| Life Sciences & Medicine| Natural Sciences,249| 507| 409| 439,Engineering - Petroleum| Biological Sciences| Chemistry| Physics & Astronomy,37| 32,Physical Sciences| Life Sciences,34,Chemical Sciences,3406| 3407,Physical chemistry| Theoretical and computational chemistry,-,Dynamics of Liquid Glass Transition and Lithography,544,21.844,Phase Transitions and Dynamics in Colloidal Systems,23602,65.209,Definitive,2024.0,2.0,N/A,"Mier-y-Terán, L.| Munguía-Valadez, J.| Antonio Moreno-Razo, J.",Universidad Autónoma Metropolitana,Mexico,0
