Autor,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
"Martinez-Flores, C.",Tsallis entropy: A comparative study for the 1s2-state of helium atom,"Nasser, I.| Martinez-Flores, C.| Zeama, M.| Vargas, R.| Garza, J.",5.0,6603778932| 55842469300| 55991525900| 55989742600| 57204698538,2021.0,2021-03-15,"Physics Letters, Section A: General, Atomic and Solid State Physics",392,-,-,127136,ISSN-03759601,29464.0,Journal,Elsevier B.V.,English,0.92,37,4.4,31,0.531,38,0.59,12.0,8.0,0.49,14.31,41.0,49.0,0.0,0.0,"Nasser, I., Martinez-Flores, C., Zeama, M. and 2 more (...) (2021).Tsallis entropy: A comparative study for the 1s2-state of helium atom. Physics Letters, Section A: General, Atomic and Solid State Physics,392",https://www.scopus.com/record/display.url?eid=2-s2.0-85099395469&origin=resultslist,10.1016/j.physleta.2020.127136,Article,,2-s2.0-85099395469,-,King Fahd University of Petroleum and Minerals| Universidad Autónoma Metropolitana| Egyptian Chinese University,409002| 505017| 723251,Academic,3.0,60262991| 60273018| 60028381| 60009506,Egyptian Chinese University| Faculty of Engineering and Technology| Universidad Autónoma Metropolitana -Unidad Iztapalapa| King Fahd University of Petroleum and Minerals,6603778932,57204698538,55991525900,-,Mexico| Egypt| Saudi Arabia,3.0,3100,General Physics and Astronomy,4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,49| 51,Mathematical Sciences| Physical Sciences,-,-,-,Quantum Information and Optical State Manipulation,9,93.394,Information Theory Applications in Quantum Systems,14686,83.419,Very Good,2021.0,8.0,N/A,"Nasser, I.| Martinez-Flores, C.| Zeama, M.| Vargas, R.| Garza, J.",King Fahd University of Petroleum and Minerals| Universidad Autónoma Metropolitana| Egyptian Chinese University,Mexico| Egypt| Saudi Arabia,0
