Autor,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
"Acosta-Zepeda, C.",Nanosecond laser-induced interference grating formation on silicon,"Peláez, R.J.| Rebollar, E.| Serna, R.| Acosta-Zepeda, C.| Saavedra, P.| Bonse, J.| Haro-Poniatowski, E.",7.0,57202160324| 15021220700| 7005307573| 28767578400| 16230999900| 55903107500| 56013632700,2019.0,2019-03-21,Journal of Physics D: Applied Physics,52,22,-,225302,ISSN-00223727,28570.0,Journal,Institute of Physics Publishing,English,1.16,23,5.3,16,0.899,15,1.27,37.0,16.0,0.75,10.62,30.0,37.0,0.0,0.0,"Peláez, R.J., Rebollar, E., Serna, R. and 4 more (...) (2019).Nanosecond laser-induced interference grating formation on silicon. Journal of Physics D: Applied Physics,52(22) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85064698660&origin=resultslist,10.1088/1361-6463/ab0c5f,Article,,2-s2.0-85064698660,-,CSIC| Universidad Autónoma Metropolitana| Federal Institute for Materials Research and Testing Berlin| CSIC - Institute for the Structure of Matter| CSIC - Institute of Optics Daza de Valdés| CSIC - Institute of Physical Chemistry Rocasolano,312004| 505017| 309127| 715420| 715421| 715443,Government| Academic,6.0,60006754| 60010396| 60000580| 60007643| 60028381| 60072294,Consejo Superior de Investigaciones Científicas| CSIC - Instituto de Óptica Daza de Valdés (IO)| CSIC - Instituto de Estructura de la Materia (IEM)| CSIC - Instituto de Quimica Fisica Rocasolano (IQFR)| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Bundesanstalt für Materialforschung und -Prüfung,57202160324,56013632700,57202160324,-,Mexico| Spain| Germany,3.0,2504| 2508| 3102| 3104,"Electronic, Optical and Magnetic Materials| Surfaces, Coatings and Films| Acoustics and Ultrasonics| Condensed Matter Physics",4,Natural Sciences,439| 433,Physics & Astronomy| Materials Science,36| 37,Engineering| Physical Sciences,51| 40,Physical Sciences| Engineering,-,-,-,Laser Pulse Applications in Material Fabrication,673,53.499,Femtosecond Laser Applications in Surface Structuring,1244,97.58,Very Good,2019.0,16.0,N/A,"Peláez, R.J.| Rebollar, E.| Serna, R.| Acosta-Zepeda, C.| Saavedra, P.| Bonse, J.| Haro-Poniatowski, E.",CSIC| Universidad Autónoma Metropolitana| Federal Institute for Materials Research and Testing Berlin| CSIC - Institute for the Structure of Matter| CSIC - Institute of Optics Daza de Valdés| CSIC - Institute of Physical Chemistry Rocasolano,Mexico| Spain| Germany,0
"Acosta-Zepeda, C.",Modeling of silicon surface topographies induced by single nanosecond laser pulse induced melt-flows,"Acosta-Zepeda, C.| Saavedra, P.| Bonse, J.| Haro-Poniatowski, E.",4.0,28767578400| 16230999900| 55903107500| 56013632700,2019.0,2019-05-07,Journal of Applied Physics,125,17,-,175101,ISSN-00218979,28132.0,Journal,American Institute of Physics Inc.,English,1,31,4.2,23,0.728,29,0.98,22.0,14.0,0.51,13.61,33.0,47.0,0.0,0.0,"Acosta-Zepeda, C., Saavedra, P., Bonse, J. and 1 more (...) (2019).Modeling of silicon surface topographies induced by single nanosecond laser pulse induced melt-flows. Journal of Applied Physics,125(17) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85065178969&origin=resultslist,10.1063/1.5053918,Article,,2-s2.0-85065178969,-,Universidad Autónoma Metropolitana| Federal Institute for Materials Research and Testing Berlin,505017| 309127,Academic| Government,2.0,60028381| 60072294,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Bundesanstalt für Materialforschung und -Prüfung,28767578400,56013632700,28767578400,-,Mexico| Germany,2.0,3100,General Physics and Astronomy,4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,51| 40| 49,Physical Sciences| Engineering| Mathematical Sciences,-,-,-,Laser Pulse Applications in Material Fabrication,673,53.499,Femtosecond Laser Applications in Surface Structuring,1244,97.58,Very Good,2019.0,14.0,N/A,"Acosta-Zepeda, C.| Saavedra, P.| Bonse, J.| Haro-Poniatowski, E.",Universidad Autónoma Metropolitana| Federal Institute for Materials Research and Testing Berlin,Mexico| Germany,0
"Acosta-Zepeda, C.",Modelling of single UV nanosecond pulsed laser surface modifications of silicon,"Acosta-Zepeda, C.| Saavedra, P.| Bonse, J.| Haro-Poniatowski, E.",4.0,28767578400| 16230999900| 55903107500| 56013632700,2020.0,2020-08-01,Laser Physics,30,8,-,086003,ISSN-1054660X,12225.0,Journal,IOP Publishing Ltd,English,0.62,56,2.4,44,0.377,41,0.51,14.0,1.0,0.0,12.23,74.0,78.0,0.0,0.0,"Acosta-Zepeda, C., Saavedra, P., Bonse, J. and 1 more (...) (2020).Modelling of single UV nanosecond pulsed laser surface modifications of silicon. Laser Physics,30(8) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85091399500&origin=resultslist,10.1088/1555-6611/ab9b2c,Article,,2-s2.0-85091399500,-,Universidad Autónoma Metropolitana| Federal Institute for Materials Research and Testing Berlin,505017| 309127,Government| Academic,2.0,60028381| 60072294,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Bundesanstalt für Materialforschung und -Prüfung,28767578400,56013632700,28767578400,-,Mexico| Germany,2.0,2209| 3104| 3105| 3107,"Industrial and Manufacturing Engineering| Condensed Matter Physics| Instrumentation| Atomic and Molecular Physics, and Optics",2| 4,Engineering & Technology| Natural Sciences,439| 222,Physics & Astronomy| Engineering - Mechanical,37| 36,Physical Sciences| Engineering,51,Physical Sciences,5108| 5102,"Quantum physics| Atomic, molecular and optical physics",-,Laser Pulse Applications in Material Fabrication,673,53.499,Femtosecond Laser Applications in Surface Structuring,1244,97.58,Definitive,2020.0,1.0,N/A,"Acosta-Zepeda, C.| Saavedra, P.| Bonse, J.| Haro-Poniatowski, E.",Universidad Autónoma Metropolitana| Federal Institute for Materials Research and Testing Berlin,Mexico| Germany,0
