Autor,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
"Aldana-González, J.",Ni–Co alloy electrodeposition from the cathode powder of Ni-MH spent batteries leached with a deep eutectic solvent (reline),"Landa-Castro, M.| Aldana-González, J.| Montes de Oca-Yemha, M.G.| Romero-Romo, M.| Arce-Estrada, E.M.| Palomar-Pardavé, M.",6.0,57215664864| 55842149700| 24399524500| 6602576873| 8413430200| 6603788018,2020.0,2020-07-25,Journal of Alloys and Compounds,830,-,-,154650,ISSN-09258388,12325.0,Journal,Elsevier Ltd,English,1.38,16,8.9,6,1.112,8,3.75,103.0,76.0,2.78,12.24,5.0,8.0,0.0,0.0,"Landa-Castro, M., Aldana-González, J., Montes de Oca-Yemha, M.G. and 3 more (...) (2020).Ni–Co alloy electrodeposition from the cathode powder of Ni-MH spent batteries leached with a deep eutectic solvent (reline). Journal of Alloys and Compounds,830",https://www.scopus.com/record/display.url?eid=2-s2.0-85081622792&origin=resultslist,10.1016/j.jallcom.2020.154650,Article,,2-s2.0-85081622792,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60023193| 60019176| 60006489,Universidad Autónoma Metropolitana - Azcapotzalco| Instituto Politécnico Nacional| Escuela Superior de Ingenieria Quimica e Industrias Extractivas,57215664864,6603788018,6603788018,-,Mexico,1.0,2210| 2211| 2505| 2506,Mechanical Engineering| Mechanics of Materials| Materials Chemistry| Metals and Alloys,4| 2,Natural Sciences| Engineering & Technology,222| 433,Engineering - Mechanical| Materials Science,36,Engineering,51| 40,Physical Sciences| Engineering,4016| 5104,Materials engineering| Condensed matter physics,SDG 12,Ion Exchange and Lithium Recovery,486,91.563,Recycling and Recovery of Battery Materials,32092,79.631,Very Good,2020.0,76.0,N/A,"Landa-Castro, M.| Aldana-González, J.| Montes de Oca-Yemha, M.G.| Romero-Romo, M.| Arce-Estrada, E.M.| Palomar-Pardavé, M.",Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,Mexico,0
"Aldana-González, J.",INFLUENCE OF TEMPERATURE ON THE THERMODYNAMICS AND KINETICS OF COBALT ELECTROCHEMICAL NUCLEATION AND GROWTH,"Palomar-Pardavé, M.| Aldana-González, J.| Botello, L.E.| Arce-Estrada, E.M.| Ramírez-Silva, M.T.| Mostany, J.| Romero-Romo, M.",7.0,6603788018| 55842149700| 57193007448| 8413430200| 6603801645| 57201663285| 6602576873,2017.0,2017-07-01,Electrochimica Acta,241,-,162-169,-,ISSN-00134686,25181.0,Journal,Elsevier Ltd,English,1.13,23,8.6,5,1.439,8,2.11,89.0,66.0,1.9,11.59,7.0,14.0,0.0,0.0,"Palomar-Pardavé, M., Aldana-González, J., Botello, L.E. and 4 more (...) (2017).INFLUENCE OF TEMPERATURE ON THE THERMODYNAMICS AND KINETICS OF COBALT ELECTROCHEMICAL NUCLEATION AND GROWTH. Electrochimica Acta,241162-169",https://www.scopus.com/record/display.url?eid=2-s2.0-85018962317&origin=resultslist,10.1016/j.electacta.2017.04.126,Article,,2-s2.0-85018962317,-,Universidad Simón Bolívar| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,607005| 505017| 505011,Academic,3.0,60023193| 60019176| 60006489| 60028381| 60026438,Universidad Autónoma Metropolitana - Azcapotzalco| Instituto Politécnico Nacional| Escuela Superior de Ingenieria Quimica e Industrias Extractivas| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Simón Bolívar,6603788018,6602576873,6603788018,-,Mexico| Venezuela,2.0,1500| 1603,General Chemical Engineering| Electrochemistry,4| 2,Natural Sciences| Engineering & Technology,219| 409,Engineering - Chemical| Chemistry,36| 37,Engineering| Physical Sciences,40| 34| 51,Engineering| Chemical Sciences| Physical Sciences,-,-,-,Electrodeposition Techniques for Enhanced Coating Properties,1019,29.627,Electrodeposition Mechanisms in Nanostructured Materials,15817,78.905,Definitive,2017.0,66.0,N/A,"Palomar-Pardavé, M.| Aldana-González, J.| Botello, L.E.| Arce-Estrada, E.M.| Ramírez-Silva, M.T.| Mostany, J.| Romero-Romo, M.",Universidad Simón Bolívar| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,Mexico| Venezuela,0
"Aldana-González, J.",On the electrochemical formation of nickel nanoparticles onto glassy carbon from a deep eutectic solvent,"Aldana-González, J.| Romero-Romo, M.| Robles-Peralta, J.| Morales-Gil, P.| Palacios-González, E.| Ramírez-Silva, M.T.| Mostany, J.| Palomar-Pardavé, M.",8.0,55842149700| 6602576873| 57202002225| 56117026900| 55506080000| 6603801645| 57201663285| 6603788018,2018.0,2018-06-20,Electrochimica Acta,276,-,417-423,-,ISSN-00134686,25181.0,Journal,Elsevier Ltd,English,1.12,24,9.1,5,1.365,8,3.06,110.0,65.0,2.25,12.46,7.0,11.0,0.0,0.0,"Aldana-González, J., Romero-Romo, M., Robles-Peralta, J. and 5 more (...) (2018).On the electrochemical formation of nickel nanoparticles onto glassy carbon from a deep eutectic solvent. Electrochimica Acta,276417-423",https://www.scopus.com/record/display.url?eid=2-s2.0-85046736620&origin=resultslist,10.1016/j.electacta.2018.04.192,Article,,2-s2.0-85046736620,-,Universidad Simón Bolívar| Universidad Autónoma Metropolitana| Instituto Mexicano del Petroleo,607005| 505017| 505005,Academic| Government,3.0,60023193| 60019271| 60028381| 60026438,Universidad Autónoma Metropolitana - Azcapotzalco| Instituto Mexicano Del Petroleo| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Simón Bolívar,55842149700,6603788018,6603788018,-,Mexico| Venezuela,2.0,1500| 1603,General Chemical Engineering| Electrochemistry,2| 4,Engineering & Technology| Natural Sciences,219| 409,Engineering - Chemical| Chemistry,36| 37,Engineering| Physical Sciences,40| 34| 51,Engineering| Chemical Sciences| Physical Sciences,-,-,-,Electrodeposition Techniques for Enhanced Coating Properties,1019,29.627,Electrodeposition Techniques Using Deep Eutectic Solvents,37849,89.238,Very Good,2018.0,65.0,N/A,"Aldana-González, J.| Romero-Romo, M.| Robles-Peralta, J.| Morales-Gil, P.| Palacios-González, E.| Ramírez-Silva, M.T.| Mostany, J.| Palomar-Pardavé, M.",Universidad Simón Bolívar| Universidad Autónoma Metropolitana| Instituto Mexicano del Petroleo,Mexico| Venezuela,0
"Aldana-González, J.",Mechanism and kinetics of chromium electrochemical nucleation and growth from a choline chloride/ethylene glycol deep eutectic solvent,"Mejía-Caballero, I.| Aldana-González, J.| Le Manh, T.| Romero-Romo, M.| Arce-Estrada, E.M.| Campos-Silva, I.| Ramírez-Silva, M.T.| Palomar-Pardave, M.",8.0,56182243500| 55842149700| 57205572924| 6602576873| 8413430200| 56682127800| 6603801645| 6603788018,2018.0,2018-01-01,Journal of the Electrochemical Society,165,9,D393-D401,-,ISSN-00134651,25169.0,Journal,Electrochemical Society Inc.,English,0.93,34,6.2,11,1.138,10,1.74,60.0,60.0,1.64,12.84,8.0,17.0,0.0,0.0,"Mejía-Caballero, I., Aldana-González, J., Le Manh, T. and 5 more (...) (2018).Mechanism and kinetics of chromium electrochemical nucleation and growth from a choline chloride/ethylene glycol deep eutectic solvent. Journal of the Electrochemical Society,165(9) D393-D401",https://www.scopus.com/record/display.url?eid=2-s2.0-85049256519&origin=resultslist,10.1149/2.0851809jes,Article,,2-s2.0-85049256519,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60023193| 60006489| 60019176| 60028381,Universidad Autónoma Metropolitana - Azcapotzalco| Escuela Superior de Ingenieria Quimica e Industrias Extractivas| Instituto Politécnico Nacional| Universidad Autónoma Metropolitana -Unidad Iztapalapa,56182243500,6603788018,-,-,Mexico,1.0,1603| 2105| 2504| 2505| 2508| 3104,"Electrochemistry| Renewable Energy, Sustainability and the Environment| Electronic, Optical and Magnetic Materials| Materials Chemistry| Surfaces, Coatings and Films| Condensed Matter Physics",4| 2,Natural Sciences| Engineering & Technology,221| 433| 439| 409,Engineering - Electrical & Electronic| Materials Science| Physics & Astronomy| Chemistry,36| 37,Engineering| Physical Sciences,34| 40,Chemical Sciences| Engineering,4016| 3406,Materials engineering| Physical chemistry,-,Electrodeposition Techniques for Enhanced Coating Properties,1019,29.627,Electrodeposition Techniques Using Deep Eutectic Solvents,37849,89.238,Very Good,2018.0,60.0,N/A,"Mejía-Caballero, I.| Aldana-González, J.| Le Manh, T.| Romero-Romo, M.| Arce-Estrada, E.M.| Campos-Silva, I.| Ramírez-Silva, M.T.| Palomar-Pardave, M.",Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,Mexico,0
"Aldana-González, J.",Electrochemical synthesis of cobalt with different crystal structures from a deep eutectic solvent,"Manh, T.L.| Arce-Estrada, E.M.| Mejía-Caballero, I.| Aldana-González, J.| Romero-Romo, M.| Palomar-Pardavé, M.",6.0,57205572924| 8413430200| 56182243500| 55842149700| 6602576873| 6603788018,2018.0,2018-01-01,Journal of the Electrochemical Society,165,7,D285-D290,-,ISSN-00134651,25169.0,Journal,Electrochemical Society Inc.,English,0.93,34,6.2,11,1.138,10,1.75,59.0,37.0,0.96,13.52,15.0,30.0,0.0,0.0,"Manh, T.L., Arce-Estrada, E.M., Mejía-Caballero, I. and 3 more (...) (2018).Electrochemical synthesis of cobalt with different crystal structures from a deep eutectic solvent. Journal of the Electrochemical Society,165(7) D285-D290",https://www.scopus.com/record/display.url?eid=2-s2.0-85057177167&origin=resultslist,10.1149/2.0941807jes,Article,,2-s2.0-85057177167,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60023193| 60019176| 60006489,Universidad Autónoma Metropolitana - Azcapotzalco| Instituto Politécnico Nacional| Escuela Superior de Ingenieria Quimica e Industrias Extractivas,57205572924,6603788018,-,-,Mexico,1.0,1603| 2105| 2504| 2505| 2508,"Electrochemistry| Renewable Energy, Sustainability and the Environment| Electronic, Optical and Magnetic Materials| Materials Chemistry| Surfaces, Coatings and Films",4| 2,Natural Sciences| Engineering & Technology,409| 221| 433,Chemistry| Engineering - Electrical & Electronic| Materials Science,36| 37,Engineering| Physical Sciences,40| 34,Engineering| Chemical Sciences,4016| 3406,Materials engineering| Physical chemistry,-,Electrodeposition Techniques for Enhanced Coating Properties,1019,29.627,Electrodeposition Techniques Using Deep Eutectic Solvents,37849,89.238,Very Good,2018.0,37.0,N/A,"Manh, T.L.| Arce-Estrada, E.M.| Mejía-Caballero, I.| Aldana-González, J.| Romero-Romo, M.| Palomar-Pardavé, M.",Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,Mexico,0
"Aldana-González, J.",Iron electrodeposition from Fe(II) ions dissolved in a choline chloride: Urea eutectic mixture,"Le Manh, T.| Arce-Estrada, E.M.| Mejía-Caballero, I.| Rodríguez-Clemente, E.| Sánchez, W.| Aldana-González, J.| Lartundo-Rojas, L.| Romero-Romo, M.| Palomar-Pardavé, M.",9.0,57205572924| 8413430200| 56182243500| 54881302600| 57209197984| 55842149700| 57455354200| 6602576873| 6603788018,2018.0,2018-01-01,Journal of the Electrochemical Society,165,16,D808-D812,-,ISSN-00134651,25169.0,Journal,Electrochemical Society Inc.,English,0.93,34,6.2,11,1.138,10,1.34,62.0,37.0,0.78,12.84,15.0,35.0,0.0,0.0,"Le Manh, T., Arce-Estrada, E.M., Mejía-Caballero, I. and 6 more (...) (2018).Iron electrodeposition from Fe(II) ions dissolved in a choline chloride: Urea eutectic mixture. Journal of the Electrochemical Society,165(16) D808-D812",https://www.scopus.com/record/display.url?eid=2-s2.0-85066794017&origin=resultslist,10.1149/2.0561816jes,Article,,2-s2.0-85066794017,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60023193| 60006489| 60019176,Universidad Autónoma Metropolitana - Azcapotzalco| Escuela Superior de Ingenieria Quimica e Industrias Extractivas| Instituto Politécnico Nacional,57205572924,6603788018,-,-,Mexico,1.0,1603| 2105| 2504| 2505| 2508| 3104,"Electrochemistry| Renewable Energy, Sustainability and the Environment| Electronic, Optical and Magnetic Materials| Materials Chemistry| Surfaces, Coatings and Films| Condensed Matter Physics",2| 4,Engineering & Technology| Natural Sciences,221| 409| 439| 433,Engineering - Electrical & Electronic| Chemistry| Physics & Astronomy| Materials Science,36| 37,Engineering| Physical Sciences,34| 40,Chemical Sciences| Engineering,4016| 3406,Materials engineering| Physical chemistry,-,Electrodeposition Techniques for Enhanced Coating Properties,1019,29.627,Electrodeposition Techniques Using Deep Eutectic Solvents,37849,89.238,Very Good,2018.0,37.0,N/A,"Le Manh, T.| Arce-Estrada, E.M.| Mejía-Caballero, I.| Rodríguez-Clemente, E.| Sánchez, W.| Aldana-González, J.| Lartundo-Rojas, L.| Romero-Romo, M.| Palomar-Pardavé, M.",Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,Mexico,0
"Aldana-González, J.",On wetting angles and nucleation energies during the electrochemical nucleation of cobalt onto glassy carbon from a deep eutectic solvent,"Manh, T.L.| Arce-Estrada, E.M.| Romero-Romo, M.| Mejía-Caballero, I.| Aldana-González, J.| Palomar-Pardavé, M.",6.0,57205572924| 8413430200| 6602576873| 56182243500| 55842149700| 6603788018,2017.0,2017-01-01,Journal of the Electrochemical Society,164,12,D694-D699,-,ISSN-00134651,25169.0,Journal,Electrochemical Society Inc.,English,1.04,27,5.3,11,1.267,9,0.78,31.0,37.0,1.02,11.76,15.0,28.0,0.0,0.0,"Manh, T.L., Arce-Estrada, E.M., Romero-Romo, M. and 3 more (...) (2017).On wetting angles and nucleation energies during the electrochemical nucleation of cobalt onto glassy carbon from a deep eutectic solvent. Journal of the Electrochemical Society,164(12) D694-D699",https://www.scopus.com/record/display.url?eid=2-s2.0-85033394446&origin=resultslist,10.1149/2.1061712jes,Article,,2-s2.0-85033394446,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60023193| 60006489| 60019176,Universidad Autónoma Metropolitana - Azcapotzalco| Escuela Superior de Ingenieria Quimica e Industrias Extractivas| Instituto Politécnico Nacional,57205572924,6603788018,-,-,Mexico,1.0,1603| 2105| 2504| 2505| 2508| 3104,"Electrochemistry| Renewable Energy, Sustainability and the Environment| Electronic, Optical and Magnetic Materials| Materials Chemistry| Surfaces, Coatings and Films| Condensed Matter Physics",2| 4,Engineering & Technology| Natural Sciences,221| 439| 409| 433,Engineering - Electrical & Electronic| Physics & Astronomy| Chemistry| Materials Science,36| 37,Engineering| Physical Sciences,40| 34,Engineering| Chemical Sciences,3406| 4016,Physical chemistry| Materials engineering,-,Electrodeposition Techniques for Enhanced Coating Properties,1019,29.627,Electrodeposition Techniques Using Deep Eutectic Solvents,37849,89.238,Very Good,2017.0,37.0,N/A,"Manh, T.L.| Arce-Estrada, E.M.| Romero-Romo, M.| Mejía-Caballero, I.| Aldana-González, J.| Palomar-Pardavé, M.",Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,Mexico,0
"Aldana-González, J.",Electrochemical evaluation of cephalothin as corrosion inhibitor for API 5L X52 steel immersed in an acid medium,"Aldana-González, J.| Espinoza-Vázquez, A.| Romero-Romo, M.| Uruchurtu-Chavarin, J.| Palomar-Pardavé, M.",5.0,55842149700| 55662752400| 6602576873| 6602981882| 6603788018,2019.0,2019-12-01,Arabian Journal of Chemistry,12,8,3244-3253,-,ISSN-18785352,19400158709.0,Journal,Elsevier B.V.,English,2.34,4,8.2,8,0.779,20,0.98,61.0,35.0,1.15,14.81,14.0,25.0,0.0,0.0,"Aldana-González, J., Espinoza-Vázquez, A., Romero-Romo, M. and 2 more (...) (2019).Electrochemical evaluation of cephalothin as corrosion inhibitor for API 5L X52 steel immersed in an acid medium. Arabian Journal of Chemistry,12(8) 3244-3253",https://www.scopus.com/record/display.url?eid=2-s2.0-84941585485&origin=resultslist,10.1016/j.arabjc.2015.08.033,Article,Gold|Green,2-s2.0-84941585485,-,Universidad Autonoma del Estado de Morelos| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505016| 505017| 505023,Academic,3.0,60023193| 60025626| 60032442,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma del Estado de Morelos| Universidad Nacional Autónoma de México,55842149700,6603788018,6603788018,-,Mexico,1.0,1500| 1600,General Chemical Engineering| General Chemistry,2| 4,Engineering & Technology| Natural Sciences,409| 219,Chemistry| Engineering - Chemical,37| 36,Physical Sciences| Engineering,34,Chemical Sciences,-,-,-,Corrosion Inhibition Mechanisms in Metal Alloys,933,76.455,Corrosion Inhibitors for Steel Protection and Efficiency,2,99.891,Definitive,2019.0,35.0,N/A,"Aldana-González, J.| Espinoza-Vázquez, A.| Romero-Romo, M.| Uruchurtu-Chavarin, J.| Palomar-Pardavé, M.",Universidad Autonoma del Estado de Morelos| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
"Aldana-González, J.",Electrochemical study and physicochemical characterization of iron nanoparticles electrodeposited onto HOPG from Fe(III) ions dissolved in the choline chloride-urea deep eutectic solvent,"Palomar-Pardavé, M.| Mostany, J.| Muñoz-Rizo, R.| Botello, L.E.| Aldana-González, J.| Arce-Estrada, E.M.| de Oca-Yemha, M.G.M.| Ramírez-Silva, M.T.| Romo, M.R.",9.0,6603788018| 57201663285| 57211003414| 57193007448| 55842149700| 8413430200| 55368334500| 6603801645| 24400015200,2019.0,2019-10-10,Journal of Electroanalytical Chemistry,851,-,-,113453,ISSN-15726657,9500154039.0,Journal,Elsevier B.V.,English,0.88,38,5.4,17,0.758,21,2.12,75.0,32.0,1.02,14.68,16.0,28.0,0.0,0.0,"Palomar-Pardavé, M., Mostany, J., Muñoz-Rizo, R. and 6 more (...) (2019).Electrochemical study and physicochemical characterization of iron nanoparticles electrodeposited onto HOPG from Fe(III) ions dissolved in the choline chloride-urea deep eutectic solvent. Journal of Electroanalytical Chemistry,851",https://www.scopus.com/record/display.url?eid=2-s2.0-85072165430&origin=resultslist,10.1016/j.jelechem.2019.113453,Article,,2-s2.0-85072165430,-,Universidad Simón Bolívar| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,607005| 505017| 505011,Academic,3.0,60023193| 60026438| 60006489| 60019176| 60028381,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Simón Bolívar| Escuela Superior de Ingenieria Quimica e Industrias Extractivas| Instituto Politécnico Nacional| Universidad Autónoma Metropolitana -Unidad Iztapalapa,6603788018,24400015200,6603788018,-,Mexico| Venezuela,2.0,1500| 1602| 1603,General Chemical Engineering| Analytical Chemistry| Electrochemistry,2| 4,Engineering & Technology| Natural Sciences,409| 219,Chemistry| Engineering - Chemical,37| 36,Physical Sciences| Engineering,34,Chemical Sciences,3401| 3406,Analytical chemistry| Physical chemistry,-,Electrodeposition Techniques for Enhanced Coating Properties,1019,29.627,Electrodeposition Techniques Using Deep Eutectic Solvents,37849,89.238,Very Good,2019.0,32.0,N/A,"Palomar-Pardavé, M.| Mostany, J.| Muñoz-Rizo, R.| Botello, L.E.| Aldana-González, J.| Arce-Estrada, E.M.| de Oca-Yemha, M.G.M.| Ramírez-Silva, M.T.| Romo, M.R.",Universidad Simón Bolívar| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,Mexico| Venezuela,0
"Aldana-González, J.",A deep eutectic solvent as leaching agent and electrolytic bath for silver recovery from spent silver oxide batteries,"Sánchez-Ortiz, W.| Aldana-González, J.| Manh, T.L.| Romero-Romo, M.| Mejía-Caballero, I.| Ramírez-Silva, M.T.| Arce-Estrada, E.M.| Mugica-Álvarez, V.| Palomar-Pardavé, M.",9.0,56492999600| 55842149700| 59454693800| 6602576873| 56182243500| 6603801645| 8413430200| 57204835583| 6603788018,2021.0,2021-01-01,Journal of the Electrochemical Society,168,1,-,016508,ISSN-00134651,25169.0,Journal,IOP Publishing Ltd,English,0.94,35,7,16,1.066,12,2.16,58.0,30.0,1.38,14.51,13.0,20.0,0.0,0.0,"Sánchez-Ortiz, W., Aldana-González, J., Manh, T.L. and 6 more (...) (2021).A deep eutectic solvent as leaching agent and electrolytic bath for silver recovery from spent silver oxide batteries. Journal of the Electrochemical Society,168(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85099884937&origin=resultslist,10.1149/1945-7111/abdb01,Article,Hybrid gold,2-s2.0-85099884937,-,Phenikaa University| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,716231| 505017| 505011,Academic,3.0,60023193| 60006489| 60019176| 60112782| 60028381,Universidad Autónoma Metropolitana - Azcapotzalco| Escuela Superior de Ingenieria Quimica e Industrias Extractivas| Instituto Politécnico Nacional| Phenikaa University| Universidad Autónoma Metropolitana -Unidad Iztapalapa,56492999600,6603788018,6603788018,-,Mexico| Viet Nam,2.0,1603| 2105| 2504| 2505| 2508| 3104,"Electrochemistry| Renewable Energy, Sustainability and the Environment| Electronic, Optical and Magnetic Materials| Materials Chemistry| Surfaces, Coatings and Films| Condensed Matter Physics",4| 2,Natural Sciences| Engineering & Technology,439| 433| 221| 409,Physics & Astronomy| Materials Science| Engineering - Electrical & Electronic| Chemistry,37| 36,Physical Sciences| Engineering,34| 40,Chemical Sciences| Engineering,4016| 3406,Materials engineering| Physical chemistry,-,Electrodeposition Techniques for Enhanced Coating Properties,1019,29.627,Electrodeposition Techniques Using Deep Eutectic Solvents,37849,89.238,Defensible,2021.0,30.0,N/A,"Sánchez-Ortiz, W.| Aldana-González, J.| Manh, T.L.| Romero-Romo, M.| Mejía-Caballero, I.| Ramírez-Silva, M.T.| Arce-Estrada, E.M.| Mugica-Álvarez, V.| Palomar-Pardavé, M.",Phenikaa University| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,Mexico| Viet Nam,0
