Autor,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
"Robles, S.",Photodegradation of phenol using reconstructed Ce doped Zn/Al layered double hydroxides as photocatalysts,"Suárez-Quezada, M.| Romero-Ortiz, G.| Suárez, V.| Morales-Mendoza, G.| Lartundo-Rojas, L.| Navarro-Cerón, E.| Tzompantzi, F.| Robles, S.| Gómez, R.| Mantilla, A.",10.0,57090855900| 57195457935| 20436960400| 36994821200| 57455354200| 57090761900| 55993626500| 57195460248| 55568514480| 6603026129,2016.0,2016-08-01,Catalysis Today,271,-,213-219,-,ISSN-09205861,16377.0,Journal,Elsevier B.V.,English,1.37,14,7.8,8,1.322,12,2.02,104.0,63.0,1.3,16.16,8.0,22.0,0.0,0.0,"Suárez-Quezada, M., Romero-Ortiz, G., Suárez, V. and 7 more (...) (2016).Photodegradation of phenol using reconstructed Ce doped Zn/Al layered double hydroxides as photocatalysts. Catalysis Today,271213-219",https://www.scopus.com/record/display.url?eid=2-s2.0-85027920083&origin=resultslist,10.1016/j.cattod.2016.01.009,Article,,2-s2.0-85027920083,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60019176| 60028381,Instituto Politécnico Nacional| Universidad Autónoma Metropolitana -Unidad Iztapalapa,57090855900,6603026129,6603026129,-,Mexico,1.0,1503| 1600,Catalysis| General Chemistry,4| 2,Natural Sciences| Engineering & Technology,409| 219| 249,Chemistry| Engineering - Chemical| Engineering - Petroleum,36| 37,Engineering| Physical Sciences,34| 40,Chemical Sciences| Engineering,-,-,-,Photocatalytic Innovations in Carbon Dioxide Reduction,240,99.804,Photocatalytic Innovations in Layered Double Hydroxides,39180,94.103,Very Good,2016.0,63.0,N/A,"Suárez-Quezada, M.| Romero-Ortiz, G.| Suárez, V.| Morales-Mendoza, G.| Lartundo-Rojas, L.| Navarro-Cerón, E.| Tzompantzi, F.| Robles, S.| Gómez, R.| Mantilla, A.",Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,Mexico,0
"Robles, S.",Lagrangian volume deformations around simulated galaxies,"Robles, S.| Domínguez-Tenreiro, R.| Oñorbe, J.| Martínez-Serrano, F.J.",4.0,56310950300| 7003444089| 11239852400| 24462400100,2015.0,2015-05-01,Monthly Notices of the Royal Astronomical Society,451,1,486-507,-,ISSN-00358711,28218.0,Journal,Oxford University Press,English,1.19,20,9.2,14,2.701,19,0.78,15.0,4.0,0.14,14.1,58.0,65.0,0.0,0.0,"Robles, S., Domínguez-Tenreiro, R., Oñorbe, J. and 1 more (...) (2015).Lagrangian volume deformations around simulated galaxies. Monthly Notices of the Royal Astronomical Society,451(1) 486-507",https://www.scopus.com/record/display.url?eid=2-s2.0-84938273622&origin=resultslist,10.1093/mnras/stv820,Article,Bronze|Green,2-s2.0-84938273622,-,Max Planck Institute for Astronomy| Universidad Autónoma Metropolitana| Miguel Hernández University| Universidad Autónoma de Madrid,700892| 505017| 312037| 312010,Government| Academic,4.0,60026796| 60014923| 60007268| 60029767| 125247080,Universidad Autónoma de Madrid| Universidad Autónoma Metropolitana| Max Planck Institute for Astronomy| Universidad Miguel Hernández de Elche| Next Limit Dynamics SL,56310950300,24462400100,56310950300,-,Spain| Germany,2.0,1912| 3103,Space and Planetary Science| Astronomy and Astrophysics,4,Natural Sciences,450| 451| 416| 439,Geology| Geophysics| Earth & Marine Sciences| Physics & Astronomy,37,Physical Sciences,51,Physical Sciences,5107| 5109| 5101,Particle and high energy physics| Space sciences| Astronomical sciences,-,Star Formation and Galaxy Evolution in High-Redshift Universe,53,86.527,Cosmic Structures and Dark Matter Dynamics,13711,84.235,Very Good,2015.0,4.0,N/A,"Robles, S.| Domínguez-Tenreiro, R.| Oñorbe, J.| Martínez-Serrano, F.J.",Max Planck Institute for Astronomy| Universidad Autónoma Metropolitana| Miguel Hernández University| Universidad Autónoma de Madrid,Spain| Germany,0
