Autor,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
"Gama-Contreras, C.",Towards estimating higher-mode effects on the seismic response of tall-buildings,"Tapia-Hernández, E.| Terán-Gilmore, A.| Gama-Contreras, C.",3.0,56626069100| 6603197571| 58981050000,2024.0,2024-06-01,Bulletin of Earthquake Engineering,22,8,3905-3925,-,ISSN-1570761X,145209.0,Journal,Springer Science and Business Media B.V.,English,1.73,9,9,4,1.242,11,1.57,22.0,3.0,0.44,6.8,38.0,50.0,0.0,0.0,"Tapia-Hernández, E., Terán-Gilmore, A., Gama-Contreras, C. (2024).Towards estimating higher-mode effects on the seismic response of tall-buildings. Bulletin of Earthquake Engineering,22(8) 3905-3925",https://www.scopus.com/record/display.url?eid=2-s2.0-85190099792&origin=resultslist,10.1007/s10518-024-01908-x,Article,,2-s2.0-85190099792,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,56626069100,58981050000,56626069100,-,Mexico,1.0,1908| 1909| 2205| 2215,Geophysics| Geotechnical Engineering and Engineering Geology| Civil and Structural Engineering| Building and Construction,4| 2,Natural Sciences| Engineering & Technology,450| 106| 416| 220| 451| 247| 249,Geology| Architecture| Earth & Marine Sciences| Engineering - Civil & Structural| Geophysics| Engineering - Mineral & Mining| Engineering - Petroleum,37| 36,Physical Sciences| Engineering,40,Engineering,4005,Civil engineering,SDG 11,Seismic Resilience in Structural Design and Analysis,328,87.443,Seismic Resilience in Steel Bracing Systems,17409,80.159,Definitive,2024.0,3.0,N/A,"Tapia-Hernández, E.| Terán-Gilmore, A.| Gama-Contreras, C.",Universidad Autónoma Metropolitana,Mexico,0
