Autor,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
"Rubio-Ponce, A.",Tuning Adsorption of Methylamine and Methanethiol on Twisted-Bilayer Graphene,"Hidalgo, F.| Rubio-Ponce, A.| Noguez, C.",3.0,24610089000| 6602371524| 35579669800,2019.0,2019-06-20,Journal of Physical Chemistry C,123,24,15273-15283,-,ISSN-19327447,5200153123.0,Journal,American Chemical Society,English,1.05,28,7.3,10,1.477,8,0.8,23.0,16.0,0.68,13.3,30.0,39.0,0.0,0.0,"Hidalgo, F., Rubio-Ponce, A., Noguez, C. (2019).Tuning Adsorption of Methylamine and Methanethiol on Twisted-Bilayer Graphene. Journal of Physical Chemistry C,123(24) 15273-15283",https://www.scopus.com/record/display.url?eid=2-s2.0-85068010104&origin=resultslist,10.1021/acs.jpcc.9b02577,Article,,2-s2.0-85068010104,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60023193| 60032442,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Nacional Autónoma de México,24610089000,35579669800,24610089000,-,Mexico,1.0,1606| 2100| 2504| 2508,"Physical and Theoretical Chemistry| General Energy| Electronic, Optical and Magnetic Materials| Surfaces, Coatings and Films",4| 2,Natural Sciences| Engineering & Technology,249| 433| 409| 221,Engineering - Petroleum| Materials Science| Chemistry| Engineering - Electrical & Electronic,37| 36,Physical Sciences| Engineering,40| 34,Engineering| Chemical Sciences,-,-,-,Graphene Innovations in Electronic and Optical Applications,368,84.63,Twisted Bilayer Graphene and Electronic Properties,9393,99.67,Very Good,2019.0,16.0,N/A,"Hidalgo, F.| Rubio-Ponce, A.| Noguez, C.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
"Rubio-Ponce, A.",Effect of Spin Multiplicity in O2 Adsorption and Dissociation on Small Bimetallic AuAg Clusters,"García-Cruz, R.| Poulain, E.| Hernández-Pérez, I.| Reyes-Nava, J.A.| González-Torres, J.C.| Rubio-Ponce, A.| Olvera-Neria, O.",7.0,56548777900| 55953457000| 6602983950| 56000810700| 55430103300| 6602371524| 56013673300,2017.0,2017-08-17,Journal of Physical Chemistry A,121,32,6079-6089,-,ISSN-10895639,26969.0,Journal,American Chemical Society,English,0.93,33,5.4,25,1.17,17,1.6,45.0,13.0,0.66,10.59,36.0,40.0,0.0,0.0,"García-Cruz, R., Poulain, E., Hernández-Pérez, I. and 4 more (...) (2017).Effect of Spin Multiplicity in O2 Adsorption and Dissociation on Small Bimetallic AuAg Clusters. Journal of Physical Chemistry A,121(32) 6079-6089",https://www.scopus.com/record/display.url?eid=2-s2.0-85027686661&origin=resultslist,10.1021/acs.jpca.7b01968,Article,,2-s2.0-85027686661,28678482,Universidad de Ciencias y Artes de Chiapas| Universidad Autónoma Metropolitana,724790| 505017,Academic,2.0,60023193| 60013281,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad de Ciencias y Artes de Chiapas,56548777900,56013673300,56013673300,-,Mexico,1.0,1606,Physical and Theoretical Chemistry,4| 2,Natural Sciences| Engineering & Technology,249| 409,Engineering - Petroleum| Chemistry,37,Physical Sciences,51| 34,Physical Sciences| Chemical Sciences,5102| 3407| 3406,"Atomic, molecular and optical physics| Theoretical and computational chemistry| Physical chemistry",-,Quantum Chemistry and Molecular Interaction Insights,8,83.453,Structural and Electronic Properties of Gold Nanoclusters,11565,76.273,Very Good,2017.0,13.0,N/A,"García-Cruz, R.| Poulain, E.| Hernández-Pérez, I.| Reyes-Nava, J.A.| González-Torres, J.C.| Rubio-Ponce, A.| Olvera-Neria, O.",Universidad de Ciencias y Artes de Chiapas| Universidad Autónoma Metropolitana,Mexico,0
"Rubio-Ponce, A.",Ab initio study of the low-pressure phases of Ti3O5,"Olguí n, D.| Vallejo, E.| Rubio-Ponce, A.",3.0,56492718300| 56529234400| 6602371524,2015.0,2015-04-01,Physica Status Solidi (B) Basic Research,252,4,659-662,-,ISSN-03701972,29140.0,Journal,Wiley-VCH Verlag,English,0.69,48,2.7,38,0.665,31,0.47,22.0,10.0,0.46,8.69,42.0,47.0,0.0,0.0,"Olguí n, D., Vallejo, E., Rubio-Ponce, A. (2015).Ab initio study of the low-pressure phases of Ti3O5. Physica Status Solidi (B) Basic Research,252(4) 659-662",https://www.scopus.com/record/display.url?eid=2-s2.0-84926522582&origin=resultslist,10.1002/pssb.201451545,Article,,2-s2.0-84926522582,-,Universidad Autónoma Metropolitana| Universidad Autonoma del Estado de Hidalgo| Instituto Politécnico Nacional,505017| 505050| 505011,Academic,3.0,60019176| 60027135| 60023193,Instituto Politécnico Nacional| Universidad Autónoma del Estado de Hidalgo| Universidad Autónoma Metropolitana - Azcapotzalco,56492718300,6602371524,56492718300,-,Mexico,1.0,2504| 3104,"Electronic, Optical and Magnetic Materials| Condensed Matter Physics",4,Natural Sciences,439| 433,Physics & Astronomy| Materials Science,37| 36,Physical Sciences| Engineering,51| 40,Physical Sciences| Engineering,4018| 5104,Nanotechnology| Condensed matter physics,-,Photocatalytic Properties of Titanium Dioxide Structures,62,94.768,Properties and Applications of Titanium Oxides,37397,75.796,Definitive,2015.0,10.0,N/A,"Olguí n, D.| Vallejo, E.| Rubio-Ponce, A.",Universidad Autónoma Metropolitana| Universidad Autonoma del Estado de Hidalgo| Instituto Politécnico Nacional,Mexico,0
"Rubio-Ponce, A.",Cysteine Adsorption on Twisted-Bilayer Graphene,"Hidalgo, F.| Rubio-Ponce, A.| Noguez, C.",3.0,24610089000| 6602371524| 35579669800,2021.0,2021-12-16,Journal of Physical Chemistry C,125,49,27314-27322,-,ISSN-19327447,5200153123.0,Journal,American Chemical Society,English,0.9,38,7,15,1.103,13,0.46,11.0,9.0,0.56,14.19,38.0,45.0,0.0,0.0,"Hidalgo, F., Rubio-Ponce, A., Noguez, C. (2021).Cysteine Adsorption on Twisted-Bilayer Graphene. Journal of Physical Chemistry C,125(49) 27314-27322",https://www.scopus.com/record/display.url?eid=2-s2.0-85120868749&origin=resultslist,10.1021/acs.jpcc.1c08649,Article,,2-s2.0-85120868749,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60023193| 60032442,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Nacional Autónoma de México,24610089000,35579669800,35579669800,-,Mexico,1.0,1606| 2100| 2504| 2508,"Physical and Theoretical Chemistry| General Energy| Electronic, Optical and Magnetic Materials| Surfaces, Coatings and Films",4| 2,Natural Sciences| Engineering & Technology,409| 221| 249| 433,Chemistry| Engineering - Electrical & Electronic| Engineering - Petroleum| Materials Science,36| 37,Engineering| Physical Sciences,34| 40,Chemical Sciences| Engineering,-,-,-,Graphene Innovations in Electronic and Optical Applications,368,84.63,Twisted Bilayer Graphene and Electronic Properties,9393,99.67,Very Good,2021.0,9.0,N/A,"Hidalgo, F.| Rubio-Ponce, A.| Noguez, C.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
"Rubio-Ponce, A.",Pressure-induced reentrant Dirac semimetallic phases in twisted bilayer graphene,"Sánchez-Ochoa, F.| Rubio-Ponce, A.| López-Urías, F.",3.0,55711162800| 6602371524| 55943931000,2023.0,2023-01-15,Physical Review B,107,4,-,045414,ISSN-24699950,21100874236.0,Journal,American Physical Society,English,0.9,33,6.3,22,1.345,10,0.76,13.0,7.0,0.64,10.99,31.0,42.0,0.0,0.0,"Sánchez-Ochoa, F., Rubio-Ponce, A., López-Urías, F. (2023).Pressure-induced reentrant Dirac semimetallic phases in twisted bilayer graphene. Physical Review B,107(4) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85146345182&origin=resultslist,10.1103/PhysRevB.107.045414,Article,,2-s2.0-85146345182,-,Universidad Autónoma Metropolitana| Instituto Potosino de Investigacion Cientifica y Tecnologica| Universidad Nacional Autónoma de México,505017| 505043| 505023,Academic| Government,3.0,60032442| 60023193| 60002151,"Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana - Azcapotzalco| Instituto Potosino de Investigación Científica y Tecnológica, A.C.",55711162800,55943931000,-,-,Mexico,1.0,2504| 3104,"Electronic, Optical and Magnetic Materials| Condensed Matter Physics",4,Natural Sciences,439| 433,Physics & Astronomy| Materials Science,36| 37,Engineering| Physical Sciences,40| 51,Engineering| Physical Sciences,5108| 4016| 5104,Quantum physics| Materials engineering| Condensed matter physics,-,Graphene Innovations in Electronic and Optical Applications,368,84.63,Twisted Bilayer Graphene and Electronic Properties,9393,99.67,Definitive,2023.0,7.0,N/A,"Sánchez-Ochoa, F.| Rubio-Ponce, A.| López-Urías, F.",Universidad Autónoma Metropolitana| Instituto Potosino de Investigacion Cientifica y Tecnologica| Universidad Nacional Autónoma de México,Mexico,0
"Rubio-Ponce, A.",Twisted graphene superlattices: resonating valence bond states and magnetic properties,"López-Urías, F.| Rubio-Ponce, A.| Muñoz-Sandoval, E.| Sánchez-Ochoa, F.",4.0,55943931000| 6602371524| 8210185400| 55711162800,2024.0,2024-10-09,Journal of Physics Condensed Matter,36,40,-,405802,ISSN-09538984,28567.0,Journal,Institute of Physics,English,0.81,41,4.6,35,0.624,32,1.27,18.0,3.0,0.36,8.39,38.0,54.0,0.0,0.0,"López-Urías, F., Rubio-Ponce, A., Muñoz-Sandoval, E. and 1 more (...) (2024).Twisted graphene superlattices: resonating valence bond states and magnetic properties. Journal of Physics Condensed Matter,36(40) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85197966200&origin=resultslist,10.1088/1361-648X/ad5d38,Article,Hybrid gold,2-s2.0-85197966200,38941991,Universidad Autónoma Metropolitana| Instituto Potosino de Investigacion Cientifica y Tecnologica| Universidad Nacional Autónoma de México,505017| 505043| 505023,Government| Academic,3.0,60002151| 60023193| 60032442,"Instituto Potosino de Investigación Científica y Tecnológica, A.C.| Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Nacional Autónoma de México",55943931000,55711162800,55943931000,-,Mexico,1.0,2500| 3104,General Materials Science| Condensed Matter Physics,4| 2,Natural Sciences| Engineering & Technology,439| 433,Physics & Astronomy| Materials Science,36| 37,Engineering| Physical Sciences,40| 51,Engineering| Physical Sciences,5104| 4016| 4018,Condensed matter physics| Materials engineering| Nanotechnology,-,Graphene Innovations in Electronic and Optical Applications,368,84.63,Twisted Bilayer Graphene and Electronic Properties,9393,99.67,Definitive,2024.0,3.0,N/A,"López-Urías, F.| Rubio-Ponce, A.| Muñoz-Sandoval, E.| Sánchez-Ochoa, F.",Universidad Autónoma Metropolitana| Instituto Potosino de Investigacion Cientifica y Tecnologica| Universidad Nacional Autónoma de México,Mexico,0
"Rubio-Ponce, A.",Thermodynamics of resonating-valence-bond states toward the understanding of quantum spin liquid phenomena,"López-Urías, F.| Rubio-Ponce, A.| Muñoz-Sandoval, E.| Sánchez-Ochoa, F.",4.0,55943931000| 6602371524| 8210185400| 55711162800,2024.0,2024-05-14,Physical Chemistry Chemical Physics,26,24,16955-16962,-,ISSN-14639076,27011.0,Journal,Royal Society of Chemistry,English,0.8,42,5.3,25,0.698,26,2.34,26.0,3.0,0.43,6.96,38.0,51.0,0.0,0.0,"López-Urías, F., Rubio-Ponce, A., Muñoz-Sandoval, E. and 1 more (...) (2024).Thermodynamics of resonating-valence-bond states toward the understanding of quantum spin liquid phenomena. Physical Chemistry Chemical Physics,26(24) 16955-16962",https://www.scopus.com/record/display.url?eid=2-s2.0-85194066216&origin=resultslist,10.1039/d4cp01008f,Article,,2-s2.0-85194066216,38787750,Universidad Autónoma Metropolitana| Instituto Potosino de Investigacion Cientifica y Tecnologica| Universidad Nacional Autónoma de México,505017| 505043| 505023,Academic| Government,3.0,60002151| 60023193| 60032442,"Instituto Potosino de Investigación Científica y Tecnológica, A.C.| Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Nacional Autónoma de México",55943931000,55711162800,55943931000,-,Mexico,1.0,1606| 3100,Physical and Theoretical Chemistry| General Physics and Astronomy,2| 4,Engineering & Technology| Natural Sciences,409| 439| 249,Chemistry| Physics & Astronomy| Engineering - Petroleum,37,Physical Sciences,40| 51| 34,Engineering| Physical Sciences| Chemical Sciences,-,-,-,Graphene Innovations in Electronic and Optical Applications,368,84.63,Twisted Bilayer Graphene and Electronic Properties,9393,99.67,Definitive,2024.0,3.0,N/A,"López-Urías, F.| Rubio-Ponce, A.| Muñoz-Sandoval, E.| Sánchez-Ochoa, F.",Universidad Autónoma Metropolitana| Instituto Potosino de Investigacion Cientifica y Tecnologica| Universidad Nacional Autónoma de México,Mexico,0
"Rubio-Ponce, A.",The geometry of induced electromagnetic fields in moving media,"Lopez-Monsalvo, C.S.| Garcia-Pelaez, D.| Rubio-Ponce, A.| Escarela-Perez, R.",4.0,56013682900| 56574418100| 6602371524| 6701841506,2020.0,2020-09-01,Annals of Physics,420,-,-,168270,ISSN-00034916,27002.0,Journal,Academic Press Inc.,English,1,32,4.3,26,0.817,26,1.23,37.0,2.0,0.07,14.33,68.0,76.0,0.0,0.0,"Lopez-Monsalvo, C.S., Garcia-Pelaez, D., Rubio-Ponce, A. and 1 more (...) (2020).The geometry of induced electromagnetic fields in moving media. Annals of Physics,420",https://www.scopus.com/record/display.url?eid=2-s2.0-85088385335&origin=resultslist,10.1016/j.aop.2020.168270,Article,Green,2-s2.0-85088385335,-,Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana| Universidad Panamericana (UP),704696| 505017| 702732,Government| Academic,3.0,60023193| 60027998| 60012895,"Universidad Autónoma Metropolitana - Azcapotzalco| Secretaría de Ciencia, Humanidades, Tecnología e Innovación| Universidad Panamericana",56013682900,6701841506,56013682900,-,Mexico,1.0,3100,General Physics and Astronomy,4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,49| 51,Mathematical Sciences| Physical Sciences,-,-,-,Error Estimation in Finite Element Methods,1025,18.705,Discrete Methods for Electromagnetic Field Problems,22587,50.58,Defensible,2020.0,2.0,N/A,"Lopez-Monsalvo, C.S.| Garcia-Pelaez, D.| Rubio-Ponce, A.| Escarela-Perez, R.",Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana| Universidad Panamericana (UP),Mexico,0
"Rubio-Ponce, A.",Effects of spin-orbit coupling on actinium under pressure,"Rubio-Ponce, A.| Rivera, J.| Olguí n, D.",3.0,6602371524| 57545418700| 56492718300,2015.0,2015-04-01,Physica Status Solidi (B) Basic Research,252,4,695-700,-,ISSN-03701972,29140.0,Journal,Wiley-VCH Verlag,English,0.69,48,2.7,38,0.665,31,0.1,8.0,1.0,0.12,8.69,72.0,66.0,0.0,0.0,"Rubio-Ponce, A., Rivera, J., Olguí n, D. (2015).Effects of spin-orbit coupling on actinium under pressure. Physica Status Solidi (B) Basic Research,252(4) 695-700",https://www.scopus.com/record/display.url?eid=2-s2.0-84926520731&origin=resultslist,10.1002/pssb.201451569,Article,,2-s2.0-84926520731,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60023193| 60019176,Universidad Autónoma Metropolitana - Azcapotzalco| Instituto Politécnico Nacional,6602371524,56492718300,6602371524,-,Mexico,1.0,2504| 3104,"Electronic, Optical and Magnetic Materials| Condensed Matter Physics",4,Natural Sciences,433| 439,Materials Science| Physics & Astronomy,36| 37,Engineering| Physical Sciences,40| 51,Engineering| Physical Sciences,5104| 4018,Condensed matter physics| Nanotechnology,-,Fuel Cells and Polymer Electrolytes,79,97.646,Crystal Structure Innovations in Metal Nanoparticles,75971,84.764,Very Good,2015.0,1.0,N/A,"Rubio-Ponce, A.| Rivera, J.| Olguí n, D.",Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,Mexico,0
"Rubio-Ponce, A.","Modeling rough surfaces as a strategy to control the crystal quality, spatial and size distribution in semiconductor nanoparticles growth: A theoretical-experimental approach","Hernández-Hernández, L.A.| Meléndez-Lira, M.| Rubio-Ponce, A.| Pescador-Rojas, J.A.| Rodríguez-Morales, N.L.| Martínez-Farías, F.J.| Hernández-Hernández, A.",7.0,56362351800| 7003624713| 6602371524| 24482323400| 59136390900| 56442749200| 51664778700,2024.0,2024-06-01,MRS Communications,14,3,410-418,-,ISSN-21596859,21100261937.0,Journal,Springer Nature,English,0.48,65,3.1,59,0.447,51,0.52,8.0,1.0,0.1,10.08,56.0,70.0,0.0,0.0,"Hernández-Hernández, L.A., Meléndez-Lira, M., Rubio-Ponce, A. and 4 more (...) (2024).Modeling rough surfaces as a strategy to control the crystal quality, spatial and size distribution in semiconductor nanoparticles growth: A theoretical-experimental approach. MRS Communications,14(3) 410-418",https://www.scopus.com/record/display.url?eid=2-s2.0-85193723192&origin=resultslist,10.1557/s43579-024-00561-4,Article,,2-s2.0-85193723192,-,Hospital Juárez de México| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Universidad Autonoma del Estado de Hidalgo| Instituto Politécnico Nacional,715277| 505002| 505017| 505050| 505011,Medical| Government| Academic,5.0,60027135| 60017323| 60019176| 60023193| 60013375,Universidad Autónoma del Estado de Hidalgo| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Instituto Politécnico Nacional| Universidad Autónoma Metropolitana - Azcapotzalco| Hospital Juárez de México,56362351800,51664778700,56362351800| 56442749200| 51664778700,-,Mexico,1.0,2500,General Materials Science,2,Engineering & Technology,433,Materials Science,36,Engineering,40| 51,Engineering| Physical Sciences,5104| 4016,Condensed matter physics| Materials engineering,-,Silicon Nanostructures and Their Optical Properties,611,26.488,Silicon Nanoparticles and Photoluminescence Dynamics,68016,8.704,Definitive,2024.0,1.0,N/A,"Hernández-Hernández, L.A.| Meléndez-Lira, M.| Rubio-Ponce, A.| Pescador-Rojas, J.A.| Rodríguez-Morales, N.L.| Martínez-Farías, F.J.| Hernández-Hernández, A.",Hospital Juárez de México| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Universidad Autonoma del Estado de Hidalgo| Instituto Politécnico Nacional,Mexico,0
