Autor,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
"Rodriguez-Martinez, E.",Granger-causality: An efficient single user movement recognition using a smartphone accelerometer sensor,"Aviles-Cruz, C.| Rodriguez-Martinez, E.| Villegas-Cortez, J.| Ferreyra-Ramirez, A.",4.0,7801356468| 36337214700| 56013564900| 8706594300,2019.0,2019-07-01,Pattern Recognition Letters,125,-,576-583,-,ISSN-01678655,24825.0,Journal,Elsevier B.V.,English,1.87,7,6.3,19,0.848,19,1.07,28.0,19.0,0.49,14.43,26.0,48.0,0.0,0.0,"Aviles-Cruz, C., Rodriguez-Martinez, E., Villegas-Cortez, J. and 1 more (...) (2019).Granger-causality: An efficient single user movement recognition using a smartphone accelerometer sensor. Pattern Recognition Letters,125576-583",https://www.scopus.com/record/display.url?eid=2-s2.0-85068461799&origin=resultslist,10.1016/j.patrec.2019.06.029,Article,,2-s2.0-85068461799,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,7801356468,8706594300,7801356468,-,Mexico,1.0,1702| 1707| 1711| 1712,Artificial Intelligence| Computer Vision and Pattern Recognition| Signal Processing| Software,2,Engineering & Technology,212| 213,Computer Science & Information Systems| Data Science,38,Computer Science,46,Information And Computing Sciences,-,-,-,Smart Homes and Activity Recognition Technologies,1231,66.645,Human Activity Recognition through Sensor Networks,291,99.607,Definitive,2019.0,19.0,N/A,"Aviles-Cruz, C.| Rodriguez-Martinez, E.| Villegas-Cortez, J.| Ferreyra-Ramirez, A.",Universidad Autónoma Metropolitana,Mexico,0
"Rodriguez-Martinez, E.",Improved Parallel Implementation of 1D Discrete Wavelet Transform Using CPU-GPU,"Rodriguez-Martinez, E.| Benavides-Alvarez, C.| Aviles-Cruz, C.| Lopez-Saca, F.| Ferreyra-Ramirez, A.",5.0,36337214700| 57190576612| 7801356468| 57195636279| 8706594300,2023.0,2023-08-01,Electronics (Switzerland),12,16,-,3400,ISSN-20799292,21100829272.0,Journal,Multidisciplinary Digital Publishing Institute (MDPI),English,0.99,28,5.3,30,0.644,33,0.92,19.0,2.0,0.15,13.4,56.0,70.0,0.0,0.0,"Rodriguez-Martinez, E., Benavides-Alvarez, C., Aviles-Cruz, C. and 2 more (...) (2023).Improved Parallel Implementation of 1D Discrete Wavelet Transform Using CPU-GPU. Electronics (Switzerland),12(16) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85169137016&origin=resultslist,10.3390/electronics12163400,Article,Gold|Green,2-s2.0-85169137016,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,36337214700,8706594300,7801356468,-,Mexico,1.0,1705| 1708| 1711| 2207| 2208,Computer Networks and Communications| Hardware and Architecture| Signal Processing| Control and Systems Engineering| Electrical and Electronic Engineering,2,Engineering & Technology,249| 221| 213| 212,Engineering - Petroleum| Engineering - Electrical & Electronic| Data Science| Computer Science & Information Systems,38| 36,Computer Science| Engineering,40,Engineering,4009| 4006| 4008,"Electronics, sensors and digital hardware| Communications engineering| Electrical engineering",-,Brain-Computer Interface Technologies,476,90.255,Artifact Removal Techniques in Electroencephalography,11083,94.705,Definitive,2023.0,2.0,N/A,"Rodriguez-Martinez, E.| Benavides-Alvarez, C.| Aviles-Cruz, C.| Lopez-Saca, F.| Ferreyra-Ramirez, A.",Universidad Autónoma Metropolitana,Mexico,0
