Autor,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
"Tlatelpa-Mascote, B.",Hamiltonian analysis of ModMax nonlinear electrodynamics in the first-order formalism,"Escobar, C.A.| Linares, R.| Tlatelpa-Mascote, B.",3.0,56176621500| 7003322293| 57385636400,2022.0,2022-01-30,International Journal of Modern Physics A,37,3,-,2250011,ISSN-0217751X,28073.0,Journal,World Scientific,English,0.6,56,2.4,55,0.486,46,0.66,9.0,16.0,1.08,12.94,20.0,27.0,0.0,0.0,"Escobar, C.A., Linares, R., Tlatelpa-Mascote, B. (2022).Hamiltonian analysis of ModMax nonlinear electrodynamics in the first-order formalism. International Journal of Modern Physics A,37(3) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85123987134&origin=resultslist,10.1142/S0217751X22500117,Article,Green,2-s2.0-85123987134,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,56176621500,57385636400,56176621500,-,Mexico,1.0,3103| 3106| 3107,"Astronomy and Astrophysics| Nuclear and High Energy Physics| Atomic and Molecular Physics, and Optics",4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,51,Physical Sciences,5106| 5107| 5101,Nuclear and plasma physics| Particle and high energy physics| Astronomical sciences,-,Laser Pulse Dynamics in Plasma Acceleration,1303,13.734,Quantum Electrodynamics and Nonlinear Electromagnetic Effects,23421,79.278,Definitive,2022.0,16.0,N/A,"Escobar, C.A.| Linares, R.| Tlatelpa-Mascote, B.",Universidad Autónoma Metropolitana,Mexico,0
