Autor,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
"Bernal-Jaquez, R.",Applying Adomian Decomposition Method to Solve Burgess Equation with a Non-linear Source,"González-Gaxiola, O.| Bernal-Jaquez, R.",2.0,56000797900| 56013594800,2017.0,2017-03-01,International Journal of Applied and Computational Mathematics,3,1,213-224,-,ISSN-23495103,21100899436.0,Journal,Springer,English,0.99,30,-,-,-,-,0.43,9.0,25.0,0.74,6.79,22.0,37.0,0.0,0.0,"González-Gaxiola, O., Bernal-Jaquez, R. (2017).Applying Adomian Decomposition Method to Solve Burgess Equation with a Non-linear Source. International Journal of Applied and Computational Mathematics,3(1) 213-224",https://www.scopus.com/record/display.url?eid=2-s2.0-85044615472&origin=resultslist,10.1007/s40819-015-0100-4,Article,Green,2-s2.0-85044615472,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080,Universidad Autónoma Metropolitana Unidad Cuajimalpa,56000797900,56013594800,56000797900,-,Mexico,1.0,2604| 2605,Applied Mathematics| Computational Mathematics,4,Natural Sciences,431,Mathematics,37,Physical Sciences,49| 46,Mathematical Sciences| Information And Computing Sciences,4901| 4903,Applied mathematics| Numerical and computational mathematics,-,Matrix Solutions for Differential Equations and Stability,849,30.085,Adomian Decomposition Methods for Nonlinear Equations,9906,89.659,Very Good,2017.0,25.0,N/A,"González-Gaxiola, O.| Bernal-Jaquez, R.",Universidad Autónoma Metropolitana,Mexico,0
"Bernal-Jaquez, R.",Solution of the Nonlinear Schrödinger Equation with Defocusing Strength Nonlinearities Through the Laplace–Adomian Decomposition Method,"González-Gaxiola, O.| Franco, P.| Bernal-Jaquez, R.",3.0,56000797900| 57203282146| 56013594800,2017.0,2017-12-01,International Journal of Applied and Computational Mathematics,3,4,3723-3743,-,ISSN-23495103,21100899436.0,Journal,Springer,English,0.99,30,-,-,-,-,0.29,15.0,8.0,0.44,6.79,46.0,50.0,0.0,0.0,"González-Gaxiola, O., Franco, P., Bernal-Jaquez, R. (2017).Solution of the Nonlinear Schrödinger Equation with Defocusing Strength Nonlinearities Through the Laplace–Adomian Decomposition Method. International Journal of Applied and Computational Mathematics,3(4) 3723-3743",https://www.scopus.com/record/display.url?eid=2-s2.0-85050817379&origin=resultslist,10.1007/s40819-017-0325-5,Article,Green,2-s2.0-85050817379,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080,Universidad Autónoma Metropolitana Unidad Cuajimalpa,56000797900,56013594800,56000797900,-,Mexico,1.0,2604| 2605,Applied Mathematics| Computational Mathematics,4,Natural Sciences,431,Mathematics,37,Physical Sciences,49| 46,Mathematical Sciences| Information And Computing Sciences,4901| 4903,Applied mathematics| Numerical and computational mathematics,-,Matrix Solutions for Differential Equations and Stability,849,30.085,Adomian Decomposition Methods for Nonlinear Equations,9906,89.659,Very Good,2017.0,8.0,N/A,"González-Gaxiola, O.| Franco, P.| Bernal-Jaquez, R.",Universidad Autónoma Metropolitana,Mexico,0
"Bernal-Jaquez, R.",A Methodology for the Analysis of Collaboration Networks with Higher-Order Interactions,"Aguirre-Guerrero, D.| Bernal-Jaquez, R.",2.0,55504226200| 56013594800,2023.0,2023-05-01,Mathematics,11,10,-,2265,ISSN-22277390,21100830702.0,Journal,MDPI,English,0.91,33,4,10,0.475,35,0.97,14.0,6.0,0.97,6.2,34.0,30.0,0.0,0.0,"Aguirre-Guerrero, D., Bernal-Jaquez, R. (2023).A Methodology for the Analysis of Collaboration Networks with Higher-Order Interactions. Mathematics,11(10) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85160538839&origin=resultslist,10.3390/math11102265,Article,Gold|Green,2-s2.0-85160538839,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,55504226200,56013594800,56013594800,-,Mexico,1.0,1701| 2201| 2600,Computer Science (miscellaneous)| Engineering (miscellaneous)| General Mathematics,2| 4,Engineering & Technology| Natural Sciences,431| 212,Mathematics| Computer Science & Information Systems,36| 37| 38,Engineering| Physical Sciences| Computer Science,49,Mathematical Sciences,-,-,-,Peer Review Dynamics in Biomedical Research Networks,101,86.593,Coauthorship Dynamics in Global Scientific Collaboration,3054,95.975,Definitive,2023.0,6.0,N/A,"Aguirre-Guerrero, D.| Bernal-Jaquez, R.",Universidad Autónoma Metropolitana,Mexico,0
"Bernal-Jaquez, R.",Neuron configuration enhances the synchronization dynamics in ring networks with heterogeneous firing patterns,"Farrera-Megchun, A.| Padilla-Longoria, P.| Santos, G.J.E.| Espinal-Enríquez, J.| Bernal-Jaquez, R.",5.0,59309707200| 7004652215| 59310053500| 56543750800| 56013594800,2024.0,2024-10-01,"Chaos, Solitons and Fractals",187,-,-,115461,ISSN-09600779,25347.0,Journal,Elsevier Ltd,English,1.54,12,9.9,3,1.184,13,0.96,9.0,6.0,1.21,4.97,24.0,25.0,0.0,0.0,"Farrera-Megchun, A., Padilla-Longoria, P., Santos, G.J.E. and 2 more (...) (2024).Neuron configuration enhances the synchronization dynamics in ring networks with heterogeneous firing patterns. Chaos, Solitons and Fractals,187",https://www.scopus.com/record/display.url?eid=2-s2.0-85202810994&origin=resultslist,10.1016/j.chaos.2024.115461,Article,,2-s2.0-85202810994,-,Universidad Autónoma Metropolitana| Instituto Nacional de Medicina Genomica| Universidad Autonoma de Chiapas| Universidad Nacional Autónoma de México,505017| 707723| 707221| 505023,Academic| Government,4.0,60024080| 60174685| 60032442| 60016888| 60095231,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Instituto de Investigaciones en Matemáticas Aplicadas y en Sistemas| Universidad Nacional Autónoma de México| Universidad Autónoma de Chiapas| Instituto Nacional de Medicina Genómica,59309707200,56013594800,56543750800,-,Mexico,1.0,2604| 2610| 3100| 3109,Applied Mathematics| Mathematical Physics| General Physics and Astronomy| Statistical and Nonlinear Physics,4,Natural Sciences,439| 431,Physics & Astronomy| Mathematics,37,Physical Sciences,46| 49| 40,Information And Computing Sciences| Mathematical Sciences| Engineering,-,-,-,Neural Networks and Memristive Devices in Computing,331,93.198,Dynamics of Neuronal Synchronization and Bifurcation Patterns,5665,97.813,Definitive,2024.0,6.0,N/A,"Farrera-Megchun, A.| Padilla-Longoria, P.| Santos, G.J.E.| Espinal-Enríquez, J.| Bernal-Jaquez, R.",Universidad Autónoma Metropolitana| Instituto Nacional de Medicina Genomica| Universidad Autonoma de Chiapas| Universidad Nacional Autónoma de México,Mexico,0
"Bernal-Jaquez, R.",Data-assimilation and state estimation for contact-based spreading processes using the ensemble kalman filter: Application to COVID-19,"Schaum, A.| Bernal-Jaquez, R.| Alarcon Ramos, L.",3.0,56013580600| 56013594800| 56084414300,2022.0,2022-04-01,"Chaos, Solitons and Fractals",157,-,-,111887,ISSN-09600779,25347.0,Journal,Elsevier Ltd,English,1.9,7,11.8,1,1.393,9,0.86,11.0,5.0,0.51,7.79,46.0,48.0,0.0,0.0,"Schaum, A., Bernal-Jaquez, R., Alarcon Ramos, L. (2022).Data-assimilation and state estimation for contact-based spreading processes using the ensemble kalman filter: Application to COVID-19. Chaos, Solitons and Fractals,157",https://www.scopus.com/record/display.url?eid=2-s2.0-85126050285&origin=resultslist,10.1016/j.chaos.2022.111887,Article,Green,2-s2.0-85126050285,-,Universidad Autónoma Metropolitana| Kiel University,505017| 309080,Academic,2.0,60012345| 60024080,Christian-Albrechts-Universität zu Kiel| Universidad Autónoma Metropolitana Unidad Cuajimalpa,56013580600,56084414300,56013580600,-,Mexico| Germany,2.0,2600| 2604| 3100| 3109,General Mathematics| Applied Mathematics| General Physics and Astronomy| Statistical and Nonlinear Physics,4,Natural Sciences,431| 439,Mathematics| Physics & Astronomy,37,Physical Sciences,49| 40| 46,Mathematical Sciences| Engineering| Information And Computing Sciences,-,-,SDG 3,"COVID-19, Its Impact, and Vaccination",1,99.935,Modeling COVID-19 Dynamics and Control Strategies,141,99.503,Very Good,2022.0,5.0,N/A,"Schaum, A.| Bernal-Jaquez, R.| Alarcon Ramos, L.",Universidad Autónoma Metropolitana| Kiel University,Mexico| Germany,0
"Bernal-Jaquez, R.",Model-Based Monitoring of Dengue Spreading,"Schaum, A.| Bernal-Jaquez, R.| Sanchez-Gonzalez, G.",3.0,56013580600| 56013594800| 36061369700,2022.0,2022-01-01,IEEE Access,10,-,126892-126898,-,ISSN-21693536,21100374601.0,Journal,Institute of Electrical and Electronics Engineers Inc.,English,1.42,15,9,8,0.926,14,0.39,9.0,5.0,0.35,14.09,46.0,58.0,0.0,0.0,"Schaum, A., Bernal-Jaquez, R., Sanchez-Gonzalez, G. (2022).Model-Based Monitoring of Dengue Spreading. IEEE Access,10126892-126898",https://www.scopus.com/record/display.url?eid=2-s2.0-85144020711&origin=resultslist,10.1109/ACCESS.2022.3224472,Article,Gold|Green,2-s2.0-85144020711,-,Instituto Nacional de Salud Publica| Universidad Autónoma Metropolitana| Kiel University,505010| 505017| 309080,Government| Academic,3.0,60012345| 60024080| 60022420,Christian-Albrechts-Universität zu Kiel| Universidad Autónoma Metropolitana Unidad Cuajimalpa| Instituto Nacional de Salud Publica,56013580600,36061369700,56013580600,-,Mexico| Germany,2.0,1700| 2200| 2208| 2500,General Computer Science| General Engineering| Electrical and Electronic Engineering| General Materials Science,2,Engineering & Technology,249| 212| 433| 221,Engineering - Petroleum| Computer Science & Information Systems| Materials Science| Engineering - Electrical & Electronic,38| 36,Computer Science| Engineering,40| 46,Engineering| Information And Computing Sciences,-,-,SDG 3,Dengue and Zika Virus Dynamics in Public Health,343,76.717,Dengue Transmission Dynamics and Climate Interactions,6250,97.875,Very Good,2022.0,5.0,N/A,"Schaum, A.| Bernal-Jaquez, R.| Sanchez-Gonzalez, G.",Instituto Nacional de Salud Publica| Universidad Autónoma Metropolitana| Kiel University,Mexico| Germany,0
"Bernal-Jaquez, R.",Empirical analysis of bifurcations in the full weights space of a two-neuron DTRNN,"Cervantes-Ojeda, J.| Gómez-Fuentes, M.| Bernal-Jaquez, R.",3.0,56358833500| 56436777900| 56013594800,2017.0,2017-05-10,Neurocomputing,237,-,362-374,-,ISSN-09252312,24807.0,Journal,Elsevier B.V.,English,1.54,11,6.4,11,1.073,15,0.37,14.0,3.0,0.08,13.17,62.0,71.0,0.0,0.0,"Cervantes-Ojeda, J., Gómez-Fuentes, M., Bernal-Jaquez, R. (2017).Empirical analysis of bifurcations in the full weights space of a two-neuron DTRNN. Neurocomputing,237362-374",https://www.scopus.com/record/display.url?eid=2-s2.0-85009829354&origin=resultslist,10.1016/j.neucom.2017.01.027,Article,,2-s2.0-85009829354,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080,Universidad Autónoma Metropolitana Unidad Cuajimalpa,56358833500,56013594800,56436777900,-,Mexico,1.0,1702| 1706| 2805,Artificial Intelligence| Computer Science Applications| Cognitive Neuroscience,5| 2,Life Sciences & Medicine| Engineering & Technology,213| 212| 532,Data Science| Computer Science & Information Systems| Medicine,38| 34,Computer Science| Medical and Health,46| 52| 40,Information And Computing Sciences| Psychology| Engineering,-,-,-,Stability and Synchronization in Neural Networks,715,50.818,Stability Criteria for Neural Network Control Systems,734,90.218,Definitive,2017.0,3.0,N/A,"Cervantes-Ojeda, J.| Gómez-Fuentes, M.| Bernal-Jaquez, R.",Universidad Autónoma Metropolitana,Mexico,0
"Bernal-Jaquez, R.",Solution of the Nonlinear Kompaneets Equation Through the Laplace-Adomian Decomposition Method,"González-Gaxiola, O.| Ruiz de Chávez, J.| Bernal-Jaquez, R.",3.0,56000797900| 56367889700| 56013594800,2017.0,2017-06-01,International Journal of Applied and Computational Mathematics,3,2,489-504,-,ISSN-23495103,21100899436.0,Journal,Springer,English,0.99,30,-,-,-,-,0.36,11.0,3.0,0.29,6.79,62.0,58.0,0.0,0.0,"González-Gaxiola, O., Ruiz de Chávez, J., Bernal-Jaquez, R. (2017).Solution of the Nonlinear Kompaneets Equation Through the Laplace-Adomian Decomposition Method. International Journal of Applied and Computational Mathematics,3(2) 489-504",https://www.scopus.com/record/display.url?eid=2-s2.0-85065173689&origin=resultslist,10.1007/s40819-016-0144-0,Article,,2-s2.0-85065173689,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080| 60028381,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Autónoma Metropolitana -Unidad Iztapalapa,56000797900,56013594800,56000797900,-,Mexico,1.0,2604| 2605,Applied Mathematics| Computational Mathematics,4,Natural Sciences,431,Mathematics,37,Physical Sciences,46| 49,Information And Computing Sciences| Mathematical Sciences,4901| 4903,Applied mathematics| Numerical and computational mathematics,-,Matrix Solutions for Differential Equations and Stability,849,30.085,Adomian Decomposition Methods for Nonlinear Equations,9906,89.659,Very Good,2017.0,3.0,N/A,"González-Gaxiola, O.| Ruiz de Chávez, J.| Bernal-Jaquez, R.",Universidad Autónoma Metropolitana,Mexico,0
"Bernal-Jaquez, R.",Communities Detection in Multiplex Networks Using Optimization: Study Case - Employment in Mexico during the COVID-19 Pandemic,"Montes-Orozco, E.| Mora-Gutiérrez, R.A.| De-Los-Cobos-Silva, S.G.| Bernal-Jaquez, R.| Rincón-García, E.A.| Gutiérrez-Andrade, M.A.| Lara-Velázquez, P.",7.0,57205393956| 54879377900| 15062263100| 56013594800| 56013614300| 12243488400| 56000885900,2023.0,2023-01-01,Complexity,2023,-,-,9011738,ISSN-10762787,25823.0,Journal,Hindawi Limited,English,0.66,50,5.8,12,0.445,22,1.22,30.0,2.0,0.15,13.1,56.0,70.0,0.0,0.0,"Montes-Orozco, E., Mora-Gutiérrez, R.A., De-Los-Cobos-Silva, S.G. and 4 more (...) (2023).Communities Detection in Multiplex Networks Using Optimization: Study Case - Employment in Mexico during the COVID-19 Pandemic. Complexity,2023",https://www.scopus.com/record/display.url?eid=2-s2.0-85158091021&origin=resultslist,10.1155/2023/9011738,Article,Gold|Green,2-s2.0-85158091021,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080| 60023193| 60028381,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma Metropolitana -Unidad Iztapalapa,57205393956,56000885900,57205393956,-,Mexico,1.0,1000| 1700,Multidisciplinary| General Computer Science,2,Engineering & Technology,212,Computer Science & Information Systems,38,Computer Science,46| 49,Information And Computing Sciences| Mathematical Sciences,-,-,SDG 3,Interconnected Dynamics of Social Networks and Data Privacy,30,96.207,Innovative Algorithms for Community Detection in Networks,346,97.974,Definitive,2023.0,2.0,N/A,"Montes-Orozco, E.| Mora-Gutiérrez, R.A.| De-Los-Cobos-Silva, S.G.| Bernal-Jaquez, R.| Rincón-García, E.A.| Gutiérrez-Andrade, M.A.| Lara-Velázquez, P.",Universidad Autónoma Metropolitana,Mexico,0
"Bernal-Jaquez, R.",Classroom Friendly Method to Calculate Character Tables for Finite Groups,"Hô, M.| Alday Toledo, L.F.| Bernal-Jaquez, R.",3.0,7403080714| 57217195241| 56013594800,2020.0,2020-07-14,Journal of Chemical Education,97,7,1915-1921,-,ISSN-00219584,24169.0,Journal,American Chemical Society,English,1.52,13,3.4,15,0.499,39,0.54,20.0,1.0,0.0,10.84,74.0,78.0,0.0,0.0,"Hô, M., Alday Toledo, L.F., Bernal-Jaquez, R. (2020).Classroom Friendly Method to Calculate Character Tables for Finite Groups. Journal of Chemical Education,97(7) 1915-1921",https://www.scopus.com/record/display.url?eid=2-s2.0-85086731831&origin=resultslist,10.1021/acs.jchemed.0c00018,Article,,2-s2.0-85086731831,-,Universidad Autonoma del Estado de Morelos| Universidad Autónoma Metropolitana,505016| 505017,Academic,2.0,60025626| 60024080,Universidad Autónoma del Estado de Morelos| Universidad Autónoma Metropolitana Unidad Cuajimalpa,7403080714,56013594800,7403080714,-,Mexico,1.0,1600| 3304,General Chemistry| Education,3| 4,Social Sciences & Management| Natural Sciences,318| 409,Education & Training| Chemistry,37| 41,Physical Sciences| Education Studies,34| 39,Chemical Sciences| Education,-,-,-,Quantum Chemistry and Molecular Interaction Insights,8,83.453,Molecular Symmetry and Crystallography in Chemical Education,64641,36.082,Very Good,2020.0,1.0,N/A,"Hô, M.| Alday Toledo, L.F.| Bernal-Jaquez, R.",Universidad Autonoma del Estado de Morelos| Universidad Autónoma Metropolitana,Mexico,0
