Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
56112300200,56112300200,Intelligent System for Customizing Evaluation Activities Implemented in Virtual Learning Environments: Experiments and Results,"Silva Lopez, R.B.| Gurrola, I.I.M.",2.0,56112300200| 25926616500,2022.0,2022-01-01,Computacion y Sistemas,26,1,473-484,-,ISSN-14055546,21100223167.0,Journal,Instituto Politecnico Nacional,English,0.38,72,1.2,78,0.219,74,0.11,4.0,0.0,0.0,13.62,81.0,80.0,0.0,0.0,"Silva Lopez, R.B., Gurrola, I.I.M. (2022).Intelligent System for Customizing Evaluation Activities Implemented in Virtual Learning Environments: Experiments and Results. Computacion y Sistemas,26(1) 473-484",https://www.scopus.com/record/display.url?eid=2-s2.0-85130854325&origin=resultslist,10.13053/CyS-26-1-4182,Article,,2-s2.0-85130854325,-,Universidad Autónoma Metropolitana| Universidad Autonoma de Ciudad Juarez,505017| 706746,Academic,2.0,60014923| 60008167,Universidad Autónoma Metropolitana| Universidad Autónoma de Ciudad Juárez,56112300200,25926616500,-,-,Mexico,1.0,1700,General Computer Science,2,Engineering & Technology,212,Computer Science & Information Systems,38,Computer Science,46,Information And Computing Sciences,4602| 4605| 4603,Artificial intelligence| Data management and data science| Computer vision and multimedia computation,SDG 4,Cultural Capital and Social Dynamics in Education,1022,12.099,Competency-Based Education in Healthcare Training,33285,20.977,Definitive,2022.0,0.0,N/A,"Silva Lopez, R.B.| Gurrola, I.I.M.",Universidad Autónoma Metropolitana| Universidad Autonoma de Ciudad Juarez,Mexico,0
