Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58799243700,58799243700,"Depression, Anxiety and Suicidal Behavior in Medical Training at a University in Mexico","Granados Cosme, J.A.| Gómez Landeros, O.| Islas Ramírez, M.I.| Maldonado Pérez, G.| Martínez Mendoza, H.F.| Pineda Torres, A.M.",6.0,6507366137| 58797877000| 58799243700| 58799243800| 58797877100| 58799243900,2020.0,2020-07-08,Investigacion en Educacion Medica,9,35,65-74,-,ISSN-2007865X,21101090587.0,Journal,Universidad Nacional Autonoma de Mexico,Spanish,0.45,67,-,-,-,-,0.0,52.0,21.0,1.1,9.13,23.0,25.0,0.0,0.0,"Granados Cosme, J.A., Gómez Landeros, O., Islas Ramírez, M.I. and 3 more (...) (2020).Depression, Anxiety and Suicidal Behavior in Medical Training at a University in Mexico. Investigacion en Educacion Medica,9(35) 65-74",https://www.scopus.com/record/display.url?eid=2-s2.0-85130160663&origin=resultslist,10.22201/facmed.20075057e.2020.35.20224,Article,Gold,2-s2.0-85130160663,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,6507366137,58799243900,6507366137,-,Mexico,1.0,2701| 2718| 3304| 3306| 3600,Medicine (miscellaneous)| Health Informatics| Education| Health (social science)| General Health Professions,3| 5,Social Sciences & Management| Life Sciences & Medicine,318| 532,Education & Training| Medicine,34| 40| 41,Medical and Health| Social Sciences| Education Studies,-,-,-,-,SDG 3,Burnout and Job Satisfaction in Healthcare Professionals,490,87.116,Mental Health Challenges Among Medical Students,6062,97.032,Definitive,2020.0,21.0,N/A,"Granados Cosme, J.A.| Gómez Landeros, O.| Islas Ramírez, M.I.| Maldonado Pérez, G.| Martínez Mendoza, H.F.| Pineda Torres, A.M.",Universidad Autónoma Metropolitana,Mexico,0
