Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57202834025,57202834025,Inventors’ mobility in Mexico in the context of globalization,"Aboites, J.| Díaz, C.",2.0,6507768841| 57202834025,2018.0,2018-06-01,Scientometrics,115,3,1443-1461,-,ISSN-01389130,24222.0,Journal,Springer Netherlands,English,1.55,11,4.5,6,1.113,10,1.63,57.0,5.0,0.29,6.93,55.0,59.0,0.0,0.0,"Aboites, J., Díaz, C. (2018).Inventors’ mobility in Mexico in the context of globalization. Scientometrics,115(3) 1443-1461",https://www.scopus.com/record/display.url?eid=2-s2.0-85049501306&origin=resultslist,10.1007/s11192-018-2645-6,Article,,2-s2.0-85049501306,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,6507768841,57202834025,6507768841,-,Mexico,1.0,1706| 3300| 3309,Computer Science Applications| General Social Sciences| Library and Information Sciences,3| 2,Social Sciences & Management| Engineering & Technology,213| 329| 212,Data Science| Library & Information Management| Computer Science & Information Systems,38| 40,Computer Science| Social Sciences,49| 46,Mathematical Sciences| Information And Computing Sciences,4901| 4610,Applied mathematics| Library and information studies,SDG 8,Migration Dynamics and Socioeconomic Impacts,32,83.519,Migration Dynamics and Human Capital Development,14614,74.131,Very Good,2018.0,5.0,N/A,"Aboites, J.| Díaz, C.",Universidad Autónoma Metropolitana,Mexico,0
