Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
35367041600,35367041600,PI Speed Control with Reverse Motion of a Series DC Motor Based on the Noise Reduction Disturbance Observer,"Liceaga-Castro, J.U.| Siller-Alcalá, I.I.| Román, J.D.G.-S.| Alcántara-Ramírez, R.A.",4.0,15925253300| 6507292701| 35367041600| 15130896900,2022.0,2022-05-01,Actuators,11,5,-,117,ISSN-20760825,21100836581.0,Journal,MDPI,English,0.97,32,3.2,34,0.47,46,0.51,11.0,6.0,0.48,12.43,42.0,50.0,0.0,0.0,"Liceaga-Castro, J.U., Siller-Alcalá, I.I., Román, J.D.G.-S. and 1 more (...) (2022).PI Speed Control with Reverse Motion of a Series DC Motor Based on the Noise Reduction Disturbance Observer. Actuators,11(5) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85129398740&origin=resultslist,10.3390/act11050117,Article,Gold|Green,2-s2.0-85129398740,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,15925253300,15130896900,15925253300,-,Mexico,1.0,2207| 2606,Control and Systems Engineering| Control and Optimization,4| 2,Natural Sciences| Engineering & Technology,212| 431,Computer Science & Information Systems| Mathematics,36| 37,Engineering| Physical Sciences,40,Engineering,4008| 4007,"Electrical engineering| Control engineering, mechatronics and robotics",-,Motor Control Systems and Techniques,563,47.22,Control Systems for Permanent Magnet DC Motors,24971,66.568,Very Good,2022.0,6.0,N/A,"Liceaga-Castro, J.U.| Siller-Alcalá, I.I.| Román, J.D.G.-S.| Alcántara-Ramírez, R.A.",Universidad Autónoma Metropolitana,Mexico,0
