Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57657359000,57657359000,"Determinación social de la obesidad, la diabetes y la hipertensión arterial desde las narrativas de mujeres de una comunidad indígena en el sur de Morelos, México","Villanueva Borbolla, M.Á.| Pernia, A.| Campos Rivera, M.",3.0,55457278700| 57657359000| 57201361928,2024.0,2024-06-01,Global Health Promotion,31,2,59-69,-,ISSN-17579759,17800156713.0,Journal,SAGE Publications Ltd,English,0.92,34,3.7,41,0.559,48,15.35,235.0,0.0,0.0,4.14,70.0,70.0,0.0,0.0,"Villanueva Borbolla, M.Á., Pernia, A., Campos Rivera, M. (2024).Determinación social de la obesidad, la diabetes y la hipertensión arterial desde las narrativas de mujeres de una comunidad indígena en el sur de Morelos, México. Global Health Promotion,31(2) 59-69",https://www.scopus.com/record/display.url?eid=2-s2.0-85178438619&origin=resultslist,10.1177/17579759231211232,Article,,2-s2.0-85178438619,38050380,Instituto Nacional de Salud Publica| Universidad Autónoma Metropolitana,505010| 505017,Government| Academic,2.0,60022420| 60014923| 127962126,Instituto Nacional de Salud Publica| Universidad Autónoma Metropolitana| Universidad Autónoma del Estado de Quintana Roo,55457278700,57201361928,57657359000,-,Mexico,1.0,2739,"Public Health, Environmental and Occupational Health",5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,42,Health Sciences,4206,Public health,SDG 3,Childhood Obesity and Nutritional Interventions,765,47.286,Secular Growth Trends in Indigenous Communities,86278,32.415,Definitive,2024.0,0.0,N/A,"Villanueva Borbolla, M.Á.| Pernia, A.| Campos Rivera, M.",Instituto Nacional de Salud Publica| Universidad Autónoma Metropolitana,Mexico,0
