Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57193565741,57193565741,Colloid-polymer mixtures under slit confinement,"Pérez-Ramírez, A.| Figueroa-Gerstenmaier, S.| Odriozola, G.",3.0,57193565741| 6507974746| 6701323124,2017.0,2017-03-14,Journal of Chemical Physics,146,10,-,104903,ISSN-00219606,28134.0,Journal,American Institute of Physics Inc.,English,0.97,31,5.4,12,1.252,13,0.85,21.0,6.0,0.44,11.27,51.0,50.0,0.0,0.0,"Pérez-Ramírez, A., Figueroa-Gerstenmaier, S., Odriozola, G. (2017).Colloid-polymer mixtures under slit confinement. Journal of Chemical Physics,146(10) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85014905162&origin=resultslist,10.1063/1.4977831,Article,,2-s2.0-85014905162,28298099,Universidad de Guanajuato| Universidad Autónoma Metropolitana,505020| 505017,Academic,2.0,60014923| 60033291,Universidad Autónoma Metropolitana| Universidad de Guanajuato,57193565741,6701323124,-,-,Mexico,1.0,1606| 3100,Physical and Theoretical Chemistry| General Physics and Astronomy,4| 2,Natural Sciences| Engineering & Technology,439| 409| 249,Physics & Astronomy| Chemistry| Engineering - Petroleum,37,Physical Sciences,40| 51| 34,Engineering| Physical Sciences| Chemical Sciences,-,-,-,Interactions of Gas Hydrates and Colloidal Particles,605,46.501,Interactions of Polymers and Nanoparticles in Colloidal Systems,18492,54.56,Definitive,2017.0,6.0,N/A,"Pérez-Ramírez, A.| Figueroa-Gerstenmaier, S.| Odriozola, G.",Universidad de Guanajuato| Universidad Autónoma Metropolitana,Mexico,0
