Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57218394110,57218394110,Machine Learning Models for Cancer Type Classification with Unstructured Data,"Alez, E.E.M.G.| Ortiz, J.A.R.| Án, B.A.G.B.",3.0,57218397873| 57220701360| 57218394110,2020.0,2020-01-01,Computacion y Sistemas,24,2,403-411,-,ISSN-14055546,21100223167.0,Journal,Instituto Politecnico Nacional,English,0.46,66,1,73,0.167,79,0.79,24.0,5.0,0.09,11.76,54.0,74.0,0.0,0.0,"Alez, E.E.M.G., Ortiz, J.A.R., Án, B.A.G.B. (2020).Machine Learning Models for Cancer Type Classification with Unstructured Data. Computacion y Sistemas,24(2) 403-411",https://www.scopus.com/record/display.url?eid=2-s2.0-85089081549&origin=resultslist,10.13053/CyS-24-2-3367,Article,,2-s2.0-85089081549,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,57218397873,57218394110,57220701360,-,Mexico,1.0,1700,General Computer Science,2,Engineering & Technology,212,Computer Science & Information Systems,38,Computer Science,46,Information And Computing Sciences,4602| 4605| 4603,Artificial intelligence| Data management and data science| Computer vision and multimedia computation,SDG 3,Social Prescribing and Quality in Health Services,1463,5.232,Enhancing Patient Care through Nursing and Quality Improvement,31323,24.213,Defensible,2020.0,5.0,N/A,"Alez, E.E.M.G.| Ortiz, J.A.R.| Án, B.A.G.B.",Universidad Autónoma Metropolitana,Mexico,0
