Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57212876739,57212876739,Accessibility in the area of health: A review of children with disabilities in Brazil- Peru-Colombia,"Dos Santos, D.B.C.| Vázquez-Ramos, V.| Da Costa Cunha Oliveira, C.| López-Arellano, O.",4.0,57212878613| 57212876739| 58552884600| 55989668100,2019.0,2019-01-01,"Revista Latinoamericana de Ciencias Sociales, Ninez y Juventud",17,2,1-20,-,ISSN-1692715X,21100940999.0,Journal,Revista Latinoamericana de Ciencias Sociales,Spanish,-,-,0.1,88,-,-,1.31,65.0,12.0,0.89,6.77,36.0,32.0,0.0,0.0,"Dos Santos, D.B.C., Vázquez-Ramos, V., Da Costa Cunha Oliveira, C. and 1 more (...) (2019).Accessibility in the area of health: A review of children with disabilities in Brazil- Peru-Colombia. Revista Latinoamericana de Ciencias Sociales, Ninez y Juventud,17(2) 1-20",https://www.scopus.com/record/display.url?eid=2-s2.0-85077438555&origin=resultslist,10.11600/1692715x.17206,Article,Gold|Green,2-s2.0-85077438555,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,123730904| 60014923,Universidad Tiradentes| Universidad Autónoma Metropolitana,57212878613,55989668100,-,-,Mexico| Brazil,2.0,3204| 3300,Developmental and Educational Psychology| General Social Sciences,3,Social Sciences & Management,541,Psychology,40| 39,Social Sciences| Psychology,44| 39| 52,Human Society| Education| Psychology,4402| 3903| 5201,Criminology| Education systems| Applied and developmental psychology,SDG 3,"Intersections of Education, Territory, and Trafficking",748,17.528,Democratic Management in Brazilian Public Education,71298,27.383,Defensible,2019.0,12.0,N/A,"Dos Santos, D.B.C.| Vázquez-Ramos, V.| Da Costa Cunha Oliveira, C.| López-Arellano, O.",Universidad Autónoma Metropolitana,Mexico| Brazil,0
