Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
59184957300,59184957300,Transparency and access to information in the Escazu agreement: scope and challenges for environmental justice in Mexico,"Barrera, Y.H.",1.0,59184957300,2024.0,2024-07-01,Estudios en Derecho a la Informacion,2024,18,235-263,-,ISSN-26832038,21101251521.0,Journal,Universidad Nacional Autonoma de Mexico,Spanish,0.21,86,0.2,87,0.111,91,2.92,64.0,1.0,0.28,3.58,56.0,58.0,0.0,0.0,"Barrera, Y.H. (2024).Transparency and access to information in the Escazu agreement: scope and challenges for environmental justice in Mexico. Estudios en Derecho a la Informacion,2024(18) 235-263",https://www.scopus.com/record/display.url?eid=2-s2.0-85196743275&origin=resultslist,10.22201/iij.25940082e.2024.18.18248,Article,Gold|Green,2-s2.0-85196743275,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,-,-,59184957300,59184957300,Mexico,1.0,3304| 3308| 3312| 3321,Education| Law| Sociology and Political Science| Public Administration,3,Social Sciences & Management,328| 342| 348| 340| 318,Law and Legal Studies| Sociology| Social Policy & Administration| Politics & International Studies| Education & Training,42| 40| 41,Law| Social Sciences| Education Studies,-,-,-,-,SDG 16,-,-,-,-,-,-,-,2024.0,1.0,N/A,"Barrera, Y.H.",Universidad Autónoma Metropolitana,Mexico,0
