Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57463361800,57463361800,CO2 capture on HKUST-1@lignin biocomposite,"López-Monreal, B.A.| Loera-Serna, S.",2.0,57463361800| 55818896000,2022.0,2022-06-01,MRS Advances,7,23-24,504-507,-,ISSN-20598521,21100849700.0,Journal,Springer Nature,English,0.25,82,1.5,69,0.246,69,0.74,19.0,4.0,0.21,14.01,51.0,68.0,0.0,0.0,"López-Monreal, B.A., Loera-Serna, S. (2022).CO2 capture on HKUST-1@lignin biocomposite. MRS Advances,7(23-24) 504-507",https://www.scopus.com/record/display.url?eid=2-s2.0-85125038077&origin=resultslist,10.1557/s43580-022-00239-w,Article,,2-s2.0-85125038077,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,57463361800,55818896000,55818896000,-,Mexico,1.0,2210| 2211| 2500| 3104,Mechanical Engineering| Mechanics of Materials| General Materials Science| Condensed Matter Physics,4| 2,Natural Sciences| Engineering & Technology,439| 222| 433,Physics & Astronomy| Engineering - Mechanical| Materials Science,36| 37,Engineering| Physical Sciences,40| 34,Engineering| Chemical Sciences,4016| 3403| 4018,Materials engineering| Macromolecular and materials chemistry| Nanotechnology,SDG 13,Lignin and Cellulose in Plant Material Applications,954,77.24,Lignin-Based Nanoparticles in Biopolymer Applications,1662,99.741,Very Good,2022.0,4.0,N/A,"López-Monreal, B.A.| Loera-Serna, S.",Universidad Autónoma Metropolitana,Mexico,0
