Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57190177995,57190177995,An evolutionary-based approach for dealing with numerical and categorical attributes in ILP,"Muñoz-Texzocotetla, O.| MacKinney-Romero, R.",2.0,57190177995| 6507679776,2019.0,2019-11-01,Computational Intelligence,35,4,827-857,-,ISSN-08247935,23737.0,Journal,Blackwell Publishing Inc.,English,0.66,53,2.1,43,0.339,59,0.61,15.0,0.0,0.0,10.86,82.0,75.0,0.0,0.0,"Muñoz-Texzocotetla, O., MacKinney-Romero, R. (2019).An evolutionary-based approach for dealing with numerical and categorical attributes in ILP. Computational Intelligence,35(4) 827-857",https://www.scopus.com/record/display.url?eid=2-s2.0-85066065840&origin=resultslist,10.1111/coin.12215,Article,,2-s2.0-85066065840,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,57190177995,6507679776,57190177995,-,Mexico,1.0,1702| 2605,Artificial Intelligence| Computational Mathematics,4| 2,Natural Sciences| Engineering & Technology,212| 431| 213,Computer Science & Information Systems| Mathematics| Data Science,38| 37,Computer Science| Physical Sciences,46,Information And Computing Sciences,-,-,-,Collaborative Edge Computing for Task Offloading,138,89.078,Inductive Logic Programming in Relational Data Mining,6393,66.608,Definitive,2019.0,0.0,N/A,"Muñoz-Texzocotetla, O.| MacKinney-Romero, R.",Universidad Autónoma Metropolitana,Mexico,0
