Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57217034017,57217034017,"Institutions and politics of Mexico's city public health, from the colony to the porfiriato","Córdoba-Flores, C.",1.0,57217034017,2020.0,2020-08-01,HiSTOReLo,12,24,76-108,-,ISSN-2145132X,21100829925.0,Journal,Universidad Nacional de Colombia,Spanish,0.53,62,0.2,58,0.128,46,2.71,38.0,2.0,0.59,3.36,68.0,42.0,0.0,0.0,"Córdoba-Flores, C. (2020).Institutions and politics of Mexico's city public health, from the colony to the porfiriato. HiSTOReLo,12(24) 76-108",https://www.scopus.com/record/display.url?eid=2-s2.0-85085884905&origin=resultslist,10.15446/HISTORELO.V12N24.80770,Article,Gold|Green,2-s2.0-85085884905,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,-,-,57217034017,57217034017,Mexico,1.0,1202| 3001| 3301| 3316,"History| Pharmacology, Toxicology and Pharmaceutics (miscellaneous)| Social Sciences (miscellaneous)| Cultural Studies",3| 1| 5,Social Sciences & Management| Arts & Humanities| Life Sciences & Medicine,311| 126| 537,Communication & Media Studies| History| Pharmacy & Pharmacology,33| 34| 40,Arts and Humanities| Medical and Health| Social Sciences,44| 38,Human Society| Economics,4402| 3801| 4401,Criminology| Applied economics| Anthropology,SDG 1,Cultural Dynamics and Social Integration in Latin America,1456,4.709,Social Dynamics and Crime in Nineteenth-Century Mexico,33411,31.9,Very Good,2020.0,2.0,N/A,"Córdoba-Flores, C.",Universidad Autónoma Metropolitana,Mexico,0
