Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57213165546,57213165546,Revaluation of wastes generated in agroindustry in guanajuato applying principles of industrial ecology,"Solís Jiménez, E.M.Á.| Cervantes, G.| Turpin Marion, S.",3.0,57213165546| 56986008200| 14420597100,2019.0,2019-01-01,Revista Internacional de Contaminacion Ambiental,35,2,41-54,-,ISSN-01884999,25279.0,Journal,"Centro de Ciencias de la Atmosfera, UNAM",Spanish,0.34,76,0.6,81,0.19,77,2.96,172.0,0.0,0.0,18.44,82.0,75.0,0.0,0.0,"Solís Jiménez, E.M.Á., Cervantes, G., Turpin Marion, S. (2019).Revaluation of wastes generated in agroindustry in guanajuato applying principles of industrial ecology. Revista Internacional de Contaminacion Ambiental,35(2) 41-54",https://www.scopus.com/record/display.url?eid=2-s2.0-85077553671&origin=resultslist,10.20937/RICA.2019.35.esp02.05,Article,Gold|Green,2-s2.0-85077553671,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193| 60014923| 60001208,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma Metropolitana| Universidad de la Salle Bajío,57213165546,14420597100,14420597100,-,Mexico,1.0,2310| 2311,Pollution| Waste Management and Disposal,3,Social Sciences & Management,424,Environmental Sciences,37,Physical Sciences,41| 40,Environmental Sciences| Engineering,4104| 4105| 4004,Environmental management| Pollution and contamination| Chemical engineering,SDG 7| SDG 9| SDG 12,Circular Economy and Life Cycle Assessment Integration,426,98.692,Industrial Ecology and Sustainable Development Frameworks,4145,96.872,Definitive,2019.0,0.0,N/A,"Solís Jiménez, E.M.Á.| Cervantes, G.| Turpin Marion, S.",Universidad Autónoma Metropolitana,Mexico,0
