Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
59201754900,59201754900,"Tezcalera, a traditional agricultural system that promotes native wild and agrestal germplasm conservation","Arzate-Camacho, A.| López-Patiño, E.J.| Vázquez-Madariaga, C.| Madariaga-Vázquez, A.| Rendón-Aguilar, B.",5.0,59201754900| 57960424200| 59202429100| 59202878500| 55999026900,2024.0,2024-07-01,Botanical Sciences,102,3,878-897,-,ISSN-20074298,21100244622.0,Journal,"Sociedad Botanica de Mexico, A.C",English,0.62,54,2,57,0.306,57,0.54,6.0,0.0,0.0,5.37,70.0,70.0,0.0,0.0,"Arzate-Camacho, A., López-Patiño, E.J., Vázquez-Madariaga, C. and 2 more (...) (2024).Tezcalera, a traditional agricultural system that promotes native wild and agrestal germplasm conservation. Botanical Sciences,102(3) 878-897",https://www.scopus.com/record/display.url?eid=2-s2.0-85197401298&origin=resultslist,10.17129/botsci.3422,Article,Gold|Green,2-s2.0-85197401298,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 131418651| 131419278,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Nación Verde AC| Local collaborator of Zumpahuacán,59201754900,55999026900,55999026900,-,Mexico,1.0,1110,Plant Science,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,30| 31,"Agricultural, Veterinary And Food Sciences| Biological Sciences",3007| 3108| 3103,Forestry sciences| Plant biology| Ecology,SDG 2| SDG 15,Diversity and Interactions in Forest Ecosystems,357,79.856,Ecological Restoration Strategies in Tropical Forests,7889,92.131,Definitive,2024.0,0.0,N/A,"Arzate-Camacho, A.| López-Patiño, E.J.| Vázquez-Madariaga, C.| Madariaga-Vázquez, A.| Rendón-Aguilar, B.",Universidad Autónoma Metropolitana,Mexico,0
