Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58576315900,58576315900,Institutional environment and bottled water market in Mexico during Covid-19 times,"Contreras, D.M.| Gutiérrez, J.H.",2.0,58155843800| 58576315900,2023.0,2023-01-01,Agua y Territorio,-,23,-,e6531,ISSN-23408472,21101063015.0,Journal,Universidad de Jaen,Spanish,1.12,22,0.5,34,0.25,16,1.31,22.0,1.0,0.32,3.13,65.0,59.0,0.0,0.0,"Contreras, D.M., Gutiérrez, J.H. (2023).Institutional environment and bottled water market in Mexico during Covid-19 times. Agua y Territorio,(23) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85171155987&origin=resultslist,10.17561/at.23.6531,Article,Gold|Green,2-s2.0-85171155987,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,58155843800,58576315900,-,-,Mexico,1.0,1201| 1202| 2001| 3305,"Arts and Humanities (miscellaneous)| History| Economics, Econometrics and Finance (miscellaneous)| Geography, Planning and Development",3| 1,Social Sciences & Management| Arts & Humanities,317| 126| 425,Economics & Econometrics| History| Geography,35| 33| 40,Business and Economics| Arts and Humanities| Social Sciences,-,-,-,-,SDG 3| SDG 6,Groundwater Quality and Resource Management Insights,379,89.797,Consumer Perceptions and Water Quality Dynamics,29911,85.322,Defensible,2023.0,1.0,N/A,"Contreras, D.M.| Gutiérrez, J.H.",Universidad Autónoma Metropolitana,Mexico,0
