Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58509615600,58509615600,Civilizational Crisis Without Crisis of Capitalism and covid-19,"Urtuzuástegui, J.V.",1.0,58509615600,2023.0,2023-07-01,Cuadernos de Geografia: Revista Colombiana de Geografia,32,2,262-279,-,ISSN-0121215X,21100897722.0,Journal,Universidad Nacional de Colombia,Spanish,0.54,60,0.7,81,0.16,83,1.13,25.0,0.0,0.0,9.19,77.0,77.0,0.0,0.0,"Urtuzuástegui, J.V. (2023).Civilizational Crisis Without Crisis of Capitalism and covid-19. Cuadernos de Geografia: Revista Colombiana de Geografia,32(2) 262-279",https://www.scopus.com/record/display.url?eid=2-s2.0-85166029364&origin=resultslist,10.15446/rcdg.v32n2.103993,Article,Gold|Green,2-s2.0-85166029364,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,-,-,58509615600,58509615600,Mexico,1.0,1901| 2301| 3305,"Earth and Planetary Sciences (miscellaneous)| Environmental Science (miscellaneous)| Geography, Planning and Development",2| 3| 4,Engineering & Technology| Social Sciences & Management| Natural Sciences,450| 249| 416| 424| 425| 451,Geology| Engineering - Petroleum| Earth & Marine Sciences| Environmental Sciences| Geography| Geophysics,40| 37,Social Sciences| Physical Sciences,44| 37| 33,Human Society| Earth Sciences| Built Environment And Design,3709| 4406| 3304,Physical geography and environmental geoscience| Human geography| Urban and regional planning,-,Criminal Justice and Social Dynamics in Criminology,142,74.559,Mental Health Impacts of Solitary Confinement,23807,66.862,Other,2023.0,0.0,N/A,"Urtuzuástegui, J.V.",Universidad Autónoma Metropolitana,Mexico,0
