Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57207835331,57207835331,Production and spatial organization of old and ‘new’ inequalities in Quito,"Carrión, F.| Pinto, J.P.",2.0,8731797200| 57207835331,2019.0,2019-01-01,Andamios,16,39,101-125,-,ISSN-18700063,12100155723.0,Journal,Universidad Nacional Autonoma de Mexico,Spanish,0.31,78,0.2,54,0.112,79,0.59,23.0,4.0,1.03,2.92,57.0,28.0,0.0,0.0,"Carrión, F., Pinto, J.P. (2019).Production and spatial organization of old and ‘new’ inequalities in Quito. Andamios,16(39) 101-125",https://www.scopus.com/record/display.url?eid=2-s2.0-85063012667&origin=resultslist,10.29092/uacm.v16i39.676,Article,Gold,2-s2.0-85063012667,-,Universidad Autónoma Metropolitana| Universidad de Buenos Aires,505017| 601004,Academic,2.0,60001563| 60010210,Universidad de Buenos Aires| Universidad Autónoma Metropolitana Unidad Xochimilco,8731797200,57207835331,-,-,Ecuador| Mexico,2.0,1200| 3300,General Arts and Humanities| General Social Sciences,1| 3,Arts & Humanities| Social Sciences & Management,-,-,33| 40,Arts and Humanities| Social Sciences,44| 50,Human Society| Philosophy And Religious Studies,4401| 4408| 5003,Anthropology| Political science| Philosophy,-,Financialization and Land Rights in Urban Development,1402,35.579,Urban Segregation and Social Dynamics in Chile,6514,82.55,Defensible,2019.0,4.0,N/A,"Carrión, F.| Pinto, J.P.",Universidad Autónoma Metropolitana| Universidad de Buenos Aires,Ecuador| Mexico,0
