Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57207774063,57207774063,Formation of small clusters of NaCl dihydrate in the gas phase,"García, J.-J.| Hernández-Esparza, R.| Vargas, R.| Tiznado, W.| Garza, J.",5.0,57207774063| 56587874900| 55989742600| 6507292367| 57204698538,2019.0,2019-01-01,New Journal of Chemistry,43,11,4342-4348,-,ISSN-11440546,24824.0,Journal,Royal Society of Chemistry,English,0.76,46,4.7,19,0.712,22,0.44,16.0,22.0,0.72,16.76,23.0,38.0,0.0,0.0,"García, J.-J., Hernández-Esparza, R., Vargas, R. and 2 more (...) (2019).Formation of small clusters of NaCl dihydrate in the gas phase. New Journal of Chemistry,43(11) 4342-4348",https://www.scopus.com/record/display.url?eid=2-s2.0-85062888368&origin=resultslist,10.1039/c8nj06315j,Article,,2-s2.0-85062888368,-,Universidad Andrés Bello| Universidad Autónoma Metropolitana,603010| 505017,Academic,2.0,60028381| 60002636,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Andrés Bello,57207774063,57204698538,57204698538,-,Chile| Mexico,2.0,1503| 1600| 2505,Catalysis| General Chemistry| Materials Chemistry,4| 2,Natural Sciences| Engineering & Technology,249| 219| 409| 433,Engineering - Petroleum| Engineering - Chemical| Chemistry| Materials Science,37| 36,Physical Sciences| Engineering,34,Chemical Sciences,-,-,-,Molecular Dynamics and Hydrogen Bonding in Water,191,75.474,Hydration Dynamics and Structural Insights in Aqueous Solutions,7508,80.156,Defensible,2019.0,22.0,N/A,"García, J.-J.| Hernández-Esparza, R.| Vargas, R.| Tiznado, W.| Garza, J.",Universidad Andrés Bello| Universidad Autónoma Metropolitana,Chile| Mexico,0
