Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58097827400,58097827400,Finite element method as an alternative to study the electronic structure of confined atoms,"García-Miranda, J.-J.| Vargas, R.| Garza, J.",3.0,58097827400| 55989742600| 57204698538,2023.0,2023-09-01,Physical Review E,108,3,-,035302,ISSN-24700045,21100855841.0,Journal,American Physical Society,English,0.87,35,4.5,14,0.805,22,0.85,11.0,7.0,0.96,7.29,31.0,30.0,0.0,0.0,"García-Miranda, J.-J., Vargas, R., Garza, J. (2023).Finite element method as an alternative to study the electronic structure of confined atoms. Physical Review E,108(3) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85172939966&origin=resultslist,10.1103/PhysRevE.108.035302,Article,,2-s2.0-85172939966,37849191,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,58097827400,57204698538,-,-,Mexico,1.0,2613| 3104| 3109,Statistics and Probability| Condensed Matter Physics| Statistical and Nonlinear Physics,2| 4,Engineering & Technology| Natural Sciences,439| 344| 431| 213,Physics & Astronomy| Statistics & Operational Research| Mathematics| Data Science,37,Physical Sciences,49| 40| 51,Mathematical Sciences| Engineering| Physical Sciences,-,-,-,Quantum Well Structures in Silicon Devices,239,33.028,Quantum Confinement Effects in Atomic Systems,30014,68.41,Definitive,2023.0,7.0,N/A,"García-Miranda, J.-J.| Vargas, R.| Garza, J.",Universidad Autónoma Metropolitana,Mexico,0
