Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57015365500,57015365500,Upscaling diffusion and reaction processes in multicellular systems considering different cell populations,"Santos-Sánchez, R.D.L.| Valdés-Parada, F.J.| Chirinoz, Y.I.",3.0,57015365500| 35615110000| 57015663200,2016.0,2016-03-13,Chemical Engineering Science,142,-,144-164,-,ISSN-00092509,16413.0,Journal,Elsevier Ltd,English,1.45,13,5.3,9,1.039,11,0.78,29.0,13.0,0.6,9.99,36.0,42.0,0.0,0.0,"Santos-Sánchez, R.D.L., Valdés-Parada, F.J., Chirinoz, Y.I. (2016).Upscaling diffusion and reaction processes in multicellular systems considering different cell populations. Chemical Engineering Science,142144-164",https://www.scopus.com/record/display.url?eid=2-s2.0-84951018182&origin=resultslist,10.1016/j.ces.2015.11.031,Article,,2-s2.0-84951018182,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60028381| 60032442| 60005058,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Nacional Autónoma de México| Facultad de Estudios Superiores Iztacala,57015365500,57015663200,35615110000,-,Mexico,1.0,1500| 1600| 2209,General Chemical Engineering| General Chemistry| Industrial and Manufacturing Engineering,4| 2,Natural Sciences| Engineering & Technology,219| 222| 409,Engineering - Chemical| Engineering - Mechanical| Chemistry,37| 36,Physical Sciences| Engineering,40,Engineering,4004,Chemical engineering,-,Magnetohydrodynamic Effects in Heat Transfer Systems,119,94.637,Transport Phenomena in Porous Media Dynamics,24106,53.881,Very Good,2016.0,13.0,N/A,"Santos-Sánchez, R.D.L.| Valdés-Parada, F.J.| Chirinoz, Y.I.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
