Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
56677834300,56677834300,An Intelligent Approach for Predicting Stock Market Movements in Emerging Markets Using Optimized Technical Indicators and Neural Networks,"Sagaceta-Mejía, A.R.| Sánchez-Gutiérrez, M.E.| Fresán-Figueroa, J.A.",3.0,56677834300| 55900532500| 57200334813,2024.0,2024-01-01,Economics,18,1,-,-,ISSN-18646042,5800197592.0,Journal,Walter de Gruyter GmbH,English,0.79,42,1.3,59,0.342,45,0.56,19.0,3.0,0.83,3.64,38.0,34.0,0.0,0.0,"Sagaceta-Mejía, A.R., Sánchez-Gutiérrez, M.E., Fresán-Figueroa, J.A. (2024).An Intelligent Approach for Predicting Stock Market Movements in Emerging Markets Using Optimized Technical Indicators and Neural Networks. Economics,18(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85188782582&origin=resultslist,10.1515/econ-2022-0073,Article,Gold,2-s2.0-85188782582,-,Universidad Autónoma Metropolitana| Universidad Autonoma de la Ciudad de Mexico| Universidad Iberoamericana (UIA),505017| 708454| 702731,Academic,3.0,60094425| 60011923| 60024080,Universidad Autónoma de la Ciudad de México| Universidad Iberoamericana| Universidad Autónoma Metropolitana Unidad Cuajimalpa,56677834300,57200334813,55900532500,-,Mexico,1.0,2000,"General Economics,Econometrics and Finance",3,Social Sciences & Management,317,Economics & Econometrics,35,Business and Economics,38,Economics,3801,Applied economics,-,Machine Learning Applications in Transport and Commerce,518,93.918,Machine Learning Techniques in Stock Market Prediction,2821,99.785,Definitive,2024.0,3.0,N/A,"Sagaceta-Mejía, A.R.| Sánchez-Gutiérrez, M.E.| Fresán-Figueroa, J.A.",Universidad Autónoma Metropolitana| Universidad Autonoma de la Ciudad de Mexico| Universidad Iberoamericana (UIA),Mexico,0
56677834300,56677834300,On the kinetic foundations of Kaluza's magnetohydrodynamics,"Sandoval-Villalbazo, A.| Sagaceta-Mejía, A.R.| García-Perciante, A.L.",3.0,55993709200| 56677834300| 16174984400,2015.0,2015-06-01,Journal of Non-Equilibrium Thermodynamics,40,2,93-101,-,ISSN-03400204,13784.0,Journal,Walter de Gruyter GmbH,English,1.07,25,2.6,37,0.628,29,0.4,16.0,2.0,0.17,11.72,66.0,63.0,0.0,0.0,"Sandoval-Villalbazo, A., Sagaceta-Mejía, A.R., García-Perciante, A.L. (2015).On the kinetic foundations of Kaluza's magnetohydrodynamics. Journal of Non-Equilibrium Thermodynamics,40(2) 93-101",https://www.scopus.com/record/display.url?eid=2-s2.0-84930816192&origin=resultslist,10.1515/jnet-2014-0038,Article,,2-s2.0-84930816192,-,Universidad Autónoma Metropolitana| Universidad Iberoamericana (UIA),505017| 702731,Academic,2.0,60011923| 60024080,Universidad Iberoamericana| Universidad Autónoma Metropolitana Unidad Cuajimalpa,55993709200,16174984400,-,-,Mexico,1.0,1600| 3100,General Chemistry| General Physics and Astronomy,4,Natural Sciences,409| 439,Chemistry| Physics & Astronomy,37,Physical Sciences,40,Engineering,4012,Fluid mechanics and thermal engineering,-,Quark Gluon Plasma and Phase Transitions,175,57.619,Viscosity Dynamics in Quark-Gluon Plasma,11509,87.496,Definitive,2015.0,2.0,N/A,"Sandoval-Villalbazo, A.| Sagaceta-Mejía, A.R.| García-Perciante, A.L.",Universidad Autónoma Metropolitana| Universidad Iberoamericana (UIA),Mexico,0
56677834300,56677834300,Thermoelectric and Thermomagnetic Effects in Kaluza's Kinetic Theory,"Sagaceta-Mejiá, A.R.| Sandoval-Villalbazo, A.| Garciá-Perciante, A.L.",3.0,56677834300| 55993709200| 16174984400,2017.0,2017-10-26,Journal of Non-Equilibrium Thermodynamics,42,4,387-395,-,ISSN-03400204,13784.0,Journal,Walter de Gruyter GmbH,English,1.06,26,3.1,34,0.591,32,0.53,16.0,0.0,0.0,13.18,82.0,72.0,0.0,0.0,"Sagaceta-Mejiá, A.R., Sandoval-Villalbazo, A., Garciá-Perciante, A.L. (2017).Thermoelectric and Thermomagnetic Effects in Kaluza's Kinetic Theory. Journal of Non-Equilibrium Thermodynamics,42(4) 387-395",https://www.scopus.com/record/display.url?eid=2-s2.0-85030974021&origin=resultslist,10.1515/jnet-2017-0017,Article,Green,2-s2.0-85030974021,-,Universidad Autónoma Metropolitana| Universidad Iberoamericana (UIA),505017| 702731,Academic,2.0,60024080| 60011923,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Iberoamericana,56677834300,16174984400,16174984400,-,Mexico,1.0,1600| 3100,General Chemistry| General Physics and Astronomy,4,Natural Sciences,439| 409,Physics & Astronomy| Chemistry,37,Physical Sciences,40,Engineering,4012,Fluid mechanics and thermal engineering,-,Quark Gluon Plasma and Phase Transitions,175,57.619,Viscosity Dynamics in Quark-Gluon Plasma,11509,87.496,Definitive,2017.0,0.0,N/A,"Sagaceta-Mejiá, A.R.| Sandoval-Villalbazo, A.| Garciá-Perciante, A.L.",Universidad Autónoma Metropolitana| Universidad Iberoamericana (UIA),Mexico,0
