Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
56091110900,56091110900,Spatial pattern of distribution and reproductive strategy of vermiculate electric-rays Narcine vermiculatus,"Torres-Huerta, A.M.| Cruz-Martínez, A.| Ramírez-Chávez, E.J.",3.0,36971948500| 56091110900| 57195482127,2021.0,2021-08-01,Journal of Fish Biology,99,2,437-449,-,ISSN-00221112,22560.0,Journal,John Wiley and Sons Inc,English,0.92,36,3.4,34,0.609,34,0.28,6.0,3.0,0.22,9.07,60.0,66.0,0.0,0.0,"Torres-Huerta, A.M., Cruz-Martínez, A., Ramírez-Chávez, E.J. (2021).Spatial pattern of distribution and reproductive strategy of vermiculate electric-rays Narcine vermiculatus. Journal of Fish Biology,99(2) 437-449",https://www.scopus.com/record/display.url?eid=2-s2.0-85106266665&origin=resultslist,10.1111/jfb.14735,Article,,2-s2.0-85106266665,33759180,Universidad del Mar| Universidad Autónoma Metropolitana,715579| 505017,Academic,2.0,60023058| 60112837,"Universidad del Mar, Puerto Ángel| Universidad Autónoma Metropolitana-Lerma",36971948500,57195482127,57195482127,-,Mexico,1.0,1104| 1105,"Aquatic Science| Ecology, Evolution, Behavior and Systematics",5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,30| 31,"Agricultural, Veterinary And Food Sciences| Biological Sciences",3109| 3103| 3005,Zoology| Ecology| Fisheries sciences,-,Conservation Strategies for Endangered Marine Species,1327,28.45,Conservation Strategies for Shark Populations and Fisheries,627,97.329,Very Good,2021.0,3.0,N/A,"Torres-Huerta, A.M.| Cruz-Martínez, A.| Ramírez-Chávez, E.J.",Universidad del Mar| Universidad Autónoma Metropolitana,Mexico,0
