Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58872330100,58872330100,"Sounds of the Border, Down Mexico Way: The formation of the imaginaries about Tijuana in its musical resonance from 1930 to 1941","Díaz Rodríguez, A.G.| Bonilla, R.G.",2.0,58872330000| 58872330100,2024.0,2024-02-01,Mexican Studies - Estudios Mexicanos,40,1,100-130,-,ISSN-07429797,16254.0,Journal,University of California Press,Spanish,0.79,43,0.7,27,0.182,31,0.24,2.0,0.0,0.0,0.98,70.0,70.0,0.0,0.0,"Díaz Rodríguez, A.G., Bonilla, R.G. (2024).Sounds of the Border, Down Mexico Way: The formation of the imaginaries about Tijuana in its musical resonance from 1930 to 1941. Mexican Studies - Estudios Mexicanos,40(1) 100-130",https://www.scopus.com/record/display.url?eid=2-s2.0-85184514957&origin=resultslist,10.1525/msem.2024.40.1.100,Article,,2-s2.0-85184514957,-,Universidad Autonoma de Baja California| Universidad Autónoma Metropolitana,505046| 505017,Academic,2.0,60005618| 60014923,Universidad Autónoma de Baja California| Universidad Autónoma Metropolitana,58872330000,58872330100,-,-,Mexico,1.0,1202| 3316,History| Cultural Studies,1| 3,Arts & Humanities| Social Sciences & Management,126| 311,History| Communication & Media Studies,33| 40,Arts and Humanities| Social Sciences,43,"History, Heritage And Archaeology",4303,Historical studies,-,Cultural Dynamics in Television and Media,1153,15.043,Cultural Citizenship and Structure of Feeling in Democracy,53523,44.145,Defensible,2024.0,0.0,N/A,"Díaz Rodríguez, A.G.| Bonilla, R.G.",Universidad Autonoma de Baja California| Universidad Autónoma Metropolitana,Mexico,0
