Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57203726763,57203726763,Equivalence relation between Widgets for GUIs in mobile applications,"Ceballos, D.E.V.| Rubio, E.H.| Viveros, A.M.",3.0,57203726763| 57217262055| 55803410800,2018.0,2018-07-01,IEEE Latin America Transactions,16,7,2007-2012,8447369,ISSN-15480992,19700181218.0,Journal,IEEE Computer Society,Spanish,0.7,50,1.7,43,0.337,36,1.55,42.0,2.0,0.09,10.59,68.0,72.0,0.0,0.0,"Ceballos, D.E.V., Rubio, E.H., Viveros, A.M. (2018).Equivalence relation between Widgets for GUIs in mobile applications. IEEE Latin America Transactions,16(7) 2007-2012",https://www.scopus.com/record/display.url?eid=2-s2.0-85051661777&origin=resultslist,10.1109/TLA.2018.8447369,Article,,2-s2.0-85051661777,-,Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505002| 505017| 505011,Academic| Government,3.0,60014923| 60019176| 60017323,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional,57203726763,55803410800,-,-,Mexico,1.0,1700| 2208,General Computer Science| Electrical and Electronic Engineering,2,Engineering & Technology,221| 249| 212,Engineering - Electrical & Electronic| Engineering - Petroleum| Computer Science & Information Systems,38| 36,Computer Science| Engineering,40,Engineering,-,-,-,Health Impacts of Climate Change and Ergonomics,381,90.582,Mobile Devices in Visual Display Optimization,62543,21.108,Defensible,2018.0,2.0,N/A,"Ceballos, D.E.V.| Rubio, E.H.| Viveros, A.M.",Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,Mexico,0
