Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58894194300,58894194300,Application of the SeDeM system for the preparation of antiparasitic tablets from mesquite flour for use in sheep,"Cazares-Solis, A.C.| Rodríguez-Guerrero, V.| Castañeda Hernández, O.| Melgoza Contreras, L.M.",4.0,58894194300| 25230525600| 57222547813| 7801520196,2024.0,2024-03-01,Tropical Animal Health and Production,56,2,-,81,ISSN-00494747,18937.0,Journal,Springer Science and Business Media B.V.,English,0.86,38,3.6,23,0.511,28,0.62,7.0,0.0,0.0,3.32,70.0,70.0,0.0,0.0,"Cazares-Solis, A.C., Rodríguez-Guerrero, V., Castañeda Hernández, O. and 1 more (...) (2024).Application of the SeDeM system for the preparation of antiparasitic tablets from mesquite flour for use in sheep. Tropical Animal Health and Production,56(2) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85185410398&origin=resultslist,10.1007/s11250-024-03926-y,Article,,2-s2.0-85185410398,38368294,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,58894194300,7801520196,7801520196,-,Mexico,1.0,1103| 3403,Animal Science and Zoology| Food Animals,5,Life Sciences & Medicine,546| 502,Veterinary Science| Agriculture & Forestry,32,Life Sciences,30,"Agricultural, Veterinary And Food Sciences",3009| 3003,Veterinary sciences| Animal production,SDG 9,Innovative Drug Delivery Systems for Enhanced Absorption,147,89.47,Formulation and Design of Fast Dissolving Tablets,7064,74.84,Definitive,2024.0,0.0,N/A,"Cazares-Solis, A.C.| Rodríguez-Guerrero, V.| Castañeda Hernández, O.| Melgoza Contreras, L.M.",Universidad Autónoma Metropolitana,Mexico,0
