Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57224809226,57224809226,Interaction rituals for understanding effectiveness schools. A case study in Mexico,"Valenti Nigrini, G.| Briseño Fabián, L.P.",2.0,57224814732| 57224809226,2020.0,2020-07-01,Perfiles Latinoamericanos,28,56,299-323,-,ISSN-01887653,5600153356.0,Journal,Flacso Mexico,Spanish,0.66,53,0.7,58,0.15,74,0.04,6.0,1.0,0.0,7.27,74.0,78.0,0.0,0.0,"Valenti Nigrini, G., Briseño Fabián, L.P. (2020).Interaction rituals for understanding effectiveness schools. A case study in Mexico. Perfiles Latinoamericanos,28(56) 299-323",https://www.scopus.com/record/display.url?eid=2-s2.0-85108324337&origin=resultslist,10.18504/pl2856-012-2020,Article,Gold|Green,2-s2.0-85108324337,-,FLACSO México| Universidad Autónoma Metropolitana| Universidad Iberoamericana (UIA),719171| 505017| 702731,Academic,3.0,60011923| 60010210| 60094761| 60014923,Universidad Iberoamericana| Universidad Autónoma Metropolitana Unidad Xochimilco| FLACSO México| Universidad Autónoma Metropolitana,57224814732,57224809226,-,-,Mexico,1.0,3312,Sociology and Political Science,3,Social Sciences & Management,342,Sociology,40,Social Sciences,44,Human Society,4407| 4408| 4404,Policy and administration| Political science| Development studies,-,Interpersonal Relations and Mental Health in Youth,1004,76.848,Conflict Resolution and Coexistence in Education,39888,61.466,Very Good,2020.0,1.0,N/A,"Valenti Nigrini, G.| Briseño Fabián, L.P.",FLACSO México| Universidad Autónoma Metropolitana| Universidad Iberoamericana (UIA),Mexico,0
