Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
59316415000,59316415000,Morphological imaging biomarkers in the hippocampus for the detection of mild cognitive impairment,"Aguirre, E.P.| Guzmán, D.T.| Bañuelos, V.M.| Morales, E.B.",4.0,59316415000| 58847075700| 59316132200| 57214844851,2024.0,2024-01-01,Revista Cubana de Investigaciones Biomedicas,43,-,-,e2250,ISSN-08640300,13562.0,Journal,Editorial Ciencias Medicas,Spanish,0.19,87,0.4,79,0.121,94,2.03,18.0,0.0,0.0,4.0,70.0,70.0,0.0,0.0,"Aguirre, E.P., Guzmán, D.T., Bañuelos, V.M. and 1 more (...) (2024).Morphological imaging biomarkers in the hippocampus for the detection of mild cognitive impairment. Revista Cubana de Investigaciones Biomedicas,43",https://www.scopus.com/record/display.url?eid=2-s2.0-85203301437&origin=resultslist,-,Article,,2-s2.0-85203301437,-,Universidad Autónoma Metropolitana| Universidad Anáhuac| Universidad Nacional Autónoma de México,505017| 702750| 505023,Academic,3.0,60014923| 60032442| 60016609,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México| Universidad del Mayab,59316415000,57214844851,57214844851,-,Mexico,1.0,2700,General Medicine,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,42| 32,Health Sciences| Biomedical And Clinical Sciences,4201| 3203| 4207,Allied health and rehabilitation science| Dentistry| Sports science and exercise,-,Cognitive Impairment and Neuroimaging in Alzheimer's Disease,137,93.329,Machine Learning Approaches for Alzheimer's Disease Classification,3426,99.692,Definitive,2024.0,0.0,N/A,"Aguirre, E.P.| Guzmán, D.T.| Bañuelos, V.M.| Morales, E.B.",Universidad Autónoma Metropolitana| Universidad Anáhuac| Universidad Nacional Autónoma de México,Mexico,0
