Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57372168600,57372168600,Doubly Exotic Nth-Order Superintegrable Classical Systems Separating in Cartesian Coordinates,"Yurduşen, I.| Escobar-Ruiz, A.M.| Montoya, I.P.Y.M.",3.0,15051371500| 55616512600| 57372168600,2022.0,2022-01-01,"Symmetry, Integrability and Geometry: Methods and Applications (SIGMA)",18,-,-,039,ISSN-18150659,11700154503.0,Journal,Institute of Mathematics,English,0.99,31,1.6,33,0.576,38,1.98,19.0,2.0,0.35,5.67,63.0,58.0,0.0,0.0,"Yurduşen, I., Escobar-Ruiz, A.M., Montoya, I.P.Y.M. (2022).Doubly Exotic Nth-Order Superintegrable Classical Systems Separating in Cartesian Coordinates. Symmetry, Integrability and Geometry: Methods and Applications (SIGMA),18",https://www.scopus.com/record/display.url?eid=2-s2.0-85133834226&origin=resultslist,10.3842/SIGMA.2022.039,Article,Gold|Green,2-s2.0-85133834226,-,Hacettepe University| Universidad Autónoma Metropolitana,410026| 505017,Academic,2.0,60020484| 60028381,Hacettepe Üniversitesi| Universidad Autónoma Metropolitana -Unidad Iztapalapa,15051371500,57372168600,-,-,Mexico| Turkey,2.0,2603| 2608| 2610,Analysis| Geometry and Topology| Mathematical Physics,4,Natural Sciences,431| 439,Mathematics| Physics & Astronomy,37,Physical Sciences,49,Mathematical Sciences,4901| 4904,Applied mathematics| Pure mathematics,-,Innovative Control Systems for Spacecraft Operations,504,43.427,Superintegrable Systems in Curved Spaces and Quantum Mechanics,17609,66.137,Definitive,2022.0,2.0,N/A,"Yurduşen, I.| Escobar-Ruiz, A.M.| Montoya, I.P.Y.M.",Hacettepe University| Universidad Autónoma Metropolitana,Mexico| Turkey,0
